name,address,street,postal_code,city,canton,url
Clinique de La Source - Pneumologie,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evwi/clinique-de-la-source-pneumologie
Clinique de La Source - Psychiatrie Clinique,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/eymd/clinique-de-la-source-psychiatrie-clinique
Clinique de La Source - Radiologie Clinique,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0jt/clinique-de-la-source-radiologie-clinique
Clinique de La Source - Radio-oncologie,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0mg/clinique-de-la-source-radio-oncologie
Clinique de La Source - Rhumatologie Clinique,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/eviu/clinique-de-la-source-rhumatologie-clinique
Clinique de La Source - Service d'urgence,"Avenue Alexandre-Vinet 30, 1004 Lausanne",Avenue Alexandre-Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ecxn/clinique-de-la-source-service-d-urgence
Clinique de La Source - Soins intensifs,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evnv/clinique-de-la-source-soins-intensifs
Clinique de La Source - Urologie Clinique,"Avenue Vinet 30, 1004 Lausanne",Avenue Vinet 30,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0ny/clinique-de-la-source-urologie-clinique
Clinique de Montchoisi,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezap/clinique-de-montchoisi
Clinique de Montchoisi - Anésthésie,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evza/clinique-de-montchoisi-anesthesie
Clinique de Montchoisi - Chirurgie Générale,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evve/clinique-de-montchoisi-chirurgie-generale
Clinique de Montchoisi - Chirurgie Neurologique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ex88/clinique-de-montchoisi-chirurgie-neurologique
Clinique de Montchoisi - Chirurgie Orthopédique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evvc/clinique-de-montchoisi-chirurgie-orthopedique
Clinique de Montchoisi - Chirurgie Réparatrice/Plastique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/et94/clinique-de-montchoisi-chirurgie-reparatrice-plastique
Clinique de Montchoisi - Endo/Diabétologie,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ecpq/clinique-de-montchoisi-endo-diabetologie
Clinique de Montchoisi - Gynécologie Clinique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evn3/clinique-de-montchoisi-gynecologie-clinique
Clinique de Montchoisi - Médecine Interne,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evxg/clinique-de-montchoisi-medecine-interne
Clinique de Montchoisi - Ophtalmologie,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/er47/clinique-de-montchoisi-ophtalmologie
Clinique de Montchoisi - ORL Clinique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evxb/clinique-de-montchoisi-orl-clinique
Clinique de Montchoisi - Radiologie Clinique,"Chemin des Allinges 10, 1006 Lausanne",Chemin des Allinges 10,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/esj9/clinique-de-montchoisi-radiologie-clinique
Clinique d'Orthodontie1.ch,"Rue du Maupas 45, 1004 Lausanne",Rue du Maupas 45,1004,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ev1w/clinique-d-orthodontie1-ch
Clinique La Lignière Gland,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/e0oo/clinique-la-ligniere-gland
Clinique La Lignière Gland - Cardiovasculaire,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/ezog/clinique-la-ligniere-gland-cardiovasculaire
Clinique La Lignière Gland - Chirurgie Orthopédique,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/e0n6/clinique-la-ligniere-gland-chirurgie-orthopedique
Clinique La Lignière Gland - Médecine Interne,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/e0js/clinique-la-ligniere-gland-medecine-interne
Clinique La Lignière Gland - Neurologie,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/evnc/clinique-la-ligniere-gland-neurologie
Clinique La Lignière Gland - Neuroréadaptation,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/e0pd/clinique-la-ligniere-gland-neuroreadaptation
Clinique La Lignière Gland - Psychiatrie Clinique,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/e0ni/clinique-la-ligniere-gland-psychiatrie-clinique
Clinique La Lignière Gland - Rhumatologie Clinique,"La Lignière 5, 1196 Gland",La Lignière 5,1196,Gland,Waadt,https://www.onedoc.ch/de/klinik/gland/es89/clinique-la-ligniere-gland-rhumatologie-clinique
Clinique La Métairie Nyon - Psychiatrie Clinique,"Avenue de Bois-Bougy, 1260 Nyon",Avenue de Bois-Bougy,1260,Nyon,Waadt,https://www.onedoc.ch/de/klinik/nyon/e28/clinique-la-metairie-nyon-psychiatrie-clinique
Clinique La Prairie Clarens,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/es4l/clinique-la-prairie-clarens
Clinique La Prairie Clarens - Anésthésie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/e0ld/clinique-la-prairie-clarens-anesthesie
Clinique La Prairie Clarens - Cardiologie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/e0nk/clinique-la-prairie-clarens-cardiologie
Clinique La Prairie Clarens - Endo/Diabétologie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evrr/clinique-la-prairie-clarens-endo-diabetologie
Clinique La Prairie Clarens - Gastroentérologie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evlz/clinique-la-prairie-clarens-gastroenterologie
Clinique La Prairie Clarens - Gynécologie Clinique,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evl3/clinique-la-prairie-clarens-gynecologie-clinique
Clinique La Prairie Clarens - Médecine Interne,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/e0k6/clinique-la-prairie-clarens-medecine-interne
Clinique La Prairie Clarens - Neurologie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evo8/clinique-la-prairie-clarens-neurologie
Clinique La Prairie Clarens - ORL Clinique,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/eteb/clinique-la-prairie-clarens-orl-clinique
Clinique La Prairie Clarens - Pneumologie,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evt7/clinique-la-prairie-clarens-pneumologie
Clinique La Prairie Clarens - Psychiatrie Clinique,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evoj/clinique-la-prairie-clarens-psychiatrie-clinique
Clinique La Prairie Clarens - Radiologie Clinique,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/e0nq/clinique-la-prairie-clarens-radiologie-clinique
Clinique La Prairie Clarens - Rhumatologie Clinique,"Rue du Lac 142, 1815 Clarens",Rue du Lac 142,1815,Clarens,Waadt,https://www.onedoc.ch/de/klinik/clarens/evv6/clinique-la-prairie-clarens-rhumatologie-clinique
Clinique Médico-Chirurgicale Nyon - CMCN,"Rue de la Morâche 9, 1260 Nyon",Rue de la Morâche 9,1260,Nyon,Waadt,https://www.onedoc.ch/de/klinik/nyon/eban7/clinique-medico-chirurgicale-nyon-cmcn
Clinique Nescens,"Route du Muids 5, 1272 Genolier",Route du Muids 5,1272,Genolier,Waadt,https://www.onedoc.ch/de/klinik/genolier/e44r/clinique-nescens
Clinique Nescens Genolier,"Route du Muids 5, 1272 Genolier",Route du Muids 5,1272,Genolier,Waadt,https://www.onedoc.ch/de/klinik/genolier/etme/clinique-nescens-genolier
Clinique Valmont - Chirurgie Orthopédique,"Route de Valmont 22, 1823 Montreux",Route de Valmont 22,1823,Montreux,Waadt,https://www.onedoc.ch/de/klinik/montreux/ezli/clinique-valmont-chirurgie-orthopedique
Clinique Valmont - Neurologie,"Route de Valmont 22, 1823 Montreux",Route de Valmont 22,1823,Montreux,Waadt,https://www.onedoc.ch/de/klinik/montreux/evm7/clinique-valmont-neurologie
Clinique Valmont - Neuroréadaptation,"Route de Valmont 22, 1823 Montreux",Route de Valmont 22,1823,Montreux,Waadt,https://www.onedoc.ch/de/klinik/montreux/e0m5/clinique-valmont-neuroreadaptation
GSMN Suisse Clinique de Genolier,"Route du Muids 3, 1272 Genolier",Route du Muids 3,1272,Genolier,Waadt,https://www.onedoc.ch/de/klinik/genolier/ezf6/gsmn-suisse-clinique-de-genolier
"Hirslanden, Clinique Bois-Cerf","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezq0/hirslanden-clinique-bois-cerf
"Hirslanden, Clinique Bois-Cerf - Anésthésie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/es67/hirslanden-clinique-bois-cerf-anesthesie
"Hirslanden, Clinique Bois-Cerf - Angiologie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evx0/hirslanden-clinique-bois-cerf-angiologie
"Hirslanden, Clinique Bois-Cerf - Cardiologie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evtw/hirslanden-clinique-bois-cerf-cardiologie
"Hirslanden, Clinique Bois-Cerf - Chirurgie Générale","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evz2/hirslanden-clinique-bois-cerf-chirurgie-generale
"Hirslanden, Clinique Bois-Cerf - Chirurgie Maxillo-faciale","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ev4g/hirslanden-clinique-bois-cerf-chirurgie-maxillo-faciale
"Hirslanden, Clinique Bois-Cerf - Chirurgie Orthopédique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezln/hirslanden-clinique-bois-cerf-chirurgie-orthopedique
"Hirslanden, Clinique Bois-Cerf - Chirurgie Réparatrice/Plastique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evn2/hirslanden-clinique-bois-cerf-chirurgie-reparatrice-plastique
"Hirslanden, Clinique Bois-Cerf - Médecine Interne","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezq6/hirslanden-clinique-bois-cerf-medecine-interne
"Hirslanden, Clinique Bois-Cerf - Oncologie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/es2z/hirslanden-clinique-bois-cerf-oncologie
"Hirslanden, Clinique Bois-Cerf - Ophtalmologie Clinique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/et7h/hirslanden-clinique-bois-cerf-ophtalmologie-clinique
"Hirslanden, Clinique Bois-Cerf - ORL Clinique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evzc/hirslanden-clinique-bois-cerf-orl-clinique
"Hirslanden, Clinique Bois-Cerf - Pneumologie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/eymn/hirslanden-clinique-bois-cerf-pneumologie
"Hirslanden, Clinique Bois-Cerf - Radiologie Clinique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0mi/hirslanden-clinique-bois-cerf-radiologie-clinique
"Hirslanden, Clinique Bois-Cerf - Radio-oncologie","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evuy/hirslanden-clinique-bois-cerf-radio-oncologie
"Hirslanden, Clinique Bois-Cerf - Réhabilitation","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evwt/hirslanden-clinique-bois-cerf-rehabilitation
"Hirslanden, Clinique Bois-Cerf - Rhumatologie Clinique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evtp/hirslanden-clinique-bois-cerf-rhumatologie-clinique
"Hirslanden, Clinique Bois-Cerf - Urologie Clinique","Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evwn/hirslanden-clinique-bois-cerf-urologie-clinique
"Hirslanden, Clinique Cecil","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezen/hirslanden-clinique-cecil
"Hirslanden, Clinique Cecil - Anésthésie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0n8/hirslanden-clinique-cecil-anesthesie
"Hirslanden, Clinique Cecil - Anésthésie intensif","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezqs/hirslanden-clinique-cecil-anesthesie-intensif
"Hirslanden, Clinique Cecil - Cardiologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezgp/hirslanden-clinique-cecil-cardiologie
"Hirslanden, Clinique Cecil - Chirurgie Digestive","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0np/hirslanden-clinique-cecil-chirurgie-digestive
"Hirslanden, Clinique Cecil - Chirurgie Générale","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezl2/hirslanden-clinique-cecil-chirurgie-generale
"Hirslanden, Clinique Cecil - Chirurgie Maxillo-faciale","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0op/hirslanden-clinique-cecil-chirurgie-maxillo-faciale
"Hirslanden, Clinique Cecil - Chirurgie Neurologique","Avenue Louis-Ruchonnet 53, 1003 Lausanne",Avenue Louis-Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezlg/hirslanden-clinique-cecil-chirurgie-neurologique
"Hirslanden, Clinique Cecil - Chirurgie Réparatrice/Plastique","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0lh/hirslanden-clinique-cecil-chirurgie-reparatrice-plastique
"Hirslanden, Clinique Cecil - Chirurgie Transplantation","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezrj/hirslanden-clinique-cecil-chirurgie-transplantation
"Hirslanden, Clinique Cecil - Endo/Diabétologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0m2/hirslanden-clinique-cecil-endo-diabetologie
"Hirslanden, Clinique Cecil - Gastroentérologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0ln/hirslanden-clinique-cecil-gastroenterologie
"Hirslanden, Clinique Cecil - Gynécologie Clinique","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/esmf/hirslanden-clinique-cecil-gynecologie-clinique
"Hirslanden, Clinique Cecil - Médecine Interne","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ezjn/hirslanden-clinique-cecil-medecine-interne
"Hirslanden, Clinique Cecil - Néphrologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0ka/hirslanden-clinique-cecil-nephrologie
"Hirslanden, Clinique Cecil - Neurologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0oq/hirslanden-clinique-cecil-neurologie
"Hirslanden, Clinique Cecil - Oncologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0ms/hirslanden-clinique-cecil-oncologie
"Hirslanden, Clinique Cecil - Radiologie Clinique","Avenue Ruchonnet 53, 1007 Lausanne",Avenue Ruchonnet 53,1007,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evn4/hirslanden-clinique-cecil-radiologie-clinique
"Hirslanden, Clinique Cecil - Service d'urgence","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0li/hirslanden-clinique-cecil-service-d-urgence
"Hirslanden, Clinique Cecil - Urologie Clinique","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0ly/hirslanden-clinique-cecil-urologie-clinique
"Hirslanden SA, Clinique Cecil - Pneumologie","Avenue Ruchonnet 53, 1003 Lausanne",Avenue Ruchonnet 53,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ebqv/hirslanden-sa-clinique-cecil-pneumologie
MV Santé Vision Lausanne - Avenue de Rhodanie,"Avenue de Rhodanie 70, 1007 Lausanne",Avenue de Rhodanie 70,1007,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/esvg/mv-sante-vision-lausanne-avenue-de-rhodanie
Policliniqiue d'addictologie - Psychiatrie Policlinique,"Rue du Bugnon 23, 1011 Lausanne",Rue du Bugnon 23,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/etjn/policliniqiue-d-addictologie-psychiatrie-policlinique
Policlinique de Pédopsychiatrie - Pédopsychiatrie,"Rue des Moulins 11, 1800 Vevey",Rue des Moulins 11,1800,Vevey,Waadt,https://www.onedoc.ch/de/klinik/vevey/evmo/policlinique-de-pedopsychiatrie-pedopsychiatrie
Policlinique médicale universitaire (PMU) - Angiologie,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0kt/policlinique-medicale-universitaire-pmu-angiologie
Policlinique médicale universitaire (PMU) - Autres,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evwl/policlinique-medicale-universitaire-pmu-autres
Policlinique médicale universitaire (PMU) - Cardiovasculaire,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0j1/policlinique-medicale-universitaire-pmu-cardiovasculaire
Policlinique médicale universitaire (PMU) - Gastroentérologie,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/e0k7/policlinique-medicale-universitaire-pmu-gastroenterologie
Policlinique médicale universitaire (PMU) - Médecine Interne,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/et8s/policlinique-medicale-universitaire-pmu-medecine-interne
Policlinique médicale universitaire (PMU) - Médecine tropicale,"Rue du Bugnon 44, 1011 Lausanne",Rue du Bugnon 44,1011,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/evz3/policlinique-medicale-universitaire-pmu-medecine-tropicale
Policlinique Ostéopathique de Lausanne,"Place de la Riponne 5, 1005 Lausanne",Place de la Riponne 5,1005,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ebar2/policlinique-osteopathique-de-lausanne
Policlinique psych.du Sect.Ouest - Psychiatrische Poliklinik,"Avenue Reverdil 8, 1260 Nyon",Avenue Reverdil 8,1260,Nyon,Waadt,https://www.onedoc.ch/de/klinik/nyon/evjk/policlinique-psych-du-sect-ouest-psychiatrische-poliklinik
Policlinique psych.du Sect.Ouest - Psychiatrische Poliklinik,"Rue de la Gare 15, 1110 Morges",Rue de la Gare 15,1110,Morges,Waadt,https://www.onedoc.ch/de/klinik/morges/evmu/policlinique-psych-du-sect-ouest-psychiatrische-poliklinik
Zanzi Clinic,"Place Bel-Air 1, 1003 Lausanne",Place Bel-Air 1,1003,Lausanne,Waadt,https://www.onedoc.ch/de/klinik/lausanne/ebbv4/zanzi-clinic
BABYIMPULSE Clinique des Grangettes,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,https://www.onedoc.ch/de/klinik/chene-bougeries/e096/babyimpulse-clinique-des-grangettes
Cabinet Dr Plojoux - Hirslanden Clinique des Grangettes,"Route de Chêne 110, 1224 Chêne-Bougeries",Route de Chêne 110,1224,Chêne-Bougeries,Genf,https://www.onedoc.ch/de/klinik/chene-bougeries/e097/cabinet-dr-plojoux-hirslanden-clinique-des-grangettes
Cl.Grangettes - Gynécologie - Maternité,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,https://www.onedoc.ch/de/klinik/chene-bougeries/ez5/cl-grangettes-gynecologie-maternite
Clin.Générale-Beaulieu Genève - Urologie Clinique,"Chemin de Beau-Soleil 20, 1206 Genf",Chemin de Beau-Soleil 20,1206,Genf,Genf,https://www.onedoc.ch/de/klinik/genf/e7r/clin-generale-beaulieu-geneve-urologie-clinique
Clinique Belmont Genève - Médecine Interne,"Route de Chêne 26, 1207 Genf",Route de Chêne 26,1207,Genf,Genf,https://www.onedoc.ch/de/klinik/genf/ebxp/clinique-belmont-geneve-medecine-interne
Clinique Belmont Genève - Psychiatrie Clinique,"Route de Chêne 26, 1207 Genf",Route de Chêne 26,1207,Genf,Genf,https://www.onedoc.ch/de/klinik/genf/etbl/clinique-belmont-geneve-psychiatrie-clinique
Clinique de Carouge,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Avenue Cardinal-Mermillod 1,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/etmo/clinique-de-carouge
Clinique de Carouge,"Avenue Cardinal-Mermillod 5, 1227 Carouge",Avenue Cardinal-Mermillod 5,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/etcs/clinique-de-carouge
Clinique de Carouge - Cardiologie,"Avenue Cardinal-Mermillod 5, 1227 Carouge",Avenue Cardinal-Mermillod 5,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/ezpc/clinique-de-carouge-cardiologie
Clinique de Carouge - Hématologie,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Avenue Cardinal-Mermillod 1,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/etet/clinique-de-carouge-hematologie
Clinique de Carouge - Médecine Interne,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Avenue Cardinal-Mermillod 1,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/etfj/clinique-de-carouge-medecine-interne
Clinique de Carouge - Neurologie,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Avenue Cardinal-Mermillod 1,1227,Carouge,Genf,https://www.onedoc.ch/de/klinik/carouge/es76/clinique-de-carouge-neurologie
Clinique de Carouge - Pneumologie,"Avenue Cardinal-Mermillod 1, 1227 Carouge GE",Avenue Cardinal-Mermillod 1,1227,Carouge GE,Genf,https://www.onedoc.ch/de/klinik/carouge-ge/etki/clinique-de-carouge-pneumologie
