name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url
Psychiatrische Universitätsklinik Zürich (PUK) - Psychiatrische Klinik,"Lenggstrasse 31, 8008 Zürich",Lenggstrasse 31,8008,Zürich,Zürich,044 384 21 11,"Allgemeine Innere Medizin, Nephrologie, Neurologie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Psychiatrische+Universitätsklinik+Zürich+(PUK)+-+Psychiatrische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0sj/psychiatrische-universitatsklinik-zurich-puk-psychiatrische-klinik
Radiotherapie Hirslanden,"Bergstrasse 4, 8708 Männedorf",Bergstrasse 4,8708,Männedorf,Zürich,044 922 44 22,Radio-Onkologie (Strahlentherapie),Unknown,https://www.google.ch/search?q=Radiotherapie+Hirslanden+Männedorf,Gruppenpraxis,https://www.onedoc.ch/de/klinik/mannedorf/ex1c/radiotherapie-hirslanden
Radiotherapie Hirslanden - Radioonkologie,"Bergstrasse 4, 8708 Männedorf",Bergstrasse 4,8708,Männedorf,Zürich,044 922 44 22,Radio-Onkologie (Strahlentherapie),Unknown,https://www.google.ch/search?q=Radiotherapie+Hirslanden+-+Radioonkologie+Männedorf,Gruppenpraxis,https://www.onedoc.ch/de/klinik/mannedorf/exs4/radiotherapie-hirslanden-radioonkologie
Sanatorium Kilchberg - Psychiatrische Klinik,"Alte Landstrasse 70, 8802 Kilchberg",Alte Landstrasse 70,8802,Kilchberg,Zürich,044 716 42 42,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Sanatorium+Kilchberg+-+Psychiatrische+Klinik+Kilchberg,Gruppenpraxis,https://www.onedoc.ch/de/klinik/kilchberg/ez5y/sanatorium-kilchberg-psychiatrische-klinik
Sanatorium Kilchberg - Tagesklinik,"Alte Landstrasse 70, 8802 Kilchberg ZH",Alte Landstrasse 70,8802,Kilchberg ZH,Zürich,044 716 42 42,Unknown,Unknown,https://www.google.ch/search?q=Sanatorium+Kilchberg+-+Tagesklinik+Kilchberg+ZH,Gruppenpraxis,https://www.onedoc.ch/de/klinik/kilchberg-zh/e02q/sanatorium-kilchberg-tagesklinik
Schulthess Klinik - Anästhesie Allgemein,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Anästhesiologie, Intensivmedizin",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Anästhesie+Allgemein+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0sf/schulthess-klinik-anasthesie-allgemein
Schulthess Klinik - Chirurgie Hand,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Handchirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Chirurgie+Hand+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0yd/schulthess-klinik-chirurgie-hand
Schulthess Klinik - Fusschirurgie,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Fusschirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0sr/schulthess-klinik-fusschirurgie
"Schulthess Klinik - Hüft-, Beckenchirurgie","Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Orthopädische Chirurgie,Unknown,"https://www.google.ch/search?q=Schulthess+Klinik+-+Hüft-,+Beckenchirurgie+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0tn/schulthess-klinik-huft-beckenchirurgie
Schulthess Klinik - Innere Medizin,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Innere+Medizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0wd/schulthess-klinik-innere-medizin
Schulthess Klinik - Manuelle Medizin,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Rheumatologie,Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Manuelle+Medizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e035/schulthess-klinik-manuelle-medizin
Schulthess Klinik - Neurologie,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Neurologie,Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Neurologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0us/schulthess-klinik-neurologie
Schulthess Klinik - Pädiatrische Orthopädie,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Anästhesiologie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Pädiatrische+Orthopädie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq60/schulthess-klinik-padiatrische-orthopadie
Schulthess Klinik - Rheumatologische Klinik,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Rheumatologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eyw1/schulthess-klinik-rheumatologische-klinik
Schulthess Klinik - Schmerzmedizin,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Schmerzmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exle/schulthess-klinik-schmerzmedizin
Schulthess Klinik - Schulter-/Ellbogenchirurgie,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Chirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Schulter-/Ellbogenchirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0vx/schulthess-klinik-schulter-ellbogenchirurgie
Schulthess Klinik - Sportmedizin,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Sportmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e009/schulthess-klinik-sportmedizin
Schulthess Klinik - Wirbelsäulenchirurgie,"Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,"Neurochirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Schulthess+Klinik+-+Wirbelsäulenchirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0yx/schulthess-klinik-wirbelsaulenchirurgie
Stroke Center Hirslanden,"Witellikerstrasse 40, 8032 Zürich",Witellikerstrasse 40,8032,Zürich,Zürich,044 387 39 93,Neurologie,Unknown,https://www.google.ch/search?q=Stroke+Center+Hirslanden+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ew44/stroke-center-hirslanden
Tagesklinik für ältere Menschen - Tagesklinik,"Salstrasse 48, 8400 Winterthur",Salstrasse 48,8400,Winterthur,Zürich,052 264 38 00,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Tagesklinik+für+ältere+Menschen+-+Tagesklinik+Winterthur,Gruppenpraxis,https://www.onedoc.ch/de/klinik/winterthur/ewgg/tagesklinik-fur-altere-menschen-tagesklinik
Tattoo Klinik,"Weinbergstrasse 25, 8001 Zürich",Weinbergstrasse 25,8001,Zürich,Zürich,044 545 77 66,"Kosmetik, Tattooentfernung",Unknown,https://www.google.ch/search?q=Tattoo+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e7wj/tattoo-klinik
Universitätsklinik Balgrist - Anästhesie Allgemein,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Anästhesie+Allgemein+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0tt/universitatsklinik-balgrist-anasthesie-allgemein
Universitätsklinik Balgrist - Chirurgie Hand,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Handchirurgie, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Chirurgie+Hand+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e00j/universitatsklinik-balgrist-chirurgie-hand
Universitätsklinik Balgrist - Chirurgie Orthopädische,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Chirurgie+Orthopädische+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exhw/universitatsklinik-balgrist-chirurgie-orthopadische
Universitätsklinik Balgrist - Fusschirurgie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Fusschirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e02p/universitatsklinik-balgrist-fusschirurgie
"Universitätsklinik Balgrist - Hüft-, Beckenchirurgie","Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,"https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Hüft-,+Beckenchirurgie+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0t0/universitatsklinik-balgrist-huft-beckenchirurgie
Universitätsklinik Balgrist - Infektiologie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Allgemeine Innere Medizin, Infektiologie",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Infektiologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exsh/universitatsklinik-balgrist-infektiologie
Universitätsklinik Balgrist - Innere Medizin,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Allgemeine Innere Medizin, Intensivmedizin",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Innere+Medizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0xv/universitatsklinik-balgrist-innere-medizin
Universitätsklinik Balgrist - Kniechirurgie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Kniechirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e02m/universitatsklinik-balgrist-kniechirurgie
Universitätsklinik Balgrist - Knochen-/Weichteiltumor Chirurgie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Knochen-/Weichteiltumor+Chirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0z6/universitatsklinik-balgrist-knochen-weichteiltumor-chirurgie
Universitätsklinik Balgrist - Neurologie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Neurologie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Neurologie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0xa/universitatsklinik-balgrist-neurologie
Universitätsklinik Balgrist - Paraplegie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Paraplegie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e04f/universitatsklinik-balgrist-paraplegie
Universitätsklinik Balgrist - Radiologische Klinik,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Radiologie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Radiologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0to/universitatsklinik-balgrist-radiologische-klinik
Universitätsklinik Balgrist - Rheumatologische Klinik,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Rheumatologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0rz/universitatsklinik-balgrist-rheumatologische-klinik
Universitätsklinik Balgrist - Schulter-/Ellbogenchirurgie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Schulter-/Ellbogenchirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0zz/universitatsklinik-balgrist-schulter-ellbogenchirurgie
Universitätsklinik Balgrist - Sportmedizin,"Forchstrasse 319, 8008 Zürich",Forchstrasse 319,8008,Zürich,Zürich,044 386 52 52,"Allgemeine Innere Medizin, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Sportmedizin+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewwv/universitatsklinik-balgrist-sportmedizin
Universitätsklinik Balgrist - Technische Orthopädie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Technische+Orthopädie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eq4q/universitatsklinik-balgrist-technische-orthopadie
Universitätsklinik Balgrist - Urologische Klinik,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Urologie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Urologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eyv0/universitatsklinik-balgrist-urologische-klinik
Universitätsklinik Balgrist - Wirbelsäulenchirurgie,"Forchstrasse 340, 8008 Zürich",Forchstrasse 340,8008,Zürich,Zürich,044 386 11 11,Orthopädische Chirurgie,Unknown,https://www.google.ch/search?q=Universitätsklinik+Balgrist+-+Wirbelsäulenchirurgie+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e02x/universitatsklinik-balgrist-wirbelsaulenchirurgie
Uroviva - Spezialklinik Urologie,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 365 65 65,"Handchirurgie, Orthopädische Chirurgie, Urologie",Unknown,https://www.google.ch/search?q=Uroviva+-+Spezialklinik+Urologie+Bülach,Gruppenpraxis,https://www.onedoc.ch/de/klinik/bulach/ez33/uroviva-spezialklinik-urologie
Uroviva - Spezialklinik Urologie - Chirurgie Hand,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 747 47 50,"Chirurgie, Handchirurgie",Unknown,https://www.google.ch/search?q=Uroviva+-+Spezialklinik+Urologie+-+Chirurgie+Hand+Bülach,Gruppenpraxis,https://www.onedoc.ch/de/klinik/bulach/e03d/uroviva-spezialklinik-urologie-chirurgie-hand
Uroviva - Spezialklinik Urologie - Kardiologie,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 365 65 65,"Allgemeine Innere Medizin, Kardiologie",Unknown,https://www.google.ch/search?q=Uroviva+-+Spezialklinik+Urologie+-+Kardiologie+Bülach,Gruppenpraxis,https://www.onedoc.ch/de/klinik/bulach/e0ua/uroviva-spezialklinik-urologie-kardiologie
Uroviva - Spezialklinik Urologie - Urologische Klinik,"Zürichstrasse 5, 8180 Bülach",Zürichstrasse 5,8180,Bülach,Zürich,044 365 65 65,Urologie,Unknown,https://www.google.ch/search?q=Uroviva+-+Spezialklinik+Urologie+-+Urologische+Klinik+Bülach,Gruppenpraxis,https://www.onedoc.ch/de/klinik/bulach/eucp/uroviva-spezialklinik-urologie-urologische-klinik
Uroviva - Urologie Männedorf - Urologische Klinik,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 30 40,Urologie,Unknown,https://www.google.ch/search?q=Uroviva+-+Urologie+Männedorf+-+Urologische+Klinik+Männedorf,Gruppenpraxis,https://www.onedoc.ch/de/klinik/mannedorf/exv2/uroviva-urologie-mannedorf-urologische-klinik
Uroviva - Urologie Stadelhofen - Urologische Klinik,"Goethestrasse 24, 8001 Zürich",Goethestrasse 24,8001,Zürich,Zürich,044 365 11 11,Urologie,Unknown,https://www.google.ch/search?q=Uroviva+-+Urologie+Stadelhofen+-+Urologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0tc/uroviva-urologie-stadelhofen-urologische-klinik
Uroviva - Urologie Zollikerberg - Urologische Klinik,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 24 10,Urologie,Unknown,https://www.google.ch/search?q=Uroviva+-+Urologie+Zollikerberg+-+Urologische+Klinik+Zollikerberg,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zollikerberg/eucq/uroviva-urologie-zollikerberg-urologische-klinik
Uroviva - Urologie Zürich Höngg - Urologische Klinik,"Frankentalerstrasse 1, 8049 Zürich",Frankentalerstrasse 1,8049,Zürich,Zürich,044 340 00 33,Unknown,Unknown,https://www.google.ch/search?q=Uroviva+-+Urologie+Zürich+Höngg+-+Urologische+Klinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/exox/uroviva-urologie-zurich-hongg-urologische-klinik
Vista Augenklinik Wollishofen,"Seestrasse 353, 8038 Zürich",Seestrasse 353,8038,Zürich,Zürich,044 250 95 50,Augenheilkunde,Unknown,https://www.google.ch/search?q=Vista+Augenklinik+Wollishofen+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e9gu/vista-augenklinik-wollishofen
Vista Augenpraxis Talwiesen,"Birmensdorferstrasse 318, 8055 Zürich",Birmensdorferstrasse 318,8055,Zürich,Zürich,044 463 63 63,"Augenheilkunde, Chirurgie",Unknown,https://www.google.ch/search?q=Vista+Augenpraxis+Talwiesen+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/eskc/vista-augenpraxis-talwiesen
Zentrum für Radiotherapie - Radiologische Klinik,"Spitalstrasse 37a, 8630 Rüti ZH",Spitalstrasse 37a,8630,Rüti ZH,Zürich,052 266 56 00,Radio-Onkologie (Strahlentherapie),Unknown,https://www.google.ch/search?q=Zentrum+für+Radiotherapie+-+Radiologische+Klinik+Rüti+ZH,Gruppenpraxis,https://www.onedoc.ch/de/klinik/ruti/ew4d/zentrum-fur-radiotherapie-radiologische-klinik
Zentrum für Soziale Psychiatrie - Tagesklinik,"Militärstrasse 8, 8004 Zürich",Militärstrasse 8,8004,Zürich,Zürich,044 296 73 00,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Zentrum+für+Soziale+Psychiatrie+-+Tagesklinik+Zürich,Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0w1/zentrum-fur-soziale-psychiatrie-tagesklinik
Zentrum Hard / IPW - Psychiatrische Klinik,"Römerweg 51, 8424 Embrach",Römerweg 51,8424,Embrach,Zürich,044 866 11 11,"Hausarztmedizin (Allgemeinmedizin), Klinische Pharmakologie und Toxikologie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Zentrum+Hard+/+IPW+-+Psychiatrische+Klinik+Embrach,Gruppenpraxis,https://www.onedoc.ch/de/klinik/embrach/ewit/zentrum-hard-ipw-psychiatrische-klinik
"Zollikerberg, RehaClinic Zollikerberg - Rheumatologische Klinik","Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 397 38 11,Rheumatologie,Unknown,"https://www.google.ch/search?q=Zollikerberg,+RehaClinic+Zollikerberg+-+Rheumatologische+Klinik+Zollikerberg",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zollikerberg/ew0t/zollikerberg-rehaclinic-zollikerberg-rheumatologische-klinik
"Zürich, Klinik Im Park - HGZ, Med.Kard.Seestr247","Seestrasse 247, 8038 Zürich",Seestrasse 247,8038,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",Unknown,"https://www.google.ch/search?q=Zürich,+Klinik+Im+Park+-+HGZ,+Med.Kard.Seestr247+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/ewib/zurich-klinik-im-park-hgz-med-kard-seestr247
"Zürich, Psychiatrische Universitätsklinik Zürich (PUK) - Psychiatrie - Forensik","Lenggstrasse 31, 8008 Zürich",Lenggstrasse 31,8008,Zürich,Zürich,044 384 21 11,"Psychiatrie, Psychotherapie",Unknown,"https://www.google.ch/search?q=Zürich,+Psychiatrische+Universitätsklinik+Zürich+(PUK)+-+Psychiatrie+-+Forensik+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0t6/zurich-psychiatrische-universitatsklinik-zurich-puk-psychiatrie-forensik
"Zürich, Psychiatrische Universitätsklinik Zürich (PUK) - Psychiatrie Psychosen amb/stat","Lenggstrasse 31, 8008 Zürich",Lenggstrasse 31,8008,Zürich,Zürich,044 384 21 11,"Psychiatrie, Psychotherapie",Unknown,"https://www.google.ch/search?q=Zürich,+Psychiatrische+Universitätsklinik+Zürich+(PUK)+-+Psychiatrie+Psychosen+amb/stat+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0t4/zurich-psychiatrische-universitatsklinik-zurich-puk-psychiatrie-psychosen-amb-stat
"Zürich, Schulthess Klinik - Diverse","Lengghalde 2, 8008 Zürich",Lengghalde 2,8008,Zürich,Zürich,044 385 71 71,Neurologie,Unknown,"https://www.google.ch/search?q=Zürich,+Schulthess+Klinik+-+Diverse+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/e0st/zurich-schulthess-klinik-diverse
"Zürich, Swiss Central Clinic - Tagesklinik","Giesshübelstrasse 45, 8045 Zürich",Giesshübelstrasse 45,8045,Zürich,Zürich,044 313 00 05,"Allgemeine Innere Medizin, Chirurgie, Dermatologie und Venerologie, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",Unknown,"https://www.google.ch/search?q=Zürich,+Swiss+Central+Clinic+-+Tagesklinik+Zürich",Gruppenpraxis,https://www.onedoc.ch/de/klinik/zurich/esp6/zurich-swiss-central-clinic-tagesklinik
"Aapro Matti, FMH Oncologie médicale Clinique de Genolier","Route du Muids 3, 1272 Genolier",Route du Muids 3,1272,Genolier,Waadt,022 366 91 34,"Allgemeine Innere Medizin, Medizinische Onkologie",Unknown,"https://www.google.ch/search?q=Aapro+Matti,+FMH+Oncologie+médicale+Clinique+de+Genolier+Genolier",Gruppenpraxis,https://www.onedoc.ch/de/klinik/genolier/ebb3/aapro-matti-fmh-oncologie-medicale-clinique-de-genolier
AESTHETICS CLINIC,"Avenue Claude-Nobs 2, 1820 Montreux",Avenue Claude-Nobs 2,1820,Montreux,Waadt,079 908 98 98,"Kosmetik, Plastische, rekonstruktive und ästhetische Chirurgie, Ästhetische Beratung, Ästhetische Medizin, Injektion von Botulinumtoxin, Injektion von Hyaluronsäure",Unknown,https://www.google.ch/search?q=AESTHETICS+CLINIC+Montreux,Gruppenpraxis,https://www.onedoc.ch/de/klinik/montreux/e53d/aesthetics-clinic
A La Clinique,"Rue Centrale 15, 1003 Lausanne",Rue Centrale 15,1003,Lausanne,Waadt,021 311 11 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=A+La+Clinique+Lausanne,Gruppenpraxis,https://www.onedoc.ch/de/klinik/lausanne/evwj/a-la-clinique
Alpine Skin Clinic,"Route des Layeux 3, 1884 Ollon VD",Route des Layeux 3,1884,Ollon VD,Waadt,079 459 56 65,"Ästhetische Medizin, Akne, Injektion von Botulinumtoxin, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Peeling, Ästhetischer Laser",Unknown,https://www.google.ch/search?q=Alpine+Skin+Clinic+Ollon+VD,Gruppenpraxis,https://www.onedoc.ch/de/klinik/ollon/ebbql/alpine-skin-clinic
Cabinet Dr Maduri @ Clinique de Genolier,"Route du Muids 3, 1272 Genolier",Route du Muids 3,1272,Genolier,Waadt,022 366 97 71,Unknown,Unknown,https://www.google.ch/search?q=Cabinet+Dr+Maduri+@+Clinique+de+Genolier+Genolier,Gruppenpraxis,https://www.onedoc.ch/de/klinik/genolier/ev3s/cabinet-dr-maduri-clinique-de-genolier
Centre Chirurgical de l'Oeil - Ophtalmologie Clinique,"Place de la Gare 4, 1004 Lausanne",Place de la Gare 4,1004,Lausanne,Waadt,021 312 35 00,Augenheilkunde,Unknown,https://www.google.ch/search?q=Centre+Chirurgical+de+l'Oeil+-+Ophtalmologie+Clinique+Lausanne,Gruppenpraxis,https://www.onedoc.ch/de/klinik/lausanne/ev2q/centre-chirurgical-de-l-oeil-ophtalmologie-clinique
Centre de Psychiatrie Intégrée - Psychiatrie Clinique,"Chemin du Grand-Chêne 1, 1860 Aigle",Chemin du Grand-Chêne 1,1860,Aigle,Waadt,024 468 84 50,"Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Centre+de+Psychiatrie+Intégrée+-+Psychiatrie+Clinique+Aigle,Gruppenpraxis,https://www.onedoc.ch/de/klinik/aigle/evtk/centre-de-psychiatrie-integree-psychiatrie-clinique
Centre de vaccination Clinique Bois-Cerf,"Avenue d'Ouchy 31, 1006 Lausanne",Avenue d'Ouchy 31,1006,Lausanne,Waadt,021 619 60 19,COVID-19 Impfung,Unknown,https://www.google.ch/search?q=Centre+de+vaccination+Clinique+Bois-Cerf+Lausanne,Gruppenpraxis,https://www.onedoc.ch/de/klinik/lausanne/e3e4/centre-de-vaccination-clinique-bois-cerf
Centre thermale Yverdon - Rhumatologie Clinique,"Avenue des Bains 22, 1400 Yverdon-les-Bains",Avenue des Bains 22,1400,Yverdon-les-Bains,Waadt,024 423 02 02,Rheumatologie,Unknown,https://www.google.ch/search?q=Centre+thermale+Yverdon+-+Rhumatologie+Clinique+Yverdon-les-Bains,Gruppenpraxis,https://www.onedoc.ch/de/klinik/yverdon-les-bains/evo0/centre-thermale-yverdon-rhumatologie-clinique
