name,address,street,postal_code,city,canton,phone_number,professions,url
Praxis Dr. med. Mamisch-Saupe Nadja,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 26 31,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yn/praxis-dr-med-mamisch-saupe-nadja
Praxis Dr. med. Maquieira Gerardo Juan,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 40,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zp/praxis-dr-med-maquieira-gerardo-juan
Praxis Dr. med. Marangi Donato,"Goldbühlstrasse 6, 8620 Wetzikon",Goldbühlstrasse 6,8620,Wetzikon,Zürich,044 930 22 92,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/wetzikon/exgp/praxis-dr-med-marangi-donato
Praxis Dr. med. Marchal Yves,"Ausstellungsstrasse 25, 8005 Zürich",Ausstellungsstrasse 25,8005,Zürich,Zürich,044 272 92 15,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgr/praxis-dr-med-marchal-yves
Praxis Dr. med. Marcinko Juraj,"Winkelweg 4, 8915 Hausen am Albis",Winkelweg 4,8915,Hausen am Albis,Zürich,044 764 06 42,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/hausen-am-albis/exgs/praxis-dr-med-marcinko-juraj
Praxis Dr. med. Maret Claudine,"Seefeldstrasse 162, 8008 Zürich",Seefeldstrasse 162,8008,Zürich,Zürich,044 382 80 66,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbh/praxis-dr-med-maret-claudine
Praxis Dr. med. Margelist Alfred,"Bahnhofstrasse 42, 8600 Dübendorf",Bahnhofstrasse 42,8600,Dübendorf,Zürich,044 821 21 15,"Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exgt/praxis-dr-med-margelist-alfred
Praxis Dr. med. Marrer Karin,"Beckenhofstrasse 16, 8006 Zürich",Beckenhofstrasse 16,8006,Zürich,Zürich,044 440 01 02,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbi/praxis-dr-med-marrer-karin
Praxis Dr. med. Marti,"Im Zentrum 1, 8102 Oberengstringen",Im Zentrum 1,8102,Oberengstringen,Zürich,044 750 02 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberengstringen/exgu/praxis-dr-med-marti
Praxis Dr. med. Marti Corinne,"Dorfgasse 35, 8708 Männedorf",Dorfgasse 35,8708,Männedorf,Zürich,044 920 53 69,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exbj/praxis-dr-med-marti-corinne
Praxis Dr. med. Marxer Judith,"Arosastrasse 22, 8008 Zürich",Arosastrasse 22,8008,Zürich,Zürich,044 201 02 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbk/praxis-dr-med-marxer-judith
Praxis Dr. med. Mathoy Andreas,"Baumgärtlistrasse 17, 8810 Horgen",Baumgärtlistrasse 17,8810,Horgen,Zürich,044 542 87 00,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/horgen/exgy/praxis-dr-med-mathoy-andreas
Praxis Dr. med. Mattle Werner Paul,"Birmensdorferstrasse 1, 8004 Zürich",Birmensdorferstrasse 1,8004,Zürich,Zürich,044 242 22 77,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgz/praxis-dr-med-mattle-werner-paul
Praxis Dr. med. Matutat Birgit,"Zollikerstrasse 164, 8008 Zürich",Zollikerstrasse 164,8008,Zürich,Zürich,044 380 26 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz2/praxis-dr-med-matutat-birgit
Praxis Dr. med. Maurer Dominik,"Seestrasse 247, 8038 Zürich",Seestrasse 247,8038,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zs/praxis-dr-med-maurer-dominik
Praxis Dr. med. Maurer Heinz Beat,"Schwamendingenstrasse 5, 8050 Zürich",Schwamendingenstrasse 5,8050,Zürich,Zürich,044 310 39 29,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eymy/praxis-dr-med-maurer-heinz-beat
Praxis Dr. med. Maurer-Major Estilla Roza,"Emil-Oprecht-Strasse 9, 8050 Zürich",Emil-Oprecht-Strasse 9,8050,Zürich,Zürich,044 310 23 00,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbn/praxis-dr-med-maurer-major-estilla-roza
Praxis Dr. med. Meckel Astrid,"Loren-Allee 22, 8610 Uster",Loren-Allee 22,8610,Uster,Zürich,044 940 23 23,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/uster/exbq/praxis-dr-med-meckel-astrid
Praxis Dr. med. Medic Dane,"Freiestrasse 4, 8805 Richterswil",Freiestrasse 4,8805,Richterswil,Zürich,044 784 28 10,,https://www.onedoc.ch/de/medizinische-praxis/richterswil/exg2/praxis-dr-med-medic-dane
Praxis Dr. med. Megaritis Andreas,"Höhenweg 20, 8032 Zürich",Höhenweg 20,8032,Zürich,Zürich,044 382 99 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/elxx/praxis-dr-med-megaritis-andreas
Praxis Dr. med. Mégroz René,"Untertor 39, 8400 Winterthur",Untertor 39,8400,Winterthur,Zürich,052 212 77 12,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exg3/praxis-dr-med-megroz-rene
Praxis Dr. med. Mehmed Mutalip,"Letzigraben 142, 8047 Zürich",Letzigraben 142,8047,Zürich,Zürich,044 492 27 77,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg4/praxis-dr-med-mehmed-mutalip
Praxis Dr. med. Meier-Gräub Peter,"Schwamendingenstrasse 5, 8050 Zürich",Schwamendingenstrasse 5,8050,Zürich,Zürich,044 312 22 24,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg4/praxis-dr-med-meier-graub-peter
Praxis Dr. med. Meier Hanspeter,"Lunastrasse 6, 8032 Zürich",Lunastrasse 6,8032,Zürich,Zürich,044 383 04 02,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg5/praxis-dr-med-meier-hanspeter
Praxis Dr. med. Meier Heidi,"Obergasse 34, 8400 Winterthur",Obergasse 34,8400,Winterthur,Zürich,052 212 05 08,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/eygy/praxis-dr-med-meier-heidi
Praxis Dr. med. Meier Jonas,"Klosbachstrasse 2, 8032 Zürich",Klosbachstrasse 2,8032,Zürich,Zürich,044 261 44 64,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exg7/praxis-dr-med-meier-jonas
Praxis Dr. med. Meier Sonja,"Rudolfstrasse 9, 8400 Winterthur",Rudolfstrasse 9,8400,Winterthur,Zürich,052 222 20 00,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exbr/praxis-dr-med-meier-sonja
Praxis Dr. med. Meier-Weinand Almut,"Seefeldstrasse 66, 8008 Zürich",Seefeldstrasse 66,8008,Zürich,Zürich,044 383 12 65,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz3/praxis-dr-med-meier-weinand-almut
Praxis Dr. med. Meister Gerold,"Witellikerstrasse 31, 8702 Zollikon",Witellikerstrasse 31,8702,Zollikon,Zürich,044 391 47 47,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zollikon/exhd/praxis-dr-med-meister-gerold
Praxis Dr. med. Meister Roland,"Marktgasse 46, 8400 Winterthur",Marktgasse 46,8400,Winterthur,Zürich,052 213 22 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exhe/praxis-dr-med-meister-roland
Praxis Dr. med. Mekler Gabrielle,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,043 499 03 20,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbs/praxis-dr-med-mekler-gabrielle
Praxis Dr. med. Melchert Marc,"Neugutstrasse 12, 8304 Wallisellen",Neugutstrasse 12,8304,Wallisellen,Zürich,044 830 62 91,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wallisellen/exhf/praxis-dr-med-melchert-marc
Praxis Dr. med. Meli-Eisenberg Brigitte,"Dorfstrasse 16, 8700 Küsnacht",Dorfstrasse 16,8700,Küsnacht,Zürich,044 913 35 35,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exbt/praxis-dr-med-meli-eisenberg-brigitte
Praxis Dr. med. Mende Katja,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 26 31,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yr/praxis-dr-med-mende-katja
Praxis Dr. med. Mendes de Leon Charles,"Säntisstrasse 6, 8008 Zürich",Säntisstrasse 6,8008,Zürich,Zürich,044 383 99 09,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg5/praxis-dr-med-mendes-de-leon-charles
Praxis Dr. med. Mendrik Heiko,"Stationsstrasse 1, 8623 Wetzikon",Stationsstrasse 1,8623,Wetzikon,Zürich,043 495 26 10,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/wetzikon/exhg/praxis-dr-med-mendrik-heiko
Praxis Dr. med. Menet-Schmid Sylvia,"Kirchgasse 28, 8706 Meilen",Kirchgasse 28,8706,Meilen,Zürich,044 910 36 38,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/meilen/e0ys/praxis-dr-med-menet-schmid-sylvia
Praxis Dr. med. Menth-Meier Simone,"Morgental 35, 8126 Zumikon",Morgental 35,8126,Zumikon,Zürich,043 222 31 22,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zumikon/e0yt/praxis-dr-med-menth-meier-simone
Praxis Dr. med. Merz Lilly,"Dorfstrasse 94, 8706 Meilen",Dorfstrasse 94,8706,Meilen,Zürich,044 925 11 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/meilen/exbw/praxis-dr-med-merz-lilly
Praxis Dr. med. Messerli Peter,"Hofwiesenstrasse 3, 8057 Zürich",Hofwiesenstrasse 3,8057,Zürich,Zürich,044 362 50 40,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhj/praxis-dr-med-messerli-peter
Praxis Dr. med. Meyboom Verena,"Wolfzangenstrasse 30, 8413 Neftenbach",Wolfzangenstrasse 30,8413,Neftenbach,Zürich,052 315 24 21,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/neftenbach/exbx/praxis-dr-med-meyboom-verena
Praxis Dr. med. Meyer Alexander,"Stadthausquai 15, 8001 Zürich",Stadthausquai 15,8001,Zürich,Zürich,044 800 82 82,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhk/praxis-dr-med-meyer-alexander
Praxis Dr. med. Meyer Gisela,"Wiesenstrasse 2, 8008 Zürich",Wiesenstrasse 2,8008,Zürich,Zürich,044 383 37 57,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgn/praxis-dr-med-meyer-gisela
Praxis Dr. med. Meyer Marc,"Turmstrasse 3, 8330 Pfäffikon ZH",Turmstrasse 3,8330,Pfäffikon ZH,Zürich,044 951 01 02,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/pfaffikon/eyg6/praxis-dr-med-meyer-marc
Praxis Dr. med. Meyer Paul,"Seestrasse 49, 8703 Erlenbach",Seestrasse 49,8703,Erlenbach,Zürich,044 912 01 10,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/erlenbach/exhl/praxis-dr-med-meyer-paul
Praxis Dr. med. Meyer Stephan,"Badenerstrasse 681, 8048 Zürich",Badenerstrasse 681,8048,Zürich,Zürich,044 431 33 10,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exxr/praxis-dr-med-meyer-stephan
Praxis Dr. med. Meyer Viktor,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,044 260 54 54,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exhn/praxis-dr-med-meyer-viktor
Praxis Dr. med. Michel Sonja,"Fellenbergstrasse 262, 8047 Zürich",Fellenbergstrasse 262,8047,Zürich,Zürich,044 492 12 33,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgs/praxis-dr-med-michel-sonja
Praxis Dr. med. Miele Giuseppe,"Seestrasse 129, 8810 Horgen",Seestrasse 129,8810,Horgen,Zürich,044 770 31 31,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/horgen/exhp/praxis-dr-med-miele-giuseppe
Praxis Dr. med. Miller Nicole,"Ottikerstrasse 19, 8006 Zürich",Ottikerstrasse 19,8006,Zürich,Zürich,044 251 09 05,,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewgx/praxis-dr-med-miller-nicole
Praxis Dr. med. Minder Daniel,"Neumarkt 11, 8400 Winterthur",Neumarkt 11,8400,Winterthur,Zürich,044 586 43 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exht/praxis-dr-med-minder-daniel
Praxis Dr. med. Mindermann Thomas,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 22 97,,https://www.onedoc.ch/de/medizinische-praxis/zurich/eq4w/praxis-dr-med-mindermann-thomas
Praxis Dr. med. Minoretti Roger,"Theaterstrasse 2, 8001 Zürich",Theaterstrasse 2,8001,Zürich,Zürich,043 244 74 74,"Hausarztmedizin (Allgemeinmedizin), Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ekdl/praxis-dr-med-minoretti-roger
Praxis Dr. med. Möckli Regina,"Schwellistrasse 43, 8450 Andelfingen",Schwellistrasse 43,8450,Andelfingen,Zürich,052 317 11 51,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/andelfingen/ewg4/praxis-dr-med-mockli-regina
Praxis Dr. med. Modaressi Kourosh,"Seefeldstrasse 66, 8008 Zürich",Seefeldstrasse 66,8008,Zürich,Zürich,044 521 21 21,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exhu/praxis-dr-med-modaressi-kourosh
Praxis Dr. med. Modena Emilio,"Ausstellungsstrasse 25, 8005 Zürich",Ausstellungsstrasse 25,8005,Zürich,Zürich,044 272 92 16,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exhy/praxis-dr-med-modena-emilio
Praxis Dr. med. Moelter Christian,"Poststrasse 2, 8307 Effretikon",Poststrasse 2,8307,Effretikon,Zürich,052 343 66 88,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/effretikon/exhz/praxis-dr-med-moelter-christian
Praxis Dr. med. Möhr-Buxtorf Ursula,"Im Bungert 9, 8820 Wädenswil",Im Bungert 9,8820,Wädenswil,Zürich,044 780 67 07,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wadenswil/ewg7/praxis-dr-med-mohr-buxtorf-ursula
Praxis Dr. med. Moini Arshan,"Weingartenstrasse 7, 8803 Rüschlikon",Weingartenstrasse 7,8803,Rüschlikon,Zürich,044 724 06 01,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/ruschlikon/exh1/praxis-dr-med-moini-arshan
Praxis Dr. med. Mokros Eva,"General-Werdmüllerstrasse 49, 8804 Au ZH",General-Werdmüllerstrasse 49,8804,Au ZH,Zürich,044 781 15 55,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/au/ewg8/praxis-dr-med-mokros-eva
Praxis Dr. med. Morales Cleopatra Guadalupe,"Zollikerstrasse 37, 8008 Zürich",Zollikerstrasse 37,8008,Zürich,Zürich,044 380 01 51,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewhe/praxis-dr-med-morales-cleopatra-guadalupe
Praxis Dr. med. Morgenstern Walter,"Bankstrasse 13, 8610 Uster",Bankstrasse 13,8610,Uster,Zürich,043 466 90 44,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/uster/eut2/praxis-dr-med-morgenstern-walter
Praxis Dr. med. Morgenthaler Werner,"Seefeldstrasse 4, 8008 Zürich",Seefeldstrasse 4,8008,Zürich,Zürich,043 244 82 44,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exh3/praxis-dr-med-morgenthaler-werner
Praxis Dr. med. Morger Franziska,"Gerlisbergstrasse 46, 8303 Bassersdorf",Gerlisbergstrasse 46,8303,Bassersdorf,Zürich,044 838 30 40,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/bassersdorf/ewhg/praxis-dr-med-morger-franziska
Praxis Dr. med. Mosca Reto,"Limmattalstrasse 259, 8049 Zürich",Limmattalstrasse 259,8049,Zürich,Zürich,044 341 60 80,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exh5/praxis-dr-med-mosca-reto
Praxis Dr. med. Mösch Hans-Peter,"Tablatstrasse 8, 8492 Wila",Tablatstrasse 8,8492,Wila,Zürich,052 397 20 12,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/wila/exh6/praxis-dr-med-mosch-hans-peter
Praxis Dr. med. Mösch-Schmid Daniela,"Tablatstrasse 8, 8492 Wila",Tablatstrasse 8,8492,Wila,Zürich,052 397 20 12,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wila/ewhj/praxis-dr-med-mosch-schmid-daniela
Praxis Dr. med. Moser Alexander,"Carmenstrasse 32, 8032 Zürich",Carmenstrasse 32,8032,Zürich,Zürich,044 252 81 71,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exh7/praxis-dr-med-moser-alexander
Praxis Dr. med. Moser Bernhard,"Zürcherstrasse 14, 8400 Winterthur",Zürcherstrasse 14,8400,Winterthur,Zürich,043 535 87 73,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exh8/praxis-dr-med-moser-bernhard
Praxis Dr. med. Moser Christoph,"Kirchgasse 28, 8706 Meilen",Kirchgasse 28,8706,Meilen,Zürich,044 923 02 44,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/meilen/exbu/praxis-dr-med-moser-christoph
Praxis Dr. med. Moser Christoph,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0z4/praxis-dr-med-moser-christoph
Praxis Dr. med. Moser Nicola,"Wallisellenstrasse 301a, 8050 Zürich",Wallisellenstrasse 301a,8050,Zürich,Zürich,044 310 71 71,Kinderchirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewhl/praxis-dr-med-moser-nicola
Praxis Dr. med. Mosimann Thomas,"Oberdorfstrasse 31, 8820 Wädenswil",Oberdorfstrasse 31,8820,Wädenswil,Zürich,044 783 95 75,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/exia/praxis-dr-med-mosimann-thomas
Praxis Dr. med. Moskvitin,"Zollikerstrasse 214, 8008 Zürich",Zollikerstrasse 214,8008,Zürich,Zürich,044 380 01 40,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exib/praxis-dr-med-moskvitin
Praxis Dr. med. Mosso Maria,"Bahnhofstrasse 5, 8820 Wädenswil",Bahnhofstrasse 5,8820,Wädenswil,Zürich,044 780 71 71,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/ewho/praxis-dr-med-mosso-maria
Praxis Dr. med. Motzoc Marius,"Löwenstrasse 21, 8953 Dietikon",Löwenstrasse 21,8953,Dietikon,Zürich,044 743 41 41,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/dietikon/el40/praxis-dr-med-motzoc-marius
Praxis Dr. med. Moysiadi Aikaterini,"Freiestrasse 211, 8032 Zürich",Freiestrasse 211,8032,Zürich,Zürich,044 211 42 11,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewhp/praxis-dr-med-moysiadi-aikaterini
Praxis Dr. med. Müller Andreas Peter,"Zürichstrase 5, 8180 Bülach",Zürichstrase 5,8180,Bülach,Zürich,044 461 00 01,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/bulach/eymz/praxis-dr-med-muller-andreas-peter
Praxis Dr. med. Müller Brigitte,"Badenerstrasse 89, 8004 Zürich",Badenerstrasse 89,8004,Zürich,Zürich,044 242 61 60,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eymu/praxis-dr-med-muller-brigitte
Praxis Dr. med. Müller-Camenzind Bruno,"Zürichbergstrasse 34, 8044 Zürich",Zürichbergstrasse 34,8044,Zürich,Zürich,044 262 55 50,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/eym1/praxis-dr-med-muller-camenzind-bruno
Praxis Dr. med. Müller Dorothea,"Hottingerstrasse 18, 8032 Zürich",Hottingerstrasse 18,8032,Zürich,Zürich,044 380 37 42,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewhu/praxis-dr-med-muller-dorothea
Praxis Dr. med. Müller Erich,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 29 15,"Allgemeine Innere Medizin, Medizinische Onkologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0z8/praxis-dr-med-muller-erich
Praxis Dr. med. Müller-Flück,"Rennweg 15, 8001 Zürich",Rennweg 15,8001,Zürich,Zürich,044 377 81 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyf9/praxis-dr-med-muller-fluck
Praxis Dr. med. Müller Gubler Sascha Monique,"Universitätstrasse 69b, 8006 Zürich",Universitätstrasse 69b,8006,Zürich,Zürich,076 436 17 52,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/engo/praxis-dr-med-muller-gubler-sascha-monique
Praxis Dr. med. Müller Hanny,"Carl-Spitteler-Strasse 102, 8053 Zürich",Carl-Spitteler-Strasse 102,8053,Zürich,Zürich,044 381 63 10,"Handchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewhx/praxis-dr-med-muller-hanny
Praxis Dr. med. Müller Karl,"Zürcherstrasse 20, 8952 Schlieren",Zürcherstrasse 20,8952,Schlieren,Zürich,044 731 17 50,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/medizinische-praxis/schlieren/e0z9/praxis-dr-med-muller-karl
Praxis Dr. med. Müller Konstantin,"Neustadtgasse 5, 8001 Zürich",Neustadtgasse 5,8001,Zürich,Zürich,044 252 52 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e00a/praxis-dr-med-muller-konstantin
Praxis Dr. med. Müller-Lechner Anne-Kathrin,"Riethofstrasse 8, 8702 Zollikon",Riethofstrasse 8,8702,Zollikon,Zürich,044 559 41 41,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zollikon/ewh2/praxis-dr-med-muller-lechner-anne-kathrin
Praxis Dr. med. Müller-Papo Nada,"Zürcherstrasse 1A, 8102 Oberengstringen",Zürcherstrasse 1A,8102,Oberengstringen,Zürich,044 750 38 62,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/oberengstringen/ewh3/praxis-dr-med-muller-papo-nada
Praxis Dr. med. Müller Paul,"Bellerivestrasse 34, 8008 Zürich",Bellerivestrasse 34,8008,Zürich,Zürich,044 388 15 15,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/medizinische-praxis/zurich/e00b/praxis-dr-med-muller-paul
Praxis Dr. med. Müller Ralph,"Oberer Graben 28, 8400 Winterthur",Oberer Graben 28,8400,Winterthur,Zürich,052 209 01 90,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/elus/praxis-dr-med-muller-ralph
Praxis Dr. med. Müller Regina,"Witikonerstrasse 202, 8053 Zürich",Witikonerstrasse 202,8053,Zürich,Zürich,044 380 05 55,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewh1/praxis-dr-med-muller-regina
Praxis Dr. med. Müllers Jutta,"Gerechtigkeitsgasse 14, 8001 Zürich",Gerechtigkeitsgasse 14,8001,Zürich,Zürich,044 280 35 35,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewh4/praxis-dr-med-mullers-jutta
Praxis Dr. med. Müller Zeno,"Schifflände 24, 8001 Zürich",Schifflände 24,8001,Zürich,Zürich,044 261 88 89,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exic/praxis-dr-med-muller-zeno
Praxis Dr. med. Münch Michel,"Fröbelstrasse 33, 8032 Zürich",Fröbelstrasse 33,8032,Zürich,Zürich,044 363 20 18,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exid/praxis-dr-med-munch-michel
Praxis Dr. med. Muntwyler Jörg,"Bahnhofstrasse 11, 8302 Kloten",Bahnhofstrasse 11,8302,Kloten,Zürich,044 813 71 55,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/kloten/exif/praxis-dr-med-muntwyler-jorg
Praxis Dr. med. Munzinger Urs,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 28 10,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e00c/praxis-dr-med-munzinger-urs
Praxis Dr. med. Muret Marc,"Höschgasse 68, 8008 Zürich",Höschgasse 68,8008,Zürich,Zürich,044 383 81 80,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exig/praxis-dr-med-muret-marc
Praxis Dr. med. Mustur Dominique,"Seestrasse 353, 8038 Zürich",Seestrasse 353,8038,Zürich,Zürich,044 244 10 44,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ewh8/praxis-dr-med-mustur-dominique
