name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung
Praxis Dr. med. Desbiolles Andreas,"Schaffhauserstrasse 6, 8180 Bülach",Schaffhauserstrasse 6,8180,Bülach,Zürich,044 747 47 50,"Chirurgie, Handchirurgie",https://www.onedoc.ch/de/medizinische-praxis/bulach/eww3/praxis-dr-med-desbiolles-andreas,https://www.onedoc.ch/de/medizinische-praxis/bulach/eww3/praxis-dr-med-desbiolles-andreas,0
Praxis Dr. med. De Smet Saskia,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 66,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ww/praxis-dr-med-de-smet-saskia,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ww/praxis-dr-med-de-smet-saskia,0
Praxis Dr. med. Dettmer Renata,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 70 70,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0wx/praxis-dr-med-dettmer-renata,https://www.hausarzt-dr-dettmer.de/team,0
Praxis Dr. med. Deutsch Markus,"Dürntnerstrasse 20, 8340 Hinwil",Dürntnerstrasse 20,8340,Hinwil,Zürich,044 937 42 40,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/hinwil/epm8/praxis-dr-med-deutsch-markus,https://drdeutsch.ch/,1
Praxis Dr. med. de Viragh Pierre,"Schanzeneggstrasse 1, 8002 Zürich",Schanzeneggstrasse 1,8002,Zürich,Zürich,044 280 30 88,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/epto/praxis-dr-med-de-viragh-pierre,https://www.dermadoc.ch/,1
Praxis Dr. med. Dezulian Barbara,"Gertrudstrasse 1, 8400 Winterthur",Gertrudstrasse 1,8400,Winterthur,Zürich,052 212 29 30,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew0p/praxis-dr-med-dezulian-barbara,https://dezulian.ch/,0
Praxis Dr. med. Dias Sabina,"Bellariastrasse 38, 8038 Zürich",Bellariastrasse 38,8038,Zürich,Zürich,044 209 24 11,Rheumatologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew0q/praxis-dr-med-dias-sabina,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew0q/praxis-dr-med-dias-sabina,0
Praxis Dr. med. Diem Meier Yvonne,"Aemtlerstrasse 17, 8003 Zürich",Aemtlerstrasse 17,8003,Zürich,Zürich,043 960 24 74,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/epji/praxis-dr-med-diem-meier-yvonne,https://www.yvonnediem.ch/,0
Praxis Dr. med. Diem Thomas,"Plattenstrasse 66, 8032 Zürich",Plattenstrasse 66,8032,Zürich,Zürich,044 261 29 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/epn6/praxis-dr-med-diem-thomas,https://www.onedoc.ch/de/medizinische-praxis/zurich/epn6/praxis-dr-med-diem-thomas,0
Praxis Dr. med. Dinner Pierre,"Olgastrasse 6, 8001 Zürich",Olgastrasse 6,8001,Zürich,Zürich,044 221 13 31,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eptl/praxis-dr-med-dinner-pierre,https://www.onedoc.ch/de/medizinische-praxis/zurich/eptl/praxis-dr-med-dinner-pierre,0
Praxis Dr. med. Dirr Regula,"Pflugstrasse 18, 8952 Schlieren",Pflugstrasse 18,8952,Schlieren,Zürich,044 730 58 08,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/schlieren/eprd/praxis-dr-med-dirr-regula,https://www.onedoc.ch/de/medizinische-praxis/schlieren/eprd/praxis-dr-med-dirr-regula,0
Praxis Dr. med. Djahanschahi Bajka Jasmin,"Ueberlandstrasse 210, 8600 Dübendorf",Ueberlandstrasse 210,8600,Dübendorf,Zürich,044 821 12 24,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/dubendorf/epvd/praxis-dr-med-djahanschahi-bajka-jasmin,https://www.augenarztduebendorf.ch/,0
Praxis Dr. med. Djordjevic Zeljko,"Schaffhauserstrasse 345, 8050 Zürich",Schaffhauserstrasse 345,8050,Zürich,Zürich,044 313 94 88,Physikalische und Rehabilitative Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/epra/praxis-dr-med-djordjevic-zeljko,https://www.praxis-sternen.ch/,0
Praxis Dr. med. Doebeli Peter,"Zürichstrasse 1, 8610 Uster",Zürichstrasse 1,8610,Uster,Zürich,044 941 21 10,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/uster/epki/praxis-dr-med-doebeli-peter,https://www.hno-uster.ch/,0
Praxis Dr. med. Döhmann Michael,"Seefeldstrasse 134, 8008 Zürich",Seefeldstrasse 134,8008,Zürich,Zürich,044 381 10 80,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eplh/praxis-dr-med-dohmann-michael,https://www.onedoc.ch/de/medizinische-praxis/zurich/eplh/praxis-dr-med-dohmann-michael,0
Praxis Dr. med. Dolder-Jakesevic Nada,"Weinbergstrasse 5, 8001 Zürich",Weinbergstrasse 5,8001,Zürich,Zürich,044 261 53 41,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/epsw/praxis-dr-med-dolder-jakesevic-nada,https://www.onedoc.ch/de/medizinische-praxis/zurich/epsw/praxis-dr-med-dolder-jakesevic-nada,0
Praxis Dr. med. Doll Barbara,"Poststrasse 37, 8700 Küsnacht",Poststrasse 37,8700,Küsnacht,Zürich,044 910 98 50,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/epsc/praxis-dr-med-doll-barbara,https://www.onedoc.ch/en/medical-practice/kusnacht/epsc/praxis-dr-med-doll-barbara,0
Praxis Dr. med. Dörffler-Melly Janine,"Bellariastrasse 40, 8038 Zürich",Bellariastrasse 40,8038,Zürich,Zürich,044 482 71 00,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/epvb/praxis-dr-med-dorffler-melly-janine,https://venenpraxis-zürich.ch/ueber-uns/,0
Praxis Dr. med. Dörffler Thomas,"Restelbergstrasse 25, 8044 Zürich",Restelbergstrasse 25,8044,Zürich,Zürich,044 364 08 81,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/epn2/praxis-dr-med-dorffler-thomas,https://doktor.ch/arzt/doerffler-thomas-zuerich-8044-arzt.html,0
Praxis Dr. med. Doring Dietmute,"Holbeinstrasse 31, 8008 Zürich",Holbeinstrasse 31,8008,Zürich,Zürich,044 212 62 34,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/epnr/praxis-dr-med-doring-dietmute,https://www.onedoc.ch/de/medizinische-praxis/zurich/epnr/praxis-dr-med-doring-dietmute,0
Praxis Dr. med. Drakul Andrej,"Birmensdorferstrasse 67, 8004 Zürich",Birmensdorferstrasse 67,8004,Zürich,Zürich,044 242 93 30,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exxd/praxis-dr-med-drakul-andrej,http://frauenarzt-andrejdrakul.ch/,0
Praxis Dr. med. Dreiding Karin,"Bellerivestrasse 3, 8008 Zürich",Bellerivestrasse 3,8008,Zürich,Zürich,043 343 98 44,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew01/praxis-dr-med-dreiding-karin,https://www.bellerive3.ch/karin-dreiding/,0
Praxis Dr. med. Dreier Kathrin,"Bellerivestrasse 34, 8008 Zürich",Bellerivestrasse 34,8008,Zürich,Zürich,044 388 15 15,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0wz/praxis-dr-med-dreier-kathrin,https://www.alphacare.ch/ueber-uns/team/kathrin-dreier,1
Praxis Dr. med. Droz Florence,"Freiestrasse 90, 8032 Zürich",Freiestrasse 90,8032,Zürich,Zürich,044 250 44 48,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew03/praxis-dr-med-droz-florence,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew03/praxis-dr-med-droz-florence,0
Praxis Dr. med. Dubas Frölicher Lise,"Oberer Graben 26, 8400 Winterthur",Oberer Graben 26,8400,Winterthur,Zürich,052 202 95 93,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew04/praxis-dr-med-dubas-frolicher-lise,https://www.onedoc.ch/de/medizinische-praxis/winterthur/ew04/praxis-dr-med-dubas-frolicher-lise,0
Praxis Dr. med. Dubs Markus,"Schachenweg 2, 8610 Uster",Schachenweg 2,8610,Uster,Zürich,044 911 15 34,Urologie,https://www.onedoc.ch/de/medizinische-praxis/uster/exgb/praxis-dr-med-dubs-markus,https://www.spitaluster.ch/Ueber-uns/Aerzte-und-Fachkraefte-Suche/Detail-Ansicht.75.html?employeeID=500,1
Praxis Dr. med. Dudle Urs,"Schoffelgasse 3, 8001 Zürich",Schoffelgasse 3,8001,Zürich,Zürich,044 251 54 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exxe/praxis-dr-med-dudle-urs,https://www.psychotherapie-schoffelgasse.ch/urs-dudle/,0
Praxis Dr. med. Dudli Urs,"Wallisellerstrasse 4, 8152 Glattbrugg",Wallisellerstrasse 4,8152,Glattbrugg,Zürich,044 810 94 74,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/glattbrugg/exxg/praxis-dr-med-dudli-urs,https://www.onedoc.ch/de/medizinische-praxis/glattbrugg/exxg/praxis-dr-med-dudli-urs,0
Praxis Dr. med. Duffner Axel,"Stadthausstrasse 79, 8400 Winterthur",Stadthausstrasse 79,8400,Winterthur,Zürich,052 202 43 41,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exxh/praxis-dr-med-duffner-axel,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exxh/praxis-dr-med-duffner-axel,0
Praxis Dr. med. Dumont dos Santos Denisa,"Löwenstrasse 65, 8001 Zürich",Löwenstrasse 65,8001,Zürich,Zürich,044 221 33 33,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew05/praxis-dr-med-dumont-dos-santos-denisa,https://www.dumontsantos-gyn.ch/,1
Praxis Dr. med. Dünki Mauro,"Trichtenhauserstrasse 2, 8125 Zollikerberg",Trichtenhauserstrasse 2,8125,Zollikerberg,Zürich,044 391 63 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zollikerberg/exrr/praxis-dr-med-dunki-mauro,https://doktor.ch/arzt/duenki-mauro-zollikerberg-8125-arzt.html,0
Praxis Dr. med. Duriqi Dautaj Shqipe,"Oetwilerstrasse 10, 8953 Dietikon",Oetwilerstrasse 10,8953,Dietikon,Zürich,044 740 93 22,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/dietikon/ew07/praxis-dr-med-duriqi-dautaj-shqipe,https://www.doktorduriqi.ch/,0
Praxis Dr. med. Eberhard,"Poststrasse 7, 8805 Richterswil",Poststrasse 7,8805,Richterswil,Zürich,044 687 73 22,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/richterswil/ew09/praxis-dr-med-eberhard,https://www.onedoc.ch/de/medizinische-praxis/richterswil/ew09/praxis-dr-med-eberhard,0
Praxis Dr. med. Eberle Patric Olivier,"Pfannenstielstrasse 12, 8706 Meilen",Pfannenstielstrasse 12,8706,Meilen,Zürich,044 923 46 13,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/meilen/exxj/praxis-dr-med-eberle-patric-olivier,https://www.kinderarzt-meilen.ch/,0
Praxis Dr. med. Ebner Gerhard,"Seefeldstrasse 25, 8008 Zürich",Seefeldstrasse 25,8008,Zürich,Zürich,044 260 88 70,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/el8a/praxis-dr-med-ebner-gerhard,https://www.onedoc.ch/de/medizinische-praxis/zurich/el8a/praxis-dr-med-ebner-gerhard,0
Praxis Dr. med. Ebnöther Stephan,"Hohwindenstrasse 10, 8192 Glattfelden",Hohwindenstrasse 10,8192,Glattfelden,Zürich,044 867 02 70,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/glattfelden/exrs/praxis-dr-med-ebnother-stephan,https://www.onedoc.ch/de/medizinische-praxis/glattfelden/exrs/praxis-dr-med-ebnother-stephan,0
Praxis Dr. med. Edis Cem,"Dammstrasse 2, 8708 Männedorf",Dammstrasse 2,8708,Männedorf,Zürich,044 950 06 60,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exxo/praxis-dr-med-edis-cem,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exxo/praxis-dr-med-edis-cem,0
Praxis Dr. med. Egger Martin,"Neugutstrasse 1, 8304 Wallisellen",Neugutstrasse 1,8304,Wallisellen,Zürich,044 830 50 34,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/wallisellen/eyid/praxis-dr-med-egger-martin,https://www.medicin.ch/team/,0
Praxis Dr. med. Egli Gabriela,"Bergstrasse 143, 8707 Uetikon",Bergstrasse 143,8707,Uetikon,Zürich,044 920 19 15,"Allgemeine Innere Medizin, Anästhesiologie",https://www.onedoc.ch/de/medizinische-praxis/uetikon/ew1a/praxis-dr-med-egli-gabriela,https://internistin.ch/Hausarzt-Uetikon-am-See/,0
Praxis Dr. med. Egli Urs,"Falkenstrasse 25 / Bahnhof Stadelhofen, 8008 Zürich",Falkenstrasse 25 / Bahnhof Stadelhofen,8008,Zürich,Zürich,044 262 62 64,Urologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exx3/praxis-dr-med-egli-urs,https://www.zentrumfuerurologie.ch/de/aerzte-team/dr-med-urs-egli,0
Praxis Dr. med. Egloff Nicole,"Bellariastrasse 38, 8038 Zürich",Bellariastrasse 38,8038,Zürich,Zürich,044 209 24 00,Rheumatologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew1d/praxis-dr-med-egloff-nicole,https://www.hirslanden.ch/de/corporate/aerzte/3/dr-med-nicole-egloff.html,1
Praxis Dr. med. Eichenberger Christian,"Limmatquai 30/Eing. Grossmünsterplatz 9, 8001 Zürich",Limmatquai 30/Eing. Grossmünsterplatz 9,8001,Zürich,Zürich,044 251 43 43,Urologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exx5/praxis-dr-med-eichenberger-christian,https://www.onedoc.ch/en/medical-practice/zurich/exx5/praxis-dr-med-eichenberger-christian,0
Praxis Dr. med. Eichenberger Korinna,"Morgental 35, 8126 Zumikon",Morgental 35,8126,Zumikon,Zürich,043 222 31 22,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zumikon/e0w0/praxis-dr-med-eichenberger-korinna,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zumikon/eichenberger-korinna-7601000245038,0
Praxis Dr. med. Eichenberger Patrik,"Elisabethenstrasse 16, 8004 Zürich",Elisabethenstrasse 16,8004,Zürich,Zürich,044 240 44 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exx6/praxis-dr-med-eichenberger-patrik,https://www.onedoc.ch/en/medical-practice/zurich/exx6/praxis-dr-med-eichenberger-patrik,0
Praxis Dr. med. Eicke Michael,"Tösstalstrasse 163, 8400 Winterthur",Tösstalstrasse 163,8400,Winterthur,Zürich,052 238 03 03,"Homöopathie, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exx7/praxis-dr-med-eicke-michael,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exx7/praxis-dr-med-eicke-michael,0
Praxis Dr. med. Eisenack Johannes,"Asylstrasse 81, 8032 Zürich",Asylstrasse 81,8032,Zürich,Zürich,044 251 50 05,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/exx8/praxis-dr-med-eisenack-johannes,https://augenklinik-bellevue.ch/team/,0
Praxis Dr. med. Eisenring Raphael,"Schulstrasse 37, 8050 Zürich",Schulstrasse 37,8050,Zürich,Zürich,044 313 96 37,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exx9/praxis-dr-med-eisenring-raphael,https://praxisraphaeleisenring.ch/,0
Praxis Dr. med. Eismann Christoph,"Bankstrasse 20, 8400 Winterthur",Bankstrasse 20,8400,Winterthur,Zürich,052 503 60 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exya/praxis-dr-med-eismann-christoph,https://www.notfallklinik-eismann.ch/,0
Praxis Dr. med. Elsig Jean Pierre,"Seestrasse 122, 8700 Küsnacht",Seestrasse 122,8700,Küsnacht,Zürich,044 914 22 00,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/eq1i/praxis-dr-med-elsig-jean-pierre,https://www.spine-surgery.ch/,1
Praxis Dr. med. Engel Hermann,"Trichtenhauser Strasse 20, 8125 Zollikerberg",Trichtenhauser Strasse 20,8125,Zollikerberg,Zürich,044 300 25 25,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/medizinische-praxis/zollikerberg/exyc/praxis-dr-med-engel-hermann,http://www.schilddruesen-praxis.ch/kontakt.html,0
Praxis Dr. med. Engelmann René,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,044 422 50 70,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyd/praxis-dr-med-engelmann-rene,http://www.chirurgieplus.com/,0
Praxis Dr. med. Enold,"Seemattstrasse 11, 8180 Bülach",Seemattstrasse 11,8180,Bülach,Zürich,043 542 14 68,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/bulach/exye/praxis-dr-med-enold,https://www.onedoc.ch/de/medizinische-praxis/bulach/exye/praxis-dr-med-enold,0
Praxis Dr. med. Erçal-Wiget Natalie,"Turikumstrasse 1, 8610 Uster",Turikumstrasse 1,8610,Uster,Zürich,044 941 37 68,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/uster/ew1z/praxis-dr-med-ercal-wiget-natalie,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/uster/ercal-wiget-natalie-7601000246769,1
Praxis Dr. med. Erdmenger Lothar,"Stadelhoferstrasse 28, 8001 Zürich",Stadelhoferstrasse 28,8001,Zürich,Zürich,044 262 72 74,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exyf/praxis-dr-med-erdmenger-lothar,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyf/praxis-dr-med-erdmenger-lothar,0
Praxis Dr. med. Erhardt Emanuel,"Hönggerstrasse 117, 8037 Zürich",Hönggerstrasse 117,8037,Zürich,Zürich,044 271 62 62,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exyg/praxis-dr-med-erhardt-emanuel,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyg/praxis-dr-med-erhardt-emanuel,0
Praxis Dr. med. Erni Helena,"Sumatrastrasse 25, 8006 Zürich",Sumatrastrasse 25,8006,Zürich,Zürich,044 422 33 20,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/evp/praxis-dr-med-erni-helena,https://www.praxis-helenaerni.ch/,1
Praxis Dr. med. Ernst Meli Jrene,"Streulistrasse 28, 8032 Zürich",Streulistrasse 28,8032,Zürich,Zürich,044 380 70 90,"Allgemeine Innere Medizin, Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew10/praxis-dr-med-ernst-meli-jrene,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew10/praxis-dr-med-ernst-meli-jrene,0
Praxis Dr. med. Ersch Jörg,"Florastrasse 10, 8610 Uster",Florastrasse 10,8610,Uster,Zürich,044 940 89 11,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/uster/exyi/praxis-dr-med-ersch-jorg,https://ustermer-aerzte.ch/kinder-und-jugendmedizin/98-kinderarztpraxis-pd-dr-med-j-ersch,0
Praxis Dr. med. Escher Kubli Pascale,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 70 70,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0w4/praxis-dr-med-escher-kubli-pascale,https://www.swissmedical.net/en/doctors-directory/escher-kubli-pascale,0
Praxis Dr. med. Eschmann Jean-Jacques,"Mutschellenstrasse 187, 8038 Zürich",Mutschellenstrasse 187,8038,Zürich,Zürich,044 482 11 52,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exrt/praxis-dr-med-eschmann-jean-jacques,https://medsite.ch/jean-jacques.eschmann,0
Praxis Dr. med. Etter-Kalberer Gisela,"Bachtelstrasse 9, 8805 Richterswil",Bachtelstrasse 9,8805,Richterswil,Zürich,044 687 48 28,"Allgemeine Innere Medizin, Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/richterswil/ew13/praxis-dr-med-etter-kalberer-gisela,http://www.richtidoc.ch/de/Fachgebiete.2.html?arzt_id=8,0
Praxis Dr. med. Eugster André,"Münzgasse 6, 8400 Winterthur",Münzgasse 6,8400,Winterthur,Zürich,052 214 07 07,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exyk/praxis-dr-med-eugster-andre,https://www.dreugster.ch/,0
Praxis Dr. med. Eveline Federspiel,"Germaniastrasse 57, 8006 Zürich",Germaniastrasse 57,8006,Zürich,Zürich,044 361 26 26,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyge/praxis-dr-med-eveline-federspiel,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyge/praxis-dr-med-eveline-federspiel,0
Praxis Dr. med. Fakin,"Limmatquai 2, 8001 Zürich",Limmatquai 2,8001,Zürich,Zürich,044 250 95 88,,https://www.onedoc.ch/de/medizinische-praxis/zurich/exym/praxis-dr-med-fakin,https://drrichardfakin.com/?lang=de,0
Praxis Dr. med. Falke Jörg,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 30 70,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyn/praxis-dr-med-falke-jorg,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyn/praxis-dr-med-falke-jorg,0
Praxis Dr. med. Fantin Amedeo,"Gerichtsstrasse 6, 8610 Uster",Gerichtsstrasse 6,8610,Uster,Zürich,044 941 59 59,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/uster/exyo/praxis-dr-med-fantin-amedeo,https://www.gastrofantin.ch/?site=15,0
Praxis Dr. med. Farshad Tabrizi Schneider Anahita,"Alte Bahnhofstrasse 22, 8603 Schwerzenbach",Alte Bahnhofstrasse 22,8603,Schwerzenbach,Zürich,044 515 86 60,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/schwerzenbach/ewf5/praxis-dr-med-farshad-tabrizi-schneider-anahita,https://www.onedoc.ch/de/medizinische-praxis/schwerzenbach/ewf5/praxis-dr-med-farshad-tabrizi-schneider-anahita,0
Praxis Dr. med. Fassnacht Wolfgang Julius,"Weinbergstrasse 29, 8006 Zürich",Weinbergstrasse 29,8006,Zürich,Zürich,076 419 49 59,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exyr/praxis-dr-med-fassnacht-wolfgang-julius,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyr/praxis-dr-med-fassnacht-wolfgang-julius,0
Praxis Dr. med. Fauchère-Gnädinger Rita,"Schindlersteig 5, 8006 Zürich",Schindlersteig 5,8006,Zürich,Zürich,044 310 39 60,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew2b/praxis-dr-med-fauchere-gnadinger-rita,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew2b/praxis-dr-med-fauchere-gnadinger-rita,0
Praxis Dr. med. Federspiel Urs,"Uraniastrasse 11, 8001 Zürich",Uraniastrasse 11,8001,Zürich,Zürich,044 211 33 75,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exys/praxis-dr-med-federspiel-urs,https://sites.google.com/view/praxisdrmedursfederspiel,0
Praxis Dr. med. Fédier Remo,"Rosenstrasse 8, 8600 Dübendorf",Rosenstrasse 8,8600,Dübendorf,Zürich,044 822 57 57,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exyt/praxis-dr-med-fedier-remo,https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exyt/praxis-dr-med-fedier-remo,0
Praxis Dr. med. Fehr Peter,"Hardturmstrasse 11, 8005 Zürich",Hardturmstrasse 11,8005,Zürich,Zürich,044 735 66 00,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyie/praxis-dr-med-fehr-peter,https://www.onedoc.ch/en/medical-practice/zurich/eyie/praxis-dr-med-fehr-peter,0
Praxis Dr. med. Feigel Mischa,"Florastrasse 50, 8008 Zürich",Florastrasse 50,8008,Zürich,Zürich,043 499 16 99,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eug2/praxis-dr-med-feigel-mischa,https://refluxkrankheit.ch/dr-feigel-team/,0
Praxis Dr. med. Feinendegen Dominik,"Dufourstrasse 38, 8702 Zollikon",Dufourstrasse 38,8702,Zollikon,Zürich,044 383 15 65,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zollikon/eudd/praxis-dr-med-feinendegen-dominik,https://feinendegen.ch/,1
Praxis Dr. med. Felder Markus,"Gartenstrasse 14, 8002 Zürich",Gartenstrasse 14,8002,Zürich,Zürich,044 281 31 40,"Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exyu/praxis-dr-med-felder-markus,https://www.onedoc.ch/de/medizinische-praxis/zurich/exyu/praxis-dr-med-felder-markus,0
Praxis Dr. med. Fellas Antonia,"Bahnhofplatz 1A, 8304 Wallisellen",Bahnhofplatz 1A,8304,Wallisellen,Zürich,044 832 58 58,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/wallisellen/ewl4/praxis-dr-med-fellas-antonia,https://www.onedoc.ch/de/medizinische-praxis/wallisellen/ewl4/praxis-dr-med-fellas-antonia,0
Praxis Dr. med. Fenner Thomas,"Asylstrasse 58, 8032 Zürich",Asylstrasse 58,8032,Zürich,Zürich,044 252 20 90,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exyv/praxis-dr-med-fenner-thomas,https://orldoc.ch/,0
