name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung
Praxis Dr. med. Kustovic Lidija,"Hornbachstrasse 50, 8008 Zürich",Hornbachstrasse 50,8008,Zürich,Zürich,079 450 89 98,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew9z/praxis-dr-med-kustovic-lidija,https://psychiatrischepraxiskustovic.ch/kustovic/,0
Praxis Dr. med. Kuy Daniel Gerard,"Rämistrasse 3, 8001 Zürich",Rämistrasse 3,8001,Zürich,Zürich,044 261 43 30,"Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exew/praxis-dr-med-kuy-daniel-gerard,https://www.onedoc.ch/de/medizinische-praxis/zurich/exew/praxis-dr-med-kuy-daniel-gerard,0
Praxis Dr. med. Kuzmanovic Marko,"Neumarkt 11, 8400 Winterthur",Neumarkt 11,8400,Winterthur,Zürich,052 202 67 28,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exex/praxis-dr-med-kuzmanovic-marko,https://www.doktor.ch/arzt/kuzmanovic-marko-winterthur-8400-arzt.html,0
Praxis Dr. med. Kyd Robert,"Albisriederplatz 10, 8004 Zürich",Albisriederplatz 10,8004,Zürich,Zürich,044 492 77 88,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exey/praxis-dr-med-kyd-robert,https://www.onedoc.ch/de/medizinische-praxis/zurich/exey/praxis-dr-med-kyd-robert,0
Praxis Dr. med. Labler Ludwig,"Seefeldstrasse 66, 8008 Zürich",Seefeldstrasse 66,8008,Zürich,Zürich,044 300 11 66,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe0/praxis-dr-med-labler-ludwig,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe0/praxis-dr-med-labler-ludwig,0
Praxis Dr. med. Lachappelle Ulrike,"Märtplatz 15, 8307 Effretikon",Märtplatz 15,8307,Effretikon,Zürich,052 343 19 29,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/effretikon/ew90/praxis-dr-med-lachappelle-ulrike,https://frauenpraxis-lachappelle.ch/,0
Praxis Dr. med. Lachenmeier Heiner,"Zürichstrasse 49, 8910 Affoltern am Albis",Zürichstrasse 49,8910,Affoltern am Albis,Zürich,044 760 22 24,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/affoltern-am-albis/exe1/praxis-dr-med-lachenmeier-heiner,https://www.albisdocs.ch/heiner-lachenmeier,0
Praxis Dr. med. Lahoda Lars-Uwe,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 301 34 34,"Chirurgie, Handchirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exe2/praxis-dr-med-lahoda-lars-uwe,https://www.drlahoda.ch/,0
Praxis Dr. med. Lamberts Angelika,"Neustadtgasse 1a, 8400 Winterthur",Neustadtgasse 1a,8400,Winterthur,Zürich,052 202 03 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/eveb/praxis-dr-med-lamberts-angelika,https://www.onedoc.ch/de/medizinische-praxis/winterthur/eveb/praxis-dr-med-lamberts-angelika,0
Praxis Dr. med. Lambrigger-Steiner Claudia,"Marktgasse 17, 8180 Bülach",Marktgasse 17,8180,Bülach,Zürich,044 860 94 64,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/bulach/eygu/praxis-dr-med-lambrigger-steiner-claudia,https://www.medizinfeminin.ch/dr-med-claudia-lambrigger-steiner/,0
Praxis Dr. med. Lamparter Barbara,"Asylstrasse 79, 8032 Zürich",Asylstrasse 79,8032,Zürich,Zürich,044 251 67 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew95/praxis-dr-med-lamparter-barbara,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew95/praxis-dr-med-lamparter-barbara,0
Praxis Dr. med. Landert Ahmet,"Stauffacherstrasse 16, 8004 Zürich",Stauffacherstrasse 16,8004,Zürich,Zürich,044 520 00 20,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe3/praxis-dr-med-landert-ahmet,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe3/praxis-dr-med-landert-ahmet,0
Praxis Dr. med. Landert Beat,"Rudolf-Brunner-Strasse 6, 8700 Küsnacht",Rudolf-Brunner-Strasse 6,8700,Küsnacht,Zürich,044 910 15 15,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exe4/praxis-dr-med-landert-beat,https://www.doktor.ch/arzt/landert-beat-kuesnacht-zh-8700-arzt.html,0
Praxis Dr. med. Landert Monika,"Stampfenbachstrasse 59, 8006 Zürich",Stampfenbachstrasse 59,8006,Zürich,Zürich,044 362 40 20,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew96/praxis-dr-med-landert-monika,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew96/praxis-dr-med-landert-monika,0
Praxis Dr. med. Landert Regula,"Ueberlandstrasse 210, 8600 Dübendorf",Ueberlandstrasse 210,8600,Dübendorf,Zürich,044 821 12 24,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/dubendorf/ew97/praxis-dr-med-landert-regula,https://www.augenarztduebendorf.ch/Dr-med-R-Landert.htm,0
Praxis Dr. med. Landolt-Koller Ginette,"Dorfstrasse 43, 8630 Rüti ZH",Dorfstrasse 43,8630,Rüti ZH,Zürich,055 240 76 00,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/ruti/ew98/praxis-dr-med-landolt-koller-ginette,https://www.augenpaar.ch/,1
Praxis Dr. med. Lang Thomas,"Seefeldstrasse 14, 8008 Zürich",Seefeldstrasse 14,8008,Zürich,Zürich,044 262 60 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyaz/praxis-dr-med-lang-thomas,https://www.hirslanden.ch/de/corporate/aerzte/5/dr-med-thomas-lang.html,1
Praxis Dr. med. Lanquillon Stefan,"Stadthausstrasse 97, 8400 Winterthur",Stadthausstrasse 97,8400,Winterthur,Zürich,052 203 11 77,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exe6/praxis-dr-med-lanquillon-stefan,https://winterthur-psychiater.ch/portfolio-items/stefan-lanquillon/,1
Praxis Dr. med. Lansel Michel,"Ulrichstrasse 22, 8032 Zürich",Ulrichstrasse 22,8032,Zürich,Zürich,044 422 05 51,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exe7/praxis-dr-med-lansel-michel,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe7/praxis-dr-med-lansel-michel,0
Praxis Dr. med. Lanzicher Lorenzo,"Römerstrasse 220, 8404 Winterthur",Römerstrasse 220,8404,Winterthur,Zürich,052 242 43 44,"Allgemeine Innere Medizin, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exe8/praxis-dr-med-lanzicher-lorenzo,https://www.doktor.ch/arzt/lanzicher-lorenzo-winterthur-8404-arzt.html,0
Praxis Dr. med. Lardi Alessia Marisa,"Bellerivestrasse 34, 8008 Zürich",Bellerivestrasse 34,8008,Zürich,Zürich,044 388 15 15,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yg/praxis-dr-med-lardi-alessia-marisa,https://www.onedoc.ch/en/plastic-reconstructive-surgeon/zurich/pb21w/dr-alessia-marisa-lardi,0
Praxis Dr. med. Larsen Christian,"Restelbergstrasse 27, 8044 Zürich",Restelbergstrasse 27,8044,Zürich,Zürich,043 210 34 43,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/etsx/praxis-dr-med-larsen-christian,https://www.spiraldynamik.com/de/medcenter/standorte/zuerich.html,0
Praxis Dr. med. Lätsch Heinz,"Stationsstrasse 35, 8472 Seuzach",Stationsstrasse 35,8472,Seuzach,Zürich,052 335 14 14,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/seuzach/exfb/praxis-dr-med-latsch-heinz,https://www.onedoc.ch/de/medizinische-praxis/seuzach/exfb/praxis-dr-med-latsch-heinz,0
Praxis Dr. med. Lattmann Jürg,"Archstrasse 12, 8400 Winterthur",Archstrasse 12,8400,Winterthur,Zürich,052 203 05 05,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exfc/praxis-dr-med-lattmann-jurg,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exfc/praxis-dr-med-lattmann-jurg,0
Praxis Dr. med. Lauber Peter,"Asylstrasse 19, 8032 Zürich",Asylstrasse 19,8032,Zürich,Zürich,043 268 33 55,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg2/praxis-dr-med-lauber-peter,https://www.lauber-praxis.ch/Startseite/,0
Praxis Dr. med. Laufer Cyril,"Rikonerstrasse 13, 8307 Effretikon",Rikonerstrasse 13,8307,Effretikon,Zürich,052 343 42 92,"Chirurgie, Neurochirurgie",https://www.onedoc.ch/de/medizinische-praxis/effretikon/exfe/praxis-dr-med-laufer-cyril,https://www.onedoc.ch/de/medizinische-praxis/effretikon/exfe/praxis-dr-med-laufer-cyril,0
Praxis Dr. med. Lauterburg Martin,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 203 40 05,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/evgq/praxis-dr-med-lauterburg-martin,https://www.ozw.ch/praxis/dr-med-martin-lauterburg/,0
Praxis Dr. med. Lautner Herwig,"Bettlistrasse 28, 8600 Dübendorf",Bettlistrasse 28,8600,Dübendorf,Zürich,044 821 62 14,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exff/praxis-dr-med-lautner-herwig,https://praxis-gruppe.ch/praxen/praxis-gruppe-duebendorf/,0
Praxis Dr. med. Laxdal Katerina,"Schwarzackerstrasse 14, 8304 Wallisellen",Schwarzackerstrasse 14,8304,Wallisellen,Zürich,044 858 18 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wallisellen/exab/praxis-dr-med-laxdal-katerina,https://www.psychologie-laxdal.ch/,0
Praxis Dr. med. Lazar Patricia,"Alte Landstrasse 23, 8942 Oberrieden",Alte Landstrasse 23,8942,Oberrieden,Zürich,044 720 85 08,"Allgemeine Innere Medizin, Anästhesiologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberrieden/exac/praxis-dr-med-lazar-patricia,https://www.hausarzt-oberrieden.ch/,0
Praxis Dr. med. Lechuga-Loss Samuel,"Schweighofstrasse 193, 8045 Zürich",Schweighofstrasse 193,8045,Zürich,Zürich,044 463 79 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfh/praxis-dr-med-lechuga-loss-samuel,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfh/praxis-dr-med-lechuga-loss-samuel,0
Praxis Dr. med. Leggemann Hannelore,"Dufourstrasse 179, 8001 Zürich",Dufourstrasse 179,8001,Zürich,Zürich,044 382 99 21,Nuklearmedizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exad/praxis-dr-med-leggemann-hannelore,http://www.psychosomatik-leggemann.ch/,0
Praxis Dr. med. Legrand Oliver,"Stadelhoferstrasse 33, 8001 Zürich",Stadelhoferstrasse 33,8001,Zürich,Zürich,044 260 81 47,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfk/praxis-dr-med-legrand-oliver,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfk/praxis-dr-med-legrand-oliver,0
Praxis Dr. med. Leinberger Elias,"Feldstrasse 3, 8942 Oberrieden",Feldstrasse 3,8942,Oberrieden,Zürich,044 720 22 23,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberrieden/exfl/praxis-dr-med-leinberger-elias,https://doktor-leinberger.ch/de/,0
Praxis Dr. med. Leissing Claude,"Rotbuchstrasse 62, 8037 Zürich",Rotbuchstrasse 62,8037,Zürich,Zürich,044 361 15 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/em2k/praxis-dr-med-leissing-claude,https://drleissing.ch/,0
Praxis Dr. med. Lemberger Ulrich,"Frohwiesstrasse 24, 8330 Pfäffikon ZH",Frohwiesstrasse 24,8330,Pfäffikon ZH,Zürich,044 950 18 01,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/pfaffikon/exfm/praxis-dr-med-lemberger-ulrich,https://lemberger.ch/,0
Praxis Dr. med. Lemmens Erwin,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 66,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ze/praxis-dr-med-lemmens-erwin,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ze/praxis-dr-med-lemmens-erwin,0
Praxis Dr. med. Lerch-Zehnder Sandra,"Seestrasse 115, 8820 Wädenswil",Seestrasse 115,8820,Wädenswil,Zürich,044 644 00 10,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/exaf/praxis-dr-med-lerch-zehnder-sandra,http://drlerch.ch/,0
Praxis Dr. med. Lettner Nina,"Goethestrasse 24, 8001 Zürich",Goethestrasse 24,8001,Zürich,Zürich,044 392 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew7q/praxis-dr-med-lettner-nina,https://www.hirslanden.ch/de/corporate/aerzte/3/dr-med-nina-lettner.html,1
Praxis Dr. med. Leu,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 79 99,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exfo/praxis-dr-med-leu,https://wsz-zuerich.ch/team/dr-leu/,1
Praxis Dr. med. Leuenberger-Ellwanger Brigitte,"Tischenloostrasse 59, 8800 Thalwil",Tischenloostrasse 59,8800,Thalwil,Zürich,044 720 38 41,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/thalwil/eygv/praxis-dr-med-leuenberger-ellwanger-brigitte,https://www.hno-leuenberger.ch/,0
Praxis Dr. med. Leupold Dominik,"Beethovenstrasse 3, 8002 Zürich",Beethovenstrasse 3,8002,Zürich,Zürich,044 202 35 56,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exft/praxis-dr-med-leupold-dominik,https://www.die-psychiater.ch/8002/5/1010142/zurich/psychiatrisch_psychotherapeutische_praxis/detail.htm,0
Praxis Dr. med. Leutenegger,"Fröbelstrasse 33, 8032 Zürich",Fröbelstrasse 33,8032,Zürich,Zürich,043 818 58 61,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exak/praxis-dr-med-leutenegger,https://www.onedoc.ch/de/medizinische-praxis/zurich/exak/praxis-dr-med-leutenegger,0
Praxis Dr. med. Leutenegger Theo,"Schöneggstrasse 26, 8953 Dietikon",Schöneggstrasse 26,8953,Dietikon,Zürich,044 741 20 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/dietikon/exwu/praxis-dr-med-leutenegger-theo,https://www.arztpraxis-leutenegger.ch/,1
Praxis Dr. med. Leuzinger Hans Ulrich,"Konradstrasse 68, 8005 Zürich",Konradstrasse 68,8005,Zürich,Zürich,044 271 83 84,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exfv/praxis-dr-med-leuzinger-hans-ulrich,https://www.medicosearch.ch/drmed-hans-ulrich-leuzinger-konradstrasse-68-8005-zurich/medico/35672920,1
Praxis Dr. med. Levis Pierre,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zg/praxis-dr-med-levis-pierre,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zg/praxis-dr-med-levis-pierre,0
Praxis Dr. med. Levy Francis,"Löwenstrasse 42, 8001 Zürich",Löwenstrasse 42,8001,Zürich,Zürich,044 716 10 16,"Allergologie und Immunologie, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/zurich/elml/praxis-dr-med-levy-francis,https://www.allergieasthma.ch/,1
Praxis Dr. med. Lichtenegger Erwin,"Gärtnerstrasse 15, 8400 Winterthur",Gärtnerstrasse 15,8400,Winterthur,Zürich,079 762 39 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exfw/praxis-dr-med-lichtenegger-erwin,https://lichtenegger.ch/,0
Praxis Dr. med. Liebscher Felix,"Im Fleudebüel 10, 8460 Marthalen",Im Fleudebüel 10,8460,Marthalen,Zürich,052 319 19 18,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/marthalen/exfx/praxis-dr-med-liebscher-felix,https://www.hausarzt-zentrum.ch/,0
Praxis Dr. med. Lienhard Paul,"Bergstrasse 6, 8630 Rüti ZH",Bergstrasse 6,8630,Rüti ZH,Zürich,055 250 50 80,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/ruti/exwv/praxis-dr-med-lienhard-paul,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/rueti-zh/lienhard-paul-7601000249357,0
Praxis Dr. med. Lindemann Gertraut,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 24 40,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exan/praxis-dr-med-lindemann-gertraut,https://www.hirslanden.ch/de/corporate/aerzte/2/dipl-aerztin-gertraut-lindemann.html,1
Praxis Dr. med. Lindenmann Jean-Michel,"Birmensdorferstrasse 1, 8004 Zürich",Birmensdorferstrasse 1,8004,Zürich,Zürich,044 201 21 36,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfz/praxis-dr-med-lindenmann-jean-michel,https://www.arztpraxis-lindenmann.ch/,0
Praxis Dr. med. Lindenmann Kornel,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 266 11 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/e0zi/praxis-dr-med-lindenmann-kornel,https://www.onedoc.ch/de/medizinische-praxis/winterthur/e0zi/praxis-dr-med-lindenmann-kornel,0
Praxis Dr. med. Link Sylvia,"Bahnhofstrasse 5, 8820 Wädenswil",Bahnhofstrasse 5,8820,Wädenswil,Zürich,044 780 84 44,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/exao/praxis-dr-med-link-sylvia,https://praxis-link.ch/,0
Praxis Dr. med. Lippmann Susanne,"Tramstrasse 105, 8707 Uetikon",Tramstrasse 105,8707,Uetikon,Zürich,044 925 11 70,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/uetikon/exaq/praxis-dr-med-lippmann-susanne,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/uetikon-am-see/lippmann-susanne-7601000252661,1
Praxis Dr. med. Lipp Peter,"Holbeinstrasse 20, 8008 Zürich",Holbeinstrasse 20,8008,Zürich,Zürich,043 244 91 98,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf2/praxis-dr-med-lipp-peter,https://www.onedoc.ch/de/medizinische-praxis/zurich/exf2/praxis-dr-med-lipp-peter,0
Praxis Dr. med. Locher Stephan,"Winterthurerstrasse 633a, 8051 Zürich",Winterthurerstrasse 633a,8051,Zürich,Zürich,044 322 88 77,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyib/praxis-dr-med-locher-stephan,https://www.hausarztpraxis-locher.ch/,1
Praxis Dr. med. Lohmeyer Balthasar,"Klosbachstrasse 106, 8032 Zürich",Klosbachstrasse 106,8032,Zürich,Zürich,044 261 83 44,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf4/praxis-dr-med-lohmeyer-balthasar,https://www.onedoc.ch/de/medizinische-praxis/zurich/exf4/praxis-dr-med-lohmeyer-balthasar,0
Praxis Dr. med. Lohmeyer Ute,"Zürichstrasse 14, 8413 Neftenbach",Zürichstrasse 14,8413,Neftenbach,Zürich,052 315 18 95,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/medizinische-praxis/neftenbach/exar/praxis-dr-med-lohmeyer-ute,https://www.harald-ohliger.com/dr-lohmeyer,0
Praxis Dr. med. Löhrer David,"Dorfplatz 3, 8126 Zumikon",Dorfplatz 3,8126,Zumikon,Zürich,044 918 22 88,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zumikon/exwx/praxis-dr-med-lohrer-david,https://drloehrer.ch/,0
Praxis Dr. med. Lombardi Weber Daniela,"Seestrasse 285, 8038 Zürich",Seestrasse 285,8038,Zürich,Zürich,044 481 52 22,Neurochirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eygw/praxis-dr-med-lombardi-weber-daniela,https://www.lombardi-neuro.ch/,1
Praxis Dr. med. Lor Poch,"Stadthausstrasse 22, 8400 Winterthur",Stadthausstrasse 22,8400,Winterthur,Zürich,052 203 40 20,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exf7/praxis-dr-med-lor-poch,https://www.hautstation.ch/team/,0
Praxis Dr. med. Lötscher Katharina,"Olgastrasse 6, 8001 Zürich",Olgastrasse 6,8001,Zürich,Zürich,043 243 64 69,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eygx/praxis-dr-med-lotscher-katharina,https://www.katharinaloetscher.ch/,0
Praxis Dr. med. Lottenbach Franz,"Streulistrasse 28, 8032 Zürich",Streulistrasse 28,8032,Zürich,Zürich,044 380 63 11,"Allgemeine Innere Medizin, Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf8/praxis-dr-med-lottenbach-franz,https://www.doktor.ch/arzt/lottenbach-franz-zuerich-8032-arzt.html,0
Praxis Dr. med. Luchsinger Dorothée,"Hegifeldstrasse 28a, 8404 Winterthur",Hegifeldstrasse 28a,8404,Winterthur,Zürich,052 244 03 03,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exav/praxis-dr-med-luchsinger-dorothee,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exav/praxis-dr-med-luchsinger-dorothee,0
Praxis Dr. med. Luft-Wüthrich Hagen,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,044 422 60 70,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf9/praxis-dr-med-luft-wuthrich-hagen,https://www.drluft.ch/,0
Praxis Dr. med. Luginbühl Natalie,"Marktgasse 78, 8400 Winterthur",Marktgasse 78,8400,Winterthur,Zürich,052 214 14 90,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exaw/praxis-dr-med-luginbuhl-natalie,https://www.doktor.ch/arzt/luginbuehl-natalie-winterthur-8400-arzt.html,0
Praxis Dr. med. Luginbühl Thomas,"Schachenweg 2, 8610 Uster",Schachenweg 2,8610,Uster,Zürich,044 911 15 34,Urologie,https://www.onedoc.ch/de/medizinische-praxis/uster/e0zk/praxis-dr-med-luginbuhl-thomas,https://www.spitaluster.ch/Ueber-uns/Aerzte-und-Fachkraefte/Detail-Ansicht.75.html?employeeID=625,1
Praxis Dr. med. Lunin Censky Michaela,"Badenerstrasse 29, 8004 Zürich",Badenerstrasse 29,8004,Zürich,Zürich,043 243 34 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exax/praxis-dr-med-lunin-censky-michaela,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/lunin-censky-michaela-7601000206169,0
Praxis Dr. med. Lusser Bernadette,"Konradstrasse 68, 8005 Zürich",Konradstrasse 68,8005,Zürich,Zürich,044 272 76 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exay/praxis-dr-med-lusser-bernadette,https://www.onedoc.ch/de/medizinische-praxis/zurich/exay/praxis-dr-med-lusser-bernadette,0
Praxis Dr. med. Luther René,"Zeltweg 11, 8032 Zürich",Zeltweg 11,8032,Zürich,Zürich,044 261 13 63,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgc/praxis-dr-med-luther-rene,https://praxisluther.ch/,0
Praxis Dr. med. Lutz Denise,"Habsburgstrasse 31, 8400 Winterthur",Habsburgstrasse 31,8400,Winterthur,Zürich,052 222 22 48,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa1/praxis-dr-med-lutz-denise,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa1/praxis-dr-med-lutz-denise,0
Praxis Dr. med. Luzzi Sacha,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zm/praxis-dr-med-luzzi-sacha,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/zuerich/institution/praxis-dr-med-luzzi-sacha/339c4a04-da52-4a2e-8c46-c60db175dfa5,1
Praxis Dr. med. Maag-Lokay Veronika,"Mooswiesenweg 4, 8404 Winterthur",Mooswiesenweg 4,8404,Winterthur,Zürich,052 242 67 57,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa3/praxis-dr-med-maag-lokay-veronika,https://www.comparis.ch/gesundheit/arzt/kanton-zuerich/winterthur/maag-lokay-veronika-7601000277787,1
Praxis Dr. med. Maag Tobias,"Steinberggasse 54, 8400 Winterthur",Steinberggasse 54,8400,Winterthur,Zürich,052 213 89 89,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exge/praxis-dr-med-maag-tobias,https://www.psychiater-maag.ch/cms/,0
Praxis Dr. med. Maas Siegrun Oda,"Sonnenhofstrasse 19, 8340 Hinwil",Sonnenhofstrasse 19,8340,Hinwil,Zürich,044 937 42 81,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/hinwil/exa4/praxis-dr-med-maas-siegrun-oda,https://www.praxis-maas.ch/,0
Praxis Dr. med. Machalett Manuela,"Tösstalstrasse 174, 8400 Winterthur",Tösstalstrasse 174,8400,Winterthur,Zürich,052 233 10 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/ewz1/praxis-dr-med-machalett-manuela,https://www.onedoc.ch/en/medical-practice/winterthur/ewz1/praxis-dr-med-machalett-manuela,0
