name,address,street,postal_code,city,canton,phone_number,professions,url
Praxis Dr. med. Lambrigger-Steiner Claudia,"Marktgasse 17, 8180 Bülach",Marktgasse 17,8180,Bülach,Zürich,044 860 94 64,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/bulach/eygu/praxis-dr-med-lambrigger-steiner-claudia
Praxis Dr. med. Lamparter Barbara,"Asylstrasse 79, 8032 Zürich",Asylstrasse 79,8032,Zürich,Zürich,044 251 67 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ew95/praxis-dr-med-lamparter-barbara
Praxis Dr. med. Landert Ahmet,"Stauffacherstrasse 16, 8004 Zürich",Stauffacherstrasse 16,8004,Zürich,Zürich,044 520 00 20,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/exe3/praxis-dr-med-landert-ahmet
Praxis Dr. med. Landert Beat,"Rudolf-Brunner-Strasse 6, 8700 Küsnacht",Rudolf-Brunner-Strasse 6,8700,Küsnacht,Zürich,044 910 15 15,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exe4/praxis-dr-med-landert-beat
Praxis Dr. med. Landert Monika,"Stampfenbachstrasse 59, 8006 Zürich",Stampfenbachstrasse 59,8006,Zürich,Zürich,044 362 40 20,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew96/praxis-dr-med-landert-monika
Praxis Dr. med. Landert Regula,"Ueberlandstrasse 210, 8600 Dübendorf",Ueberlandstrasse 210,8600,Dübendorf,Zürich,044 821 12 24,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/dubendorf/ew97/praxis-dr-med-landert-regula
Praxis Dr. med. Landolt-Koller Ginette,"Dorfstrasse 43, 8630 Rüti ZH",Dorfstrasse 43,8630,Rüti ZH,Zürich,055 240 76 00,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/ruti/ew98/praxis-dr-med-landolt-koller-ginette
Praxis Dr. med. Lang Thomas,"Seefeldstrasse 14, 8008 Zürich",Seefeldstrasse 14,8008,Zürich,Zürich,044 262 60 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eyaz/praxis-dr-med-lang-thomas
Praxis Dr. med. Lanquillon Stefan,"Stadthausstrasse 97, 8400 Winterthur",Stadthausstrasse 97,8400,Winterthur,Zürich,052 203 11 77,"Neurologie, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exe6/praxis-dr-med-lanquillon-stefan
Praxis Dr. med. Lansel Michel,"Ulrichstrasse 22, 8032 Zürich",Ulrichstrasse 22,8032,Zürich,Zürich,044 422 05 51,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exe7/praxis-dr-med-lansel-michel
Praxis Dr. med. Lanzicher Lorenzo,"Römerstrasse 220, 8404 Winterthur",Römerstrasse 220,8404,Winterthur,Zürich,052 242 43 44,"Allgemeine Innere Medizin, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exe8/praxis-dr-med-lanzicher-lorenzo
Praxis Dr. med. Lardi Alessia Marisa,"Bellerivestrasse 34, 8008 Zürich",Bellerivestrasse 34,8008,Zürich,Zürich,044 388 15 15,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yg/praxis-dr-med-lardi-alessia-marisa
Praxis Dr. med. Larsen Christian,"Restelbergstrasse 27, 8044 Zürich",Restelbergstrasse 27,8044,Zürich,Zürich,043 210 34 43,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/etsx/praxis-dr-med-larsen-christian
Praxis Dr. med. Lätsch Heinz,"Stationsstrasse 35, 8472 Seuzach",Stationsstrasse 35,8472,Seuzach,Zürich,052 335 14 14,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/seuzach/exfb/praxis-dr-med-latsch-heinz
Praxis Dr. med. Lattmann Jürg,"Archstrasse 12, 8400 Winterthur",Archstrasse 12,8400,Winterthur,Zürich,052 203 05 05,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exfc/praxis-dr-med-lattmann-jurg
Praxis Dr. med. Lauber Peter,"Asylstrasse 19, 8032 Zürich",Asylstrasse 19,8032,Zürich,Zürich,043 268 33 55,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyg2/praxis-dr-med-lauber-peter
Praxis Dr. med. Laufer Cyril,"Rikonerstrasse 13, 8307 Effretikon",Rikonerstrasse 13,8307,Effretikon,Zürich,052 343 42 92,"Chirurgie, Neurochirurgie",https://www.onedoc.ch/de/medizinische-praxis/effretikon/exfe/praxis-dr-med-laufer-cyril
Praxis Dr. med. Lauterburg Martin,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 203 40 05,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/evgq/praxis-dr-med-lauterburg-martin
Praxis Dr. med. Lautner Herwig,"Bettlistrasse 28, 8600 Dübendorf",Bettlistrasse 28,8600,Dübendorf,Zürich,044 821 62 14,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exff/praxis-dr-med-lautner-herwig
Praxis Dr. med. Laxdal Katerina,"Schwarzackerstrasse 14, 8304 Wallisellen",Schwarzackerstrasse 14,8304,Wallisellen,Zürich,044 858 18 00,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/wallisellen/exab/praxis-dr-med-laxdal-katerina
Praxis Dr. med. Lazar Patricia,"Alte Landstrasse 23, 8942 Oberrieden",Alte Landstrasse 23,8942,Oberrieden,Zürich,044 720 85 08,"Allgemeine Innere Medizin, Anästhesiologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberrieden/exac/praxis-dr-med-lazar-patricia
Praxis Dr. med. Lechuga-Loss Samuel,"Schweighofstrasse 193, 8045 Zürich",Schweighofstrasse 193,8045,Zürich,Zürich,044 463 79 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfh/praxis-dr-med-lechuga-loss-samuel
Praxis Dr. med. Leggemann Hannelore,"Dufourstrasse 179, 8001 Zürich",Dufourstrasse 179,8001,Zürich,Zürich,044 382 99 21,Nuklearmedizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exad/praxis-dr-med-leggemann-hannelore
Praxis Dr. med. Legrand Oliver,"Stadelhoferstrasse 33, 8001 Zürich",Stadelhoferstrasse 33,8001,Zürich,Zürich,044 260 81 47,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfk/praxis-dr-med-legrand-oliver
Praxis Dr. med. Leinberger Elias,"Feldstrasse 3, 8942 Oberrieden",Feldstrasse 3,8942,Oberrieden,Zürich,044 720 22 23,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberrieden/exfl/praxis-dr-med-leinberger-elias
Praxis Dr. med. Leissing Claude,"Rotbuchstrasse 62, 8037 Zürich",Rotbuchstrasse 62,8037,Zürich,Zürich,044 361 15 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/em2k/praxis-dr-med-leissing-claude
Praxis Dr. med. Lemberger Ulrich,"Frohwiesstrasse 24, 8330 Pfäffikon ZH",Frohwiesstrasse 24,8330,Pfäffikon ZH,Zürich,044 950 18 01,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/pfaffikon/exfm/praxis-dr-med-lemberger-ulrich
Praxis Dr. med. Lemmens Erwin,"Klausstrasse 10, 8008 Zürich",Klausstrasse 10,8008,Zürich,Zürich,043 336 72 66,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ze/praxis-dr-med-lemmens-erwin
Praxis Dr. med. Lerch-Zehnder Sandra,"Seestrasse 115, 8820 Wädenswil",Seestrasse 115,8820,Wädenswil,Zürich,044 644 00 10,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/exaf/praxis-dr-med-lerch-zehnder-sandra
Praxis Dr. med. Lettner Nina,"Goethestrasse 24, 8001 Zürich",Goethestrasse 24,8001,Zürich,Zürich,044 392 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/ew7q/praxis-dr-med-lettner-nina
Praxis Dr. med. Leu,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 79 99,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exfo/praxis-dr-med-leu
Praxis Dr. med. Leuenberger-Ellwanger Brigitte,"Tischenloostrasse 59, 8800 Thalwil",Tischenloostrasse 59,8800,Thalwil,Zürich,044 720 38 41,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/thalwil/eygv/praxis-dr-med-leuenberger-ellwanger-brigitte
Praxis Dr. med. Leupold Dominik,"Beethovenstrasse 3, 8002 Zürich",Beethovenstrasse 3,8002,Zürich,Zürich,044 202 35 56,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exft/praxis-dr-med-leupold-dominik
Praxis Dr. med. Leutenegger,"Fröbelstrasse 33, 8032 Zürich",Fröbelstrasse 33,8032,Zürich,Zürich,043 818 58 61,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exak/praxis-dr-med-leutenegger
Praxis Dr. med. Leutenegger Theo,"Schöneggstrasse 26, 8953 Dietikon",Schöneggstrasse 26,8953,Dietikon,Zürich,044 741 20 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/dietikon/exwu/praxis-dr-med-leutenegger-theo
Praxis Dr. med. Leuzinger Hans Ulrich,"Konradstrasse 68, 8005 Zürich",Konradstrasse 68,8005,Zürich,Zürich,044 271 83 84,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exfv/praxis-dr-med-leuzinger-hans-ulrich
Praxis Dr. med. Levis Pierre,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zg/praxis-dr-med-levis-pierre
Praxis Dr. med. Levy Francis,"Löwenstrasse 42, 8001 Zürich",Löwenstrasse 42,8001,Zürich,Zürich,044 716 10 16,"Allergologie und Immunologie, Pädiatrie",https://www.onedoc.ch/de/medizinische-praxis/zurich/elml/praxis-dr-med-levy-francis
Praxis Dr. med. Lichtenegger Erwin,"Gärtnerstrasse 15, 8400 Winterthur",Gärtnerstrasse 15,8400,Winterthur,Zürich,079 762 39 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exfw/praxis-dr-med-lichtenegger-erwin
Praxis Dr. med. Liebscher Felix,"Im Fleudebüel 10, 8460 Marthalen",Im Fleudebüel 10,8460,Marthalen,Zürich,052 319 19 18,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/marthalen/exfx/praxis-dr-med-liebscher-felix
Praxis Dr. med. Lienhard Paul,"Bergstrasse 6, 8630 Rüti ZH",Bergstrasse 6,8630,Rüti ZH,Zürich,055 250 50 80,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/ruti/exwv/praxis-dr-med-lienhard-paul
Praxis Dr. med. Lindemann Gertraut,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 24 40,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exan/praxis-dr-med-lindemann-gertraut
Praxis Dr. med. Lindenmann Jean-Michel,"Birmensdorferstrasse 1, 8004 Zürich",Birmensdorferstrasse 1,8004,Zürich,Zürich,044 201 21 36,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exfz/praxis-dr-med-lindenmann-jean-michel
Praxis Dr. med. Lindenmann Kornel,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 266 11 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/e0zi/praxis-dr-med-lindenmann-kornel
Praxis Dr. med. Link Sylvia,"Bahnhofstrasse 5, 8820 Wädenswil",Bahnhofstrasse 5,8820,Wädenswil,Zürich,044 780 84 44,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/wadenswil/exao/praxis-dr-med-link-sylvia
Praxis Dr. med. Lippmann Susanne,"Tramstrasse 105, 8707 Uetikon",Tramstrasse 105,8707,Uetikon,Zürich,044 925 11 70,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/uetikon/exaq/praxis-dr-med-lippmann-susanne
Praxis Dr. med. Lipp Peter,"Holbeinstrasse 20, 8008 Zürich",Holbeinstrasse 20,8008,Zürich,Zürich,043 244 91 98,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf2/praxis-dr-med-lipp-peter
Praxis Dr. med. Locher Stephan,"Winterthurerstrasse 633a, 8051 Zürich",Winterthurerstrasse 633a,8051,Zürich,Zürich,044 322 88 77,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/eyib/praxis-dr-med-locher-stephan
Praxis Dr. med. Locher Stephan,"Hittnauerstrasse 8, 8330 Pfäffikon ZH",Hittnauerstrasse 8,8330,Pfäffikon ZH,Zürich,044 950 06 61,,https://www.onedoc.ch/de/medizinische-praxis/pfaffikon-zh/exww/praxis-dr-med-locher-stephan
Praxis Dr. med. Lohmeyer Balthasar,"Klosbachstrasse 106, 8032 Zürich",Klosbachstrasse 106,8032,Zürich,Zürich,044 261 83 44,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf4/praxis-dr-med-lohmeyer-balthasar
Praxis Dr. med. Lohmeyer Ute,"Zürichstrasse 14, 8413 Neftenbach",Zürichstrasse 14,8413,Neftenbach,Zürich,052 315 18 95,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/medizinische-praxis/neftenbach/exar/praxis-dr-med-lohmeyer-ute
Praxis Dr. med. Löhrer David,"Dorfplatz 3, 8126 Zumikon",Dorfplatz 3,8126,Zumikon,Zürich,044 918 22 88,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zumikon/exwx/praxis-dr-med-lohrer-david
Praxis Dr. med. Lombardi Weber Daniela,"Seestrasse 285, 8038 Zürich",Seestrasse 285,8038,Zürich,Zürich,044 481 52 22,Neurochirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eygw/praxis-dr-med-lombardi-weber-daniela
Praxis Dr. med. Lor Poch,"Stadthausstrasse 22, 8400 Winterthur",Stadthausstrasse 22,8400,Winterthur,Zürich,052 203 40 20,Dermatologie und Venerologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exf7/praxis-dr-med-lor-poch
Praxis Dr. med. Lötscher Katharina,"Olgastrasse 6, 8001 Zürich",Olgastrasse 6,8001,Zürich,Zürich,043 243 64 69,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/eygx/praxis-dr-med-lotscher-katharina
Praxis Dr. med. Lottenbach Franz,"Streulistrasse 28, 8032 Zürich",Streulistrasse 28,8032,Zürich,Zürich,044 380 63 11,"Allgemeine Innere Medizin, Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf8/praxis-dr-med-lottenbach-franz
Praxis Dr. med. Luchsinger Dorothée,"Hegifeldstrasse 28a, 8404 Winterthur",Hegifeldstrasse 28a,8404,Winterthur,Zürich,052 244 03 03,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exav/praxis-dr-med-luchsinger-dorothee
Praxis Dr. med. Luft-Wüthrich Hagen,"Neumünsterstrasse 30, 8008 Zürich",Neumünsterstrasse 30,8008,Zürich,Zürich,044 422 60 70,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/zurich/exf9/praxis-dr-med-luft-wuthrich-hagen
Praxis Dr. med. Luginbühl Natalie,"Marktgasse 78, 8400 Winterthur",Marktgasse 78,8400,Winterthur,Zürich,052 214 14 90,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exaw/praxis-dr-med-luginbuhl-natalie
Praxis Dr. med. Luginbühl Thomas,"Schachenweg 2, 8610 Uster",Schachenweg 2,8610,Uster,Zürich,044 911 15 34,Urologie,https://www.onedoc.ch/de/medizinische-praxis/uster/e0zk/praxis-dr-med-luginbuhl-thomas
Praxis Dr. med. Lunin Censky Michaela,"Badenerstrasse 29, 8004 Zürich",Badenerstrasse 29,8004,Zürich,Zürich,043 243 34 88,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exax/praxis-dr-med-lunin-censky-michaela
Praxis Dr. med. Lusser Bernadette,"Konradstrasse 68, 8005 Zürich",Konradstrasse 68,8005,Zürich,Zürich,044 272 76 33,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exay/praxis-dr-med-lusser-bernadette
Praxis Dr. med. Luther René,"Zeltweg 11, 8032 Zürich",Zeltweg 11,8032,Zürich,Zürich,044 261 13 63,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgc/praxis-dr-med-luther-rene
Praxis Dr. med. Lutz Denise,"Habsburgstrasse 31, 8400 Winterthur",Habsburgstrasse 31,8400,Winterthur,Zürich,052 222 22 48,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa1/praxis-dr-med-lutz-denise
Praxis Dr. med. Luzzi Sacha,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,044 209 21 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zm/praxis-dr-med-luzzi-sacha
Praxis Dr. med. Maag-Lokay Veronika,"Mooswiesenweg 4, 8404 Winterthur",Mooswiesenweg 4,8404,Winterthur,Zürich,052 242 67 57,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa3/praxis-dr-med-maag-lokay-veronika
Praxis Dr. med. Maag Tobias,"Steinberggasse 54, 8400 Winterthur",Steinberggasse 54,8400,Winterthur,Zürich,052 213 89 89,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exge/praxis-dr-med-maag-tobias
Praxis Dr. med. Maas Siegrun Oda,"Sonnenhofstrasse 19, 8340 Hinwil",Sonnenhofstrasse 19,8340,Hinwil,Zürich,044 937 42 81,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/hinwil/exa4/praxis-dr-med-maas-siegrun-oda
Praxis Dr. med. Machalett Manuela,"Tösstalstrasse 174, 8400 Winterthur",Tösstalstrasse 174,8400,Winterthur,Zürich,052 233 10 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/winterthur/ewz1/praxis-dr-med-machalett-manuela
Praxis Dr. med. Macher Andreas,"Baumastrasse 10, 8344 Bäretswil",Baumastrasse 10,8344,Bäretswil,Zürich,044 939 99 99,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/baretswil/exxp/praxis-dr-med-macher-andreas
Praxis Dr. med. Mächler-Klingler Rita,"Rosenstrasse 6, 8700 Küsnacht",Rosenstrasse 6,8700,Küsnacht,Zürich,044 912 01 01,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/kusnacht/exa7/praxis-dr-med-machler-klingler-rita
Praxis Dr. med. Mäder Alex,"Höhenring 73, 8052 Zürich",Höhenring 73,8052,Zürich,Zürich,044 261 35 50,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgi/praxis-dr-med-mader-alex
Praxis Dr. med. Mäder-Lutz Silvia,"Stadthausstrasse 45, 8400 Winterthur",Stadthausstrasse 45,8400,Winterthur,Zürich,052 212 88 07,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/winterthur/exa8/praxis-dr-med-mader-lutz-silvia
Praxis Dr. med. Madjdpour Berger Lilly,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,043 268 70 70,,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0ym/praxis-dr-med-madjdpour-berger-lilly
Praxis Dr. med. Magereanu Roxana,"Lindauerstrasse 2, 8309 Nürensdorf",Lindauerstrasse 2,8309,Nürensdorf,Zürich,044 836 44 44,,https://www.onedoc.ch/de/medizinische-praxis/nurensdorf/exa9/praxis-dr-med-magereanu-roxana
Praxis Dr. med. Maier Bernhard,"Schickstrasse 11, 8400 Winterthur",Schickstrasse 11,8400,Winterthur,Zürich,052 266 11 11,Anästhesiologie,https://www.onedoc.ch/de/medizinische-praxis/winterthur/exf0/praxis-dr-med-maier-bernhard
Praxis Dr. med. Mai Peter,"Zähringerstrasse 32, 8001 Zürich",Zähringerstrasse 32,8001,Zürich,Zürich,043 268 02 31,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgj/praxis-dr-med-mai-peter
Praxis Dr. med. Maire René,"Bahnhofstrasse 20, 8708 Männedorf",Bahnhofstrasse 20,8708,Männedorf,Zürich,044 922 14 44,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/mannedorf/eutt/praxis-dr-med-maire-rene
Praxis Dr. med. Malär Christian,"Bucheggstrasse 50, 8037 Zürich",Bucheggstrasse 50,8037,Zürich,Zürich,044 461 13 13,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgl/praxis-dr-med-malar-christian
Praxis Dr. med. Mamisch-Saupe Nadja,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 26 31,Radiologie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0yn/praxis-dr-med-mamisch-saupe-nadja
Praxis Dr. med. Maquieira Gerardo Juan,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,044 387 29 40,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zp/praxis-dr-med-maquieira-gerardo-juan
Praxis Dr. med. Marangi Donato,"Goldbühlstrasse 6, 8620 Wetzikon",Goldbühlstrasse 6,8620,Wetzikon,Zürich,044 930 22 92,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/wetzikon/exgp/praxis-dr-med-marangi-donato
Praxis Dr. med. Marchal Yves,"Ausstellungsstrasse 25, 8005 Zürich",Ausstellungsstrasse 25,8005,Zürich,Zürich,044 272 92 15,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/zurich/exgr/praxis-dr-med-marchal-yves
Praxis Dr. med. Marcinko Juraj,"Winkelweg 4, 8915 Hausen am Albis",Winkelweg 4,8915,Hausen am Albis,Zürich,044 764 06 42,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/hausen-am-albis/exgs/praxis-dr-med-marcinko-juraj
Praxis Dr. med. Maret Claudine,"Seefeldstrasse 162, 8008 Zürich",Seefeldstrasse 162,8008,Zürich,Zürich,044 382 80 66,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbh/praxis-dr-med-maret-claudine
Praxis Dr. med. Margelist Alfred,"Bahnhofstrasse 42, 8600 Dübendorf",Bahnhofstrasse 42,8600,Dübendorf,Zürich,044 821 21 15,"Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/medizinische-praxis/dubendorf/exgt/praxis-dr-med-margelist-alfred
Praxis Dr. med. Marrer Karin,"Beckenhofstrasse 16, 8006 Zürich",Beckenhofstrasse 16,8006,Zürich,Zürich,044 440 01 02,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exbi/praxis-dr-med-marrer-karin
Praxis Dr. med. Marti,"Im Zentrum 1, 8102 Oberengstringen",Im Zentrum 1,8102,Oberengstringen,Zürich,044 750 02 80,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/oberengstringen/exgu/praxis-dr-med-marti
Praxis Dr. med. Marti Corinne,"Dorfgasse 35, 8708 Männedorf",Dorfgasse 35,8708,Männedorf,Zürich,044 920 53 69,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/medizinische-praxis/mannedorf/exbj/praxis-dr-med-marti-corinne
Praxis Dr. med. Marxer Judith,"Arosastrasse 22, 8008 Zürich",Arosastrasse 22,8008,Zürich,Zürich,044 201 02 20,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbk/praxis-dr-med-marxer-judith
Praxis Dr. med. Mathoy Andreas,"Baumgärtlistrasse 17, 8810 Horgen",Baumgärtlistrasse 17,8810,Horgen,Zürich,044 542 87 00,"Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/horgen/exgy/praxis-dr-med-mathoy-andreas
Praxis Dr. med. Mattle Werner Paul,"Birmensdorferstrasse 1, 8004 Zürich",Birmensdorferstrasse 1,8004,Zürich,Zürich,044 242 22 77,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/exgz/praxis-dr-med-mattle-werner-paul
Praxis Dr. med. Matutat Birgit,"Zollikerstrasse 164, 8008 Zürich",Zollikerstrasse 164,8008,Zürich,Zürich,044 380 26 50,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/zurich/ewz2/praxis-dr-med-matutat-birgit
Praxis Dr. med. Maurer Dominik,"Seestrasse 247, 8038 Zürich",Seestrasse 247,8038,Zürich,Zürich,044 209 21 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/zurich/e0zs/praxis-dr-med-maurer-dominik
Praxis Dr. med. Maurer Heinz Beat,"Schwamendingenstrasse 5, 8050 Zürich",Schwamendingenstrasse 5,8050,Zürich,Zürich,044 310 39 29,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/zurich/eymy/praxis-dr-med-maurer-heinz-beat
Praxis Dr. med. Maurer-Major Estilla Roza,"Emil-Oprecht-Strasse 9, 8050 Zürich",Emil-Oprecht-Strasse 9,8050,Zürich,Zürich,044 310 23 00,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/medizinische-praxis/zurich/exbn/praxis-dr-med-maurer-major-estilla-roza
Praxis Dr. med. Meckel Astrid,"Loren-Allee 22, 8610 Uster",Loren-Allee 22,8610,Uster,Zürich,044 940 23 23,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/uster/exbq/praxis-dr-med-meckel-astrid
Praxis Dr. med. Medic Dane,"Freiestrasse 4, 8805 Richterswil",Freiestrasse 4,8805,Richterswil,Zürich,044 784 28 10,,https://www.onedoc.ch/de/medizinische-praxis/richterswil/exg2/praxis-dr-med-medic-dane
