name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Triggered_Keywords
See-Spital Standort Horgen - Pneumologie,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 922 44 66,,https://www.onedoc.ch/de/spital/horgen/epo5/see-spital-standort-horgen-pneumologie,https://see-spital.ch/fachkraft/see-spital/dr-med-fabian-aigner/,0,
See-Spital Standort Horgen - Radiologische Klinik,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,Radiologie,https://www.onedoc.ch/de/spital/horgen/e0v0/see-spital-standort-horgen-radiologische-klinik,https://see-spital.ch/fachgebiete/radiologie/,0,
See-Spital Standort Horgen - Trad. Chinesische Medizin,"Asylstrasse 19, 8810 Horgen",Asylstrasse 19,8810,Horgen,Zürich,044 728 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/horgen/e04m/see-spital-standort-horgen-trad-chinesische-medizin,https://see-spital.ch/zentren-und-partner/policlinic/,1,Zuweiser
See-Spital Standort Kilchberg - Allergie/Immunologie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 716 10 16,"Allergologie und Immunologie, Pädiatrie",https://www.onedoc.ch/de/spital/kilchberg/elmm/see-spital-standort-kilchberg-allergie-immunologie,,0,
See-Spital Standort Kilchberg - Anästhesie Allgemein,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/kilchberg/e0w6/see-spital-standort-kilchberg-anasthesie-allgemein,,0,
See-Spital Standort Kilchberg - Chirurgie Allgemein,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/kilchberg/eq4z/see-spital-standort-kilchberg-chirurgie-allgemein,https://see-spital.ch/fachgebiete/chirurgie/,0,
See-Spital Standort Kilchberg - Chirurgie Orthopädische,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,"Orthopädische Chirurgie, Traumatologie",https://www.onedoc.ch/de/spital/kilchberg/e0bh/see-spital-standort-kilchberg-chirurgie-orthopadische,https://see-spital.ch/fachgebiete/chirurgie/,0,
See-Spital Standort Kilchberg - Dermatologische Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 771 23 00,Dermatologie und Venerologie,https://www.onedoc.ch/de/spital/kilchberg/ewny/see-spital-standort-kilchberg-dermatologische-klinik,https://see-spital.ch/fachkraft/belegarzte/dr-med-kirstin-sippel/,0,
See-Spital Standort Kilchberg - Fusschirurgie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 387 29 45,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/kilchberg/exu8/see-spital-standort-kilchberg-fusschirurgie,,0,
See-Spital Standort Kilchberg - Gastroenterologie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 720 34 35,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/kilchberg/ex0w/see-spital-standort-kilchberg-gastroenterologie,https://see-spital.ch/fachgebiete/innere-medizin/,1,Überweisung
See-Spital Standort Kilchberg - Gynäkologische Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/kilchberg/e0rt/see-spital-standort-kilchberg-gynakologische-klinik,https://see-spital.ch/fachgebiete/frauenklinik/,1,Zuweisung
See-Spital Standort Kilchberg - Innere Medizin,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/kilchberg/e0rw/see-spital-standort-kilchberg-innere-medizin,https://see-spital.ch/fachgebiete/innere-medizin/,1,Überweisung
See-Spital Standort Kilchberg - Kardiologie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 201 50 60,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/kilchberg/exq6/see-spital-standort-kilchberg-kardiologie,https://see-spital.ch/fachgebiete/innere-medizin/,1,Überweisung
See-Spital Standort Kilchberg - Kinderklinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 720 29 88,Pädiatrie,https://www.onedoc.ch/de/spital/kilchberg/exo3/see-spital-standort-kilchberg-kinderklinik,https://see-spital.ch/,1,Zuweiser
See-Spital Standort Kilchberg - Nephrologie,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 720 06 01,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/kilchberg/exim/see-spital-standort-kilchberg-nephrologie,,0,
See-Spital Standort Kilchberg - Ophthalmologische Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 772 22 33,Augenheilkunde,https://www.onedoc.ch/de/spital/kilchberg/ewyn/see-spital-standort-kilchberg-ophthalmologische-klinik,,0,
See-Spital Standort Kilchberg - ORL Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 728 11 11,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/kilchberg/ewpv/see-spital-standort-kilchberg-orl-klinik,https://see-spital.ch/,1,Zuweiser
See-Spital Standort Kilchberg - Rheumatologische Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 715 10 15,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/kilchberg/ewuh/see-spital-standort-kilchberg-rheumatologische-klinik,,0,
See-Spital Standort Kilchberg - Urologische Klinik,"Grütstrasse 60, 8802 Kilchberg",Grütstrasse 60,8802,Kilchberg,Zürich,044 382 01 41,Urologie,https://www.onedoc.ch/de/spital/kilchberg/exij/see-spital-standort-kilchberg-urologische-klinik,,0,
Somatopsychiatrisches Zentrum,"Trichtenhauserstrasse 12, 8125 Zollikerberg",Trichtenhauserstrasse 12,8125,Zollikerberg,Zürich,044 397 38 51,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/zollikerberg/exo7/somatopsychiatrisches-zentrum,,0,
Spital Affoltern,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,"Allgemeine Innere Medizin, Hämatologie, Kardiologie, Medizinische Onkologie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/affoltern-am-albis/eyvr/spital-affoltern,,0,
Spital Affoltern - Ambulatorium Gynäkologie & Geburtshilfe,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/affoltern-am-albis/eq3n/spital-affoltern-ambulatorium-gynakologie-geburtshilfe,https://www.spitalaffoltern.ch/frauensprechstunde.html,1,Zuweisung
Spital Affoltern - Anästhesie Allgemein,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,Anästhesiologie,https://www.onedoc.ch/de/spital/affoltern-am-albis/e03h/spital-affoltern-anasthesie-allgemein,,0,
Spital Affoltern - Chirurgie Allgemein,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,"Chirurgie, Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/affoltern-am-albis/e0zr/spital-affoltern-chirurgie-allgemein,,0,
Spital Affoltern - Chirurgie Orthopädische,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 762 20 10,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/affoltern-am-albis/eq7s/spital-affoltern-chirurgie-orthopadische,,0,
Spital Affoltern - Geriatrie,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 29 46,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/affoltern-am-albis/e0tq/spital-affoltern-geriatrie,,0,
Spital Affoltern - Innere Medizin,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/affoltern-am-albis/e0yl/spital-affoltern-innere-medizin,,0,
Spital Affoltern - Kinderklinik,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 31 11,Pädiatrie,https://www.onedoc.ch/de/spital/affoltern-am-albis/exai/spital-affoltern-kinderklinik,,0,
Spital Affoltern - ORL Klinik,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,041 710 30 72,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/affoltern-am-albis/en4r/spital-affoltern-orl-klinik,,0,
Spital Affoltern - Psych. Ambulatorium,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/affoltern-am-albis/ewpo/spital-affoltern-psych-ambulatorium,https://www.spitalaffoltern.ch/psychiatrie-2.html,1,"Zuweisung, Zuweiser"
Spital Affoltern - Psychiatrische Klinik,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 27 27,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/spital/affoltern-am-albis/e00i/spital-affoltern-psychiatrische-klinik,,0,
Spital Affoltern - Psycho-Geriatrie,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/affoltern-am-albis/exwc/spital-affoltern-psycho-geriatrie,,0,
Spital Affoltern - Wundsprechstunde,"Sonnenbergstrasse 27, 8910 Affoltern am Albis",Sonnenbergstrasse 27,8910,Affoltern am Albis,Zürich,044 714 21 11,Chirurgie,https://www.onedoc.ch/de/spital/affoltern-am-albis/exo8/spital-affoltern-wundsprechstunde,,0,
Spital Affoltern - Zentrum für Pneumologie & Schlafmedizin,"Obstgartenstrasse 3, 8910 Affoltern am Albis",Obstgartenstrasse 3,8910,Affoltern am Albis,Zürich,044 714 26 33,"Pneumologie, Schlafmedizin, Allergie | AllergoTest | Allergieabklärung, Asthma, Chronisch obstruktive Lungenerkrankung (COPD), Lungenkrebs | Lungenkarzinom, Schlafapnoe, Schlaflosigkeit, Vorsorgeuntersuchung Lungenkrebs",https://www.onedoc.ch/de/spital/affoltern-am-albis/ebat6/spital-affoltern-zentrum-fur-pneumologie-schlafmedizin,https://www.spitalaffoltern.ch/fachgebiete/pneumologie,1,Zuweisung
Spital Bülach,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Chirurgie, Endokrinologie und Diabetologie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/bulach/ez39/spital-bulach,https://www.spitalbuelach.ch/,1,"Zuweisung, Zuweiser"
Spital Bülach - Anästhesie Allgemein,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/spital/bulach/e0sk/spital-bulach-anasthesie-allgemein,https://www.spitalbuelach.ch/anaesthesie,1,"Zuweisung, Zuweiser"
Spital Bülach - Angiologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/bulach/e023/spital-bulach-angiologie,https://www.spitalbuelach.ch/angiologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Chirurgie Allgemein,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Chirurgie,https://www.onedoc.ch/de/spital/bulach/e0w5/spital-bulach-chirurgie-allgemein,https://www.spitalbuelach.ch/chirurgie,1,"Zuweisung, Zuweiser"
Spital Bülach - Chirurgie Orthopädische,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/bulach/elqr/spital-bulach-chirurgie-orthopadische,https://www.spitalbuelach.ch/orthopaedie,1,"Zuweisung, Zuweiser"
Spital Bülach - Dermatologische Klinik,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 461 00 01,Dermatologie und Venerologie,https://www.onedoc.ch/de/spital/bulach/eym0/spital-bulach-dermatologische-klinik,https://www.dermis-hautklinik.ch/standorte/hautklinik-zuerich-buelach/,1,Zuweisung
Spital Bülach - Endo/Diabetologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Endokrinologie und Diabetologie,https://www.onedoc.ch/de/spital/bulach/e0tr/spital-bulach-endo-diabetologie,https://www.spitalbuelach.ch/endokrinologie-diabetologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Gastroenterologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/bulach/e0zy/spital-bulach-gastroenterologie,https://www.spitalbuelach.ch/gastroenterologie-und-hepatologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Gynäkologische Klinik,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe",https://www.onedoc.ch/de/spital/bulach/e0s1/spital-bulach-gynakologische-klinik,https://www.spitalbuelach.ch/gynaekologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Innere Medizin,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/spital/bulach/e0se/spital-bulach-innere-medizin,https://www.spitalbuelach.ch/innere-medizin,1,"Zuweisung, Zuweiser"
Spital Bülach - Intensiv,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Intensivmedizin",https://www.onedoc.ch/de/spital/bulach/e0wy/spital-bulach-intensiv,https://www.spitalbuelach.ch/intensivmedizin,1,"Zuweisung, Zuweiser"
Spital Bülach - Kardiologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/bulach/e00d/spital-bulach-kardiologie,https://www.spitalbuelach.ch/kardiologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Kinderklinik,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Pädiatrie,https://www.onedoc.ch/de/spital/bulach/exed/spital-bulach-kinderklinik,https://www.spitalbuelach.ch/kinder-und-jugendmedizin,1,"Zuweisung, Zuweiser"
Spital Bülach - Neonatologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Pädiatrie,https://www.onedoc.ch/de/spital/bulach/e02u/spital-bulach-neonatologie,https://www.spitalbuelach.ch/neonatologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Nephrologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 872 14 14,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/bulach/extv/spital-bulach-nephrologie,https://www.nephroamwald.ch/,0,
Spital Bülach - Neurologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Neurologie,https://www.onedoc.ch/de/spital/bulach/e005/spital-bulach-neurologie,https://www.spitalbuelach.ch/neurologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Notfallstation,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/bulach/e0w8/spital-bulach-notfallstation,https://www.spitalbuelach.ch/notfall,1,"Zuweisung, Zuweiser"
Spital Bülach - Onkologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 862 73 00,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/bulach/ew0g/spital-bulach-onkologie,https://www.spitalbuelach.ch/onkologie-haematologie,1,"Zuweisung, Zuweiser"
Spital Bülach - Pneumologie,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,,https://www.onedoc.ch/de/spital/bulach/e00h/spital-bulach-pneumologie,https://www.spitalbuelach.ch/pneumologie-und-schlafmedizin,1,"Zuweisung, Zuweiser"
Spital Bülach - Schmerzmedizin,"Spitalstrasse 24, 8180 Bülach",Spitalstrasse 24,8180,Bülach,Zürich,044 863 22 11,"Anästhesiologie, Chirurgie",https://www.onedoc.ch/de/spital/bulach/e01p/spital-bulach-schmerzmedizin,https://www.spitalbuelach.ch/schmerzmedizin,1,"Zuweisung, Zuweiser"
Spital Limmattal - Allgemeine Chirurgie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 21 26,Chirurgie,https://www.onedoc.ch/de/spital/schlieren/e0t2/spital-limmattal-allgemeine-chirurgie,,0,
Spital Limmattal - Angiologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 27 88,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/schlieren/e00t/spital-limmattal-angiologie,,0,
Spital Limmattal – Diagnostische & Interventionelle Radiologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 23 41,Radiologie,https://www.onedoc.ch/de/spital/schlieren/e0s2/spital-limmattal-diagnostische-interventionelle-radiologie,,0,
Spital Limmattal - Endo/Diabetologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 22 47,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/schlieren/e0ul/spital-limmattal-endo-diabetologie,https://www.spital-limmattal.ch/patienten/fachbereiche/medizinische-klinik/endokrinologie-diabetologie/,1,"Zuweisung, Zuweiser"
Spital Limmattal - Frauenklinik,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 21 77,"Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/schlieren/eys4/spital-limmattal-frauenklinik,,0,
Spital Limmattal - Gastroenterologie & Hepatologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 24 27,"Allgemeine Innere Medizin, Gastroenterologie, Hepatologie",https://www.onedoc.ch/de/spital/schlieren/e0y7/spital-limmattal-gastroenterologie-hepatologie,,0,
Spital Limmattal - Infektiologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 11 11,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/schlieren/e025/spital-limmattal-infektiologie,,0,
Spital Limmattal - Innere Medizin,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 22 46,"Allgemeine Innere Medizin, Intensivmedizin",https://www.onedoc.ch/de/spital/schlieren/e0rv/spital-limmattal-innere-medizin,,0,
Spital Limmattal – Institut für Anästhesie und Intensivmedizin,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 28 91,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/schlieren/eqys/spital-limmattal-institut-fur-anasthesie-und-intensivmedizin,https://www.spital-limmattal.ch/patienten/fachbereiche/institut-fuer-anaesthesie-intensivmedizin/,1,"Zuweisung, Zuweiser"
Spital Limmattal - Kardiologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 28 44,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/spital/schlieren/e0vd/spital-limmattal-kardiologie,,0,
Spital Limmattal - Neurologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 11 11,Neurologie,https://www.onedoc.ch/de/spital/schlieren/e0vg/spital-limmattal-neurologie,,0,
Spital Limmattal – Notfallzentrum,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 25 32,"Allgemeine Innere Medizin, Chirurgie, Notfallmedizin, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/schlieren/e0tv/spital-limmattal-notfallzentrum,,0,
Spital Limmattal - Onkologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 28 48,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/schlieren/e0sv/spital-limmattal-onkologie,,0,
Spital Limmattal – Orthopädische Klinik,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 21 12,"Chirurgie, Orthopädie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/schlieren/e0z0/spital-limmattal-orthopadische-klinik,https://www.spital-limmattal.ch/patienten/fachbereiche/klinik-orthopaedie-traumatologie-handchirurgie/,1,"Zuweisung, Zuweiser"
Spital Limmattal - Pneumologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 24 56,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/schlieren/e0xc/spital-limmattal-pneumologie,,0,
Spital Limmattal – Rheumatologie,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 28 48,Rheumatologie,https://www.onedoc.ch/de/spital/schlieren/ex1x/spital-limmattal-rheumatologie,,0,
Spital Limmattal - Urologische Klinik,"Urdorferstrasse 100, 8952 Schlieren",Urdorferstrasse 100,8952,Schlieren,Zürich,044 733 11 11,,https://www.onedoc.ch/de/spital/schlieren/e0z5/spital-limmattal-urologische-klinik,,0,
Spital Männedorf,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Chirurgie, Endokrinologie und Diabetologie, Gefässchirurgie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Handchirurgie, Kardiologie, Neurochirurgie, Neurologie, Orthopädische Chirurgie, Urologie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/mannedorf/ezuk/spital-mannedorf,https://www.spitalmaennedorf.ch/,0,
Spital Männedorf AG - Neurologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,055 210 47 67,"Neurologie, Psychologie",https://www.onedoc.ch/de/spital/mannedorf/eor4/spital-mannedorf-ag-neurologie,https://www.spitalmaennedorf.ch/fachbereiche/neurologie/,1,Zuweisung
Spital Männedorf - Anästhesie Allgemein,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/mannedorf/e0ue/spital-mannedorf-anasthesie-allgemein,https://www.spitalmaennedorf.ch/fachbereiche/anaesthesie/,1,Zuweisung
Spital Männedorf - Chirurgie Allgemein,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,Chirurgie,https://www.onedoc.ch/de/spital/mannedorf/e0sz/spital-mannedorf-chirurgie-allgemein,https://www.spitalmaennedorf.ch/,0,
Spital Männedorf - Chirurgie Orthopädische,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/mannedorf/e0ar/spital-mannedorf-chirurgie-orthopadische,https://www.spitalmaennedorf.ch/fachbereiche/orthopaedie/,1,Zuweisung
Spital Männedorf - Chirurgie Plastische,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 533 29 19,"Handchirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/mannedorf/eq2k/spital-mannedorf-chirurgie-plastische,https://www.spitalmaennedorf.ch/fachbereiche/plastische-chirurgie/,1,Zuweisung
Spital Männedorf - Gastroenterologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/mannedorf/e0y9/spital-mannedorf-gastroenterologie,https://www.spitalmaennedorf.ch/fachbereiche/gastroenterologie/,1,Zuweisung
Spital Männedorf - Gynäkologische Klinik,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/mannedorf/ez8z/spital-mannedorf-gynakologische-klinik,https://www.spitalmaennedorf.ch/fachbereiche/gynaekologie/,1,Zuweisung
Spital Männedorf - Infektiologie,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 910 80 10,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/mannedorf/exfu/spital-mannedorf-infektiologie,https://www.spitalmaennedorf.ch/,0,
Spital Männedorf - Innere Medizin,"Asylstrasse 10, 8708 Männedorf",Asylstrasse 10,8708,Männedorf,Zürich,044 922 22 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/mannedorf/e0xq/spital-mannedorf-innere-medizin,https://www.spitalmaennedorf.ch/fachbereiche/innere-medizin/,1,Zuweisung
