name,address,street,postal_code,city,canton,phone_number,professions,url
Stadtspital Triemli - Chirurgie Viszeral,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Angiologie, Chirurgie, Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/zurich/ez5l/stadtspital-triemli-chirurgie-viszeral
Stadtspital Triemli - Endo/Diabetologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/zurich/e0rh/stadtspital-triemli-endo-diabetologie
Stadtspital Triemli - Gastroenterologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/zurich/e0wk/stadtspital-triemli-gastroenterologie
Stadtspital Triemli - Gefässchirurgie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Chirurgie, Gefässchirurgie",https://www.onedoc.ch/de/spital/zurich/exip/stadtspital-triemli-gefasschirurgie
Stadtspital Triemli - Gynäkologische Klinik,"Birmensdorferstrasse 501, 8063 Zürich",Birmensdorferstrasse 501,8063,Zürich,Zürich,044 416 11 11,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/ewhw/stadtspital-triemli-gynakologische-klinik
Stadtspital Triemli - Herzchirurgie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Herzchirurgie,https://www.onedoc.ch/de/spital/zurich/e03g/stadtspital-triemli-herzchirurgie
Stadtspital Triemli - Infektiologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Infektiologie",https://www.onedoc.ch/de/spital/zurich/e0xm/stadtspital-triemli-infektiologie
Stadtspital Triemli - Innere Medizin,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Infektiologie, Intensivmedizin, Pneumologie",https://www.onedoc.ch/de/spital/zurich/e0s9/stadtspital-triemli-innere-medizin
Stadtspital Triemli - Kardiologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Intensivmedizin, Kardiologie",https://www.onedoc.ch/de/spital/zurich/e0sm/stadtspital-triemli-kardiologie
Stadtspital Triemli - Kinderklinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Kinderchirurgie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0vk/stadtspital-triemli-kinderklinik
Stadtspital Triemli - Neurologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Neurologie,https://www.onedoc.ch/de/spital/zurich/e0r0/stadtspital-triemli-neurologie
Stadtspital Triemli - Onkologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/zurich/ez4v/stadtspital-triemli-onkologie
Stadtspital Triemli - Ophthalmologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Augenheilkunde",https://www.onedoc.ch/de/spital/zurich/e0uw/stadtspital-triemli-ophthalmologische-klinik
Stadtspital Triemli - Pneumologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/zurich/e0yi/stadtspital-triemli-pneumologie
Stadtspital Triemli - Radiologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/zurich/ez7q/stadtspital-triemli-radiologische-klinik
Stadtspital Triemli - Radioonkologie,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Radio-Onkologie (Strahlentherapie),https://www.onedoc.ch/de/spital/zurich/e0v2/stadtspital-triemli-radioonkologie
Stadtspital Triemli - Rheumatologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/zurich/eyxf/stadtspital-triemli-rheumatologische-klinik
Stadtspital Triemli - Schmerzmedizin,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,Anästhesiologie,https://www.onedoc.ch/de/spital/zurich/e0xj/stadtspital-triemli-schmerzmedizin
Stadtspital Triemli - Urologische Klinik,"Birmensdorferstrasse 497, 8063 Zürich",Birmensdorferstrasse 497,8063,Zürich,Zürich,044 416 11 11,"Allgemeine Innere Medizin, Urologie",https://www.onedoc.ch/de/spital/zurich/e0sb/stadtspital-triemli-urologische-klinik
Stadtspital Waid - Universitäre Klinik für Akutgeriatrie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/e0rq/stadtspital-waid-universitare-klinik-fur-akutgeriatrie
Stadtspital Waid Zürich,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, HNO (Hals-, Nasen-, Ohrenheilkunde), Herzchirurgie, Orthopädische Chirurgie, Physikalische und Rehabilitative Medizin, Urologie",https://www.onedoc.ch/de/spital/zurich/ezgj/stadtspital-waid-zurich
Stadtspital Waid Zürich - Anästhesie Allgemein,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Anästhesiologie, Intensivmedizin",https://www.onedoc.ch/de/spital/zurich/e0tk/stadtspital-waid-zurich-anasthesie-allgemein
Stadtspital Waid Zürich - Chirurgie Allgemein,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,Chirurgie,https://www.onedoc.ch/de/spital/zurich/e0vn/stadtspital-waid-zurich-chirurgie-allgemein
Stadtspital Waid Zürich - Chirurgie Viszeral,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,Chirurgie,https://www.onedoc.ch/de/spital/zurich/e02o/stadtspital-waid-zurich-chirurgie-viszeral
Stadtspital Waid Zürich - Gastroenterologie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/zurich/e01z/stadtspital-waid-zurich-gastroenterologie
Stadtspital Waid Zürich - Innere Medizin,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Gastroenterologie",https://www.onedoc.ch/de/spital/zurich/e0t1/stadtspital-waid-zurich-innere-medizin
Stadtspital Waid Zürich - Intensiv,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Intensivmedizin",https://www.onedoc.ch/de/spital/zurich/e03x/stadtspital-waid-zurich-intensiv
Stadtspital Waid Zürich - Kardiologie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Chirurgie, Kardiologie",https://www.onedoc.ch/de/spital/zurich/ewgp/stadtspital-waid-zurich-kardiologie
Stadtspital Waid Zürich - Nephrologie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Nephrologie",https://www.onedoc.ch/de/spital/zurich/e0xs/stadtspital-waid-zurich-nephrologie
Stadtspital Waid Zürich - Notfallstation,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/zurich/e0w3/stadtspital-waid-zurich-notfallstation
Stadtspital Waid Zürich - Onkologie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.onedoc.ch/de/spital/zurich/e0s3/stadtspital-waid-zurich-onkologie
Stadtspital Waid Zürich - Pneumologie,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Allgemeine Innere Medizin, Pneumologie",https://www.onedoc.ch/de/spital/zurich/e02n/stadtspital-waid-zurich-pneumologie
Stadtspital Waid Zürich - Radiologische Klinik,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,"Nuklearmedizin, Radiologie",https://www.onedoc.ch/de/spital/zurich/e0x5/stadtspital-waid-zurich-radiologische-klinik
Stadtspital Waid Zürich - Urologische Klinik,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 417 11 11,Urologie,https://www.onedoc.ch/de/spital/zurich/e02y/stadtspital-waid-zurich-urologische-klinik
Stadtspital Zürich Triemli - Urologie,"Birmensdorferstrasse 497, 8055 Zürich",Birmensdorferstrasse 497,8055,Zürich,Zürich,044 416 48 61,Urologie,https://www.onedoc.ch/de/spital/zurich/ebaqm/stadtspital-zurich-triemli-urologie
Swiss Central Clinic,"Giesshübelstrasse 45, 8045 Zürich",Giesshübelstrasse 45,8045,Zürich,Zürich,041 510 80 45,"Chirurgie, Gynäkologie und Geburtshilfe, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/zurich/ewub/swiss-central-clinic
The Gentlemen's Clinic - Innere Medizin,"Utoquai 39, 8008 Zürich",Utoquai 39,8008,Zürich,Zürich,044 550 05 00,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/zurich/ets0/the-gentlemen-s-clinic-innere-medizin
Universitäts-Kinderspitals Zürich - Allergie/Immunologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0ss/universitats-kinderspitals-zurich-allergie-immunologie
Universitäts-Kinderspitals Zürich - Allergologie Poliklinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Allergologie und Immunologie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0x8/universitats-kinderspitals-zurich-allergologie-poliklinik
Universitäts-Kinderspitals Zürich - Anästhesie Allgemein,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Anästhesiologie, Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0tw/universitats-kinderspitals-zurich-anasthesie-allgemein
Universitäts-Kinderspitals Zürich - Chirurgie Neuro,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Kinderchirurgie,https://www.onedoc.ch/de/spital/zurich/e0y3/universitats-kinderspitals-zurich-chirurgie-neuro
Universitäts-Kinderspitals Zürich - Chirurgie Orthopädische,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Orthopädische Chirurgie,https://www.onedoc.ch/de/spital/zurich/ewma/universitats-kinderspitals-zurich-chirurgie-orthopadische
Universitäts-Kinderspitals Zürich - Chirurgie Plastische,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Kinderchirurgie,https://www.onedoc.ch/de/spital/zurich/e01g/universitats-kinderspitals-zurich-chirurgie-plastische
Universitäts-Kinderspitals Zürich - Chirurgie Viszeral,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Kinderchirurgie,https://www.onedoc.ch/de/spital/zurich/e0wa/universitats-kinderspitals-zurich-chirurgie-viszeral
Universitäts-Kinderspitals Zürich - Dermatologische Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Dermatologie und Venerologie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0up/universitats-kinderspitals-zurich-dermatologische-klinik
Universitäts-Kinderspitals Zürich - Epilepsie/Epileptologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0s5/universitats-kinderspitals-zurich-epilepsie-epileptologie
Universitäts-Kinderspitals Zürich - Gastroenterologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e01w/universitats-kinderspitals-zurich-gastroenterologie
Universitäts-Kinderspitals Zürich - Hämatologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e01m/universitats-kinderspitals-zurich-hamatologie
Universitäts-Kinderspitals Zürich - Herzchirurgie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/zurich/e01s/universitats-kinderspitals-zurich-herzchirurgie
Universitäts-Kinderspitals Zürich - Infektiologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Infektiologie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0tf/universitats-kinderspitals-zurich-infektiologie
Universitäts-Kinderspitals Zürich - Intensiv,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Allgemeine Innere Medizin, Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0wi/universitats-kinderspitals-zurich-intensiv
Universitäts-Kinderspitals Zürich - Kinder Chirurgie Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Kinderchirurgie,https://www.onedoc.ch/de/spital/zurich/e0zt/universitats-kinderspitals-zurich-kinder-chirurgie-klinik
Universitäts-Kinderspitals Zürich - Kinderklinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/spital/zurich/e0wc/universitats-kinderspitals-zurich-kinderklinik
Universitäts-Kinderspitals Zürich - Kinder Poliklinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/ezzs/universitats-kinderspitals-zurich-kinder-poliklinik
Universitäts-Kinderspitals Zürich - Kinder Psychiatrie,"Dolderstrasse 29, 8032 Zürich",Dolderstrasse 29,8032,Zürich,Zürich,044 266 71 11,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/zurich/e0tx/universitats-kinderspitals-zurich-kinder-psychiatrie
Universitäts-Kinderspitals Zürich - Nephrologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0zd/universitats-kinderspitals-zurich-nephrologie
Universitäts-Kinderspitals Zürich - Neuropädiatrie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Neurologie, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0vj/universitats-kinderspitals-zurich-neuropadiatrie
Universitäts-Kinderspitals Zürich - Notfall Pädiatrie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0sp/universitats-kinderspitals-zurich-notfall-padiatrie
Universitäts-Kinderspitals Zürich - ORL Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/spital/zurich/e0xi/universitats-kinderspitals-zurich-orl-klinik
Universitäts-Kinderspitals Zürich - Pädiatrie Endo-/Diabetol.,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0ye/universitats-kinderspitals-zurich-padiatrie-endo-diabetol
Universitäts-Kinderspitals Zürich - Pädiatrie Onko-/Hämatologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Pharmazeutische Medizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0vc/universitats-kinderspitals-zurich-padiatrie-onko-hamatologie
Universitäts-Kinderspitals Zürich - Pädiatrische Kardiologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0at/universitats-kinderspitals-zurich-padiatrische-kardiologie
Universitäts-Kinderspitals Zürich - Pädiatrische Orthopädie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Kinderchirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/zurich/et24/universitats-kinderspitals-zurich-padiatrische-orthopadie
Universitäts-Kinderspitals Zürich - Pädiatrische Pneumologie,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0uj/universitats-kinderspitals-zurich-padiatrische-pneumologie
Universitäts-Kinderspitals Zürich - Palliativmedizin,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Intensivmedizin, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0yc/universitats-kinderspitals-zurich-palliativmedizin
Universitäts-Kinderspitals Zürich - Psychosomatik,"Dolderstrasse 29, 8032 Zürich",Dolderstrasse 29,8032,Zürich,Zürich,044 266 71 11,Kinder- und Jugendpsychiatrie,https://www.onedoc.ch/de/spital/zurich/ewoh/universitats-kinderspitals-zurich-psychosomatik
Universitäts-Kinderspitals Zürich - Radiologische Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Radiologie,https://www.onedoc.ch/de/spital/zurich/e0yu/universitats-kinderspitals-zurich-radiologische-klinik
Universitäts-Kinderspitals Zürich - Rheumatologische Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Pädiatrie,https://www.onedoc.ch/de/spital/zurich/e0ug/universitats-kinderspitals-zurich-rheumatologische-klinik
Universitäts-Kinderspitals Zürich - Stoffwechsel,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,"Medizinische Genetik, Pädiatrie",https://www.onedoc.ch/de/spital/zurich/e0tm/universitats-kinderspitals-zurich-stoffwechsel
Universitäts-Kinderspitals Zürich - Urologische Klinik,"Steinwiesstrasse 75, 8032 Zürich",Steinwiesstrasse 75,8032,Zürich,Zürich,044 266 71 11,Kinderchirurgie,https://www.onedoc.ch/de/spital/zurich/e0xe/universitats-kinderspitals-zurich-urologische-klinik
Universitätsspital Zürich,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Augenheilkunde, Chirurgie, Dermatologie und Venerologie, Gastroenterologie, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Herzchirurgie, Hämatologie, Intensivmedizin, Kardiologie, Klinische Pharmakologie und Toxikologie, Medizinische Genetik, Medizinische Onkologie, Nephrologie, Neurologie, Pädiatrie, Rheumatologie, Urologie",https://www.onedoc.ch/de/spital/zurich/eyts/universitatsspital-zurich
Universitätsspital Zürich - Allergie/Immunologie,"Häldeliweg 4, 8044 Zürich",Häldeliweg 4,8044,Zürich,Zürich,044 255 11 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Dermatologie und Venerologie, Infektiologie",https://www.onedoc.ch/de/spital/zurich/ew2h/universitatsspital-zurich-allergie-immunologie
Universitätsspital Zürich - Anästhesie Allgemein,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Hausarztmedizin (Allgemeinmedizin), Intensivmedizin",https://www.onedoc.ch/de/spital/zurich/e0ro/universitatsspital-zurich-anasthesie-allgemein
Universitätsspital Zürich - Andere,"Tièchestrasse 99, 8037 Zürich",Tièchestrasse 99,8037,Zürich,Zürich,044 366 70 76,Allgemeine Innere Medizin,https://www.onedoc.ch/de/spital/zurich/exx0/universitatsspital-zurich-andere
Universitätsspital Zürich - Angiologie,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Angiologie, Hausarztmedizin (Allgemeinmedizin), Kardiologie",https://www.onedoc.ch/de/spital/zurich/ez08/universitatsspital-zurich-angiologie
Universitätsspital Zürich - Augenklinik,"Frauenklinikstrasse 24, 8091 Zürich",Frauenklinikstrasse 24,8091,Zürich,Zürich,044 255 11 11,Augenheilkunde,https://www.onedoc.ch/de/spital/zurich/eqz9/universitatsspital-zurich-augenklinik
Universitätsspital Zürich - Brustzentrum/Chirurgie,"Frauenklinikstrasse 10, 8091 Zürich",Frauenklinikstrasse 10,8091,Zürich,Zürich,044 255 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/zurich/e0vf/universitatsspital-zurich-brustzentrum-chirurgie
Universitätsspital Zürich - Chirurgie Herz/Thorax/Gefässe,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/spital/zurich/e0zo/universitatsspital-zurich-chirurgie-herz-thorax-gefasse
Universitätsspital Zürich - Chirurgie Kiefer,"Frauenklinikstrasse 24, 8091 Zürich",Frauenklinikstrasse 24,8091,Zürich,Zürich,044 255 11 11,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie",https://www.onedoc.ch/de/spital/zurich/e0zj/universitatsspital-zurich-chirurgie-kiefer
Universitätsspital Zürich - Chirurgie Neuro,"Frauenklinikstrasse 10, 8091 Zürich",Frauenklinikstrasse 10,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Anästhesiologie, Intensivmedizin, Neurochirurgie, Neurologie",https://www.onedoc.ch/de/spital/zurich/e0sc/universitatsspital-zurich-chirurgie-neuro
Universitätsspital Zürich - Chirurgie Plastische,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Chirurgie, Handchirurgie, Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/spital/zurich/e0v7/universitatsspital-zurich-chirurgie-plastische
Universitätsspital Zürich - Chirurgie Unfall,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Chirurgie, Orthopädische Chirurgie",https://www.onedoc.ch/de/spital/zurich/e0y2/universitatsspital-zurich-chirurgie-unfall
Universitätsspital Zürich - Chirurgie Viszeral,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 33 00,"Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, Handchirurgie, Infektiologie, Kardiologie, Pneumologie, Pädiatrie, Viszeralchirurgie",https://www.onedoc.ch/de/spital/zurich/eqz2/universitatsspital-zurich-chirurgie-viszeral
Universitätsspital Zürich - Dermatologische Klinik,"Gloriastrasse 31, 8091 Zürich",Gloriastrasse 31,8091,Zürich,Zürich,044 255 11 11,"Allergologie und Immunologie, Allgemeine Innere Medizin, Angiologie, Dermatologie und Venerologie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/ergv/universitatsspital-zurich-dermatologische-klinik
Universitätsspital Zürich - Endo/Diabetologie,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/spital/zurich/ez5z/universitatsspital-zurich-endo-diabetologie
Universitätsspital Zürich - Gastroenterologie,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Gastroenterologie, Intensivmedizin",https://www.onedoc.ch/de/spital/zurich/e0rp/universitatsspital-zurich-gastroenterologie
Universitätsspital Zürich - Geburtshilfe,"Frauenklinikstrasse 10, 8091 Zürich",Frauenklinikstrasse 10,8091,Zürich,Zürich,044 255 11 11,Gynäkologie und Geburtshilfe,https://www.onedoc.ch/de/spital/zurich/e0sn/universitatsspital-zurich-geburtshilfe
Universitätsspital Zürich - Geriatrie,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Physikalische und Rehabilitative Medizin, Rheumatologie",https://www.onedoc.ch/de/spital/zurich/e0tu/universitatsspital-zurich-geriatrie
Universitätsspital Zürich - Gynäkologische Klinik,"Frauenklinikstrasse 10, 8091 Zürich",Frauenklinikstrasse 10,8091,Zürich,Zürich,044 255 11 11,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/spital/zurich/e0sq/universitatsspital-zurich-gynakologische-klinik
Universitätsspital Zürich - Hämatologie,"Rämistrasse 100, 8091 Zürich",Rämistrasse 100,8091,Zürich,Zürich,044 255 11 11,"Allgemeine Innere Medizin, Hämatologie",https://www.onedoc.ch/de/spital/zurich/e0r1/universitatsspital-zurich-hamatologie
