name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url
Centre de l'Oeil Vernier,"Route de Montfleury 3, 1214 Vernier",Route de Montfleury 3,1214,Vernier,Genf,022 519 21 30,"Augenheilkunde, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Gesichtsfeld, Konjunktivitis | Bindehautentzündung, Presbyopie | Alterssichtigkeit, Sehstörung, Sehtest für den Führerschein, Trockene Augen",Unknown,https://www.google.ch/search?q=Centre+de+l'Oeil+Vernier+Vernier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep4a/centre-de-l-oeil-vernier
Centre de l'Oeil Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Route de Thonon 42,1222,Vésenaz,Genf,022 752 60 41,"Augenheilkunde, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Blepharoplastik | Augenlidchirurgie, Gesichtsfeld, Konjunktivitis | Bindehautentzündung, Presbyopie | Alterssichtigkeit, Sehstörung, Sehtest für den Führerschein, Trockene Augen",Unknown,https://www.google.ch/search?q=Centre+de+l'Oeil+Vésenaz+Vésenaz,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ep34/centre-de-l-oeil-vesenaz
Centre de Médecine Interne et ses Spécialités - CMIS,"Avenue de la Roseraie 76A, 1205 Genf",Avenue de la Roseraie 76A,1205,Genf,Genf,022 552 32 30,"Allgemeine Innere Medizin, Ernährungsberatung, Hausarztmedizin (Allgemeinmedizin), Neurologie, Rheumatologie, Aktualisierung des Impfbuchs, Aneurysma, Athletenüberwachung, Durchblutungsstörung, Epilepsie, Gedächtnisuntersuchung, Gefässultraschall | Duplexsonographie | Gefässdoppler, Gehirn-MRT | Gehirn-MRI, Hausärztlicher Notfall, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Karpaltunnelsyndrom, Kognitives Gutachten | Kognitive Untersuchung | Kognitiver Fähigkeitstest, Kopfschmerzen und Migräne, Messung des Blutdrucks, Multiple Sklerose (MS), Neurologische Störungen | Neurologische Probleme, Rückenmarks-MRT | Rückenmarks-MRI, Screening auf Diabetes, Screening auf Kolorektalkrebs | Darmkrebs, Screening auf Osteoporose, Spinalkanalstenose | Spinalkanalverengung, Vorsorgeuntersuchung | Check up",Unknown,https://www.google.ch/search?q=Centre+de+Médecine+Interne+et+ses+Spécialités+-+CMIS+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqht/centre-de-medecine-interne-et-ses-specialites-cmis
Centre de pédiatrie Eaux-Vives Gare,"Avenue de la Gare des Eaux-Vives 33, 1207 Genf",Avenue de la Gare des Eaux-Vives 33,1207,Genf,Genf,022 512 13 20,"Pädiatrie, Pädiatrischer Notfall | Kindernotfall",Unknown,https://www.google.ch/search?q=Centre+de+pédiatrie+Eaux-Vives+Gare+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eba93/centre-de-pediatrie-eaux-vives-gare
Centre de Psychothérapie de Varembé,"Rue de Vermont 37, 1202 Genf",Rue de Vermont 37,1202,Genf,Genf,022 795 25 50,"Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Centre+de+Psychothérapie+de+Varembé+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e3z/centre-de-psychotherapie-de-varembe
Centre d'oncologie des Eaux-Vives,"Rue Maunoir 26, 1207 Genf",Rue Maunoir 26,1207,Genf,Genf,022 319 77 77,"Allgemeine Innere Medizin, Chirurgie, Dermatologie und Venerologie, Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Medizinische Onkologie, Radio-Onkologie (Strahlentherapie), Rheumatologie",Unknown,https://www.google.ch/search?q=Centre+d'oncologie+des+Eaux-Vives+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es59/centre-d-oncologie-des-eaux-vives
Centre d' oncologie et d'hématologie (Bâtiment E),"Route de Chêne 110, 1224 Chêne-Bougeries",Route de Chêne 110,1224,Chêne-Bougeries,Genf,022 545 80 16,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",Unknown,https://www.google.ch/search?q=Centre+d'+oncologie+et+d'hématologie+(Bâtiment+E)+Chêne-Bougeries,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/es9p/centre-d-oncologie-et-d-hematologie-batiment-e
Centre médical 21,"Rue de Chantepoulet 21, 1201 Genf",Rue de Chantepoulet 21,1201,Genf,Genf,022 716 30 40,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Klinische Pharmakologie und Toxikologie, Neurochirurgie, Physiotherapie, Psychiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+médical+21+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es9v/centre-medical-21
Centre Médical ARCHIMED NATIONS,"La Voie-Creuse 16, 1202 Genf",La Voie-Creuse 16,1202,Genf,Genf,022 734 03 03,"Allgemeine Innere Medizin, Chirurgie, Diätetik, Grippeimpfung, Gynäkologie und Geburtshilfe, Handchirurgie, Hausarztmedizin (Allgemeinmedizin), Lasermedizin, Neurochirurgie, Notfallmedizin, Orthopädie, Plastische, rekonstruktive und ästhetische Chirurgie, Pneumologie, Proktologie, Pädiatrie, Senologie, Sportmedizin, Traumatologie, Urologie, Brustspezialist, Erektile Dysfunktion (ED) | Potenzstörung | Erektionsstörung | Impotenz, Harninkontinenz | Blasenschwäche, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Mammographie, Nierensteine, Prostatakrebs | Prostatakarzinom, Pädiatrischer Notfall | Kindernotfall, Vasektomie | Unterbindung | Männliche Sterilisation, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",Unknown,https://www.google.ch/search?q=Centre+Médical+ARCHIMED+NATIONS+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e70q/centre-medical-archimed-nations
Centre médical Carteret,"Rue Antoine-Carteret 6, 1202 Genf",Rue Antoine-Carteret 6,1202,Genf,Genf,022 345 66 66,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Plastische, rekonstruktive und ästhetische Chirurgie",Unknown,https://www.google.ch/search?q=Centre+médical+Carteret+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es92/centre-medical-carteret
Centre médical Chêne-Bourg,"Rue de Genève 20, 1225 Chêne-Bourg",Rue de Genève 20,1225,Chêne-Bourg,Genf,022 349 66 66,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+médical+Chêne-Bourg+Chêne-Bourg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etfx/centre-medical-chene-bourg
Centre Médical Croix d'Or,"Rue de la Croix-d'Or 7, 1204 Genf",Rue de la Croix-d'Or 7,1204,Genf,Genf,022 310 52 86,"Allgemeine Innere Medizin, Coaching, Coaching / psychologische Beratung, Hypnotherapie, Medizinische Analyse, Notfallmedizin, Paartherapie, Podologie, Sexualtherapie, Blutentnahme für Check up | Blutanalyse für Check up, Burnout, Fusspflege, Fusspilz | Nagelpilz, Haltungsuntersuchung, Hausärztlicher Notfall, Impfberatung, Orthoplastik | Orthosen Anfertigung, Podologische Untersuchung | Podologisches Gutachten, Sucht, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Vorsorgeuntersuchung | Check up, Warze | Warzenbehandlung",Unknown,https://www.google.ch/search?q=Centre+Médical+Croix+d'Or+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebae1/centre-medical-croix-d-or
Centre médical de Bernex,"Rue de Bernex 266, 1233 Bernex",Rue de Bernex 266,1233,Bernex,Genf,022 757 77 11,Allgemeine Innere Medizin,Unknown,https://www.google.ch/search?q=Centre+médical+de+Bernex+Bernex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/bernex/ekx/centre-medical-de-bernex
Centre Médical de Cressy,"Route de Loëx 99, 1232 Confignon",Route de Loëx 99,1232,Confignon,Genf,022 727 04 70,"Gebirgsmedizin, Kosmetik, Sportmedizin",Unknown,https://www.google.ch/search?q=Centre+Médical+de+Cressy+Confignon,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/confignon/ed81/centre-medical-de-cressy
Centre Médical de La Chapelle,"Chemin de Compostelle 7, 1212 Lancy",Chemin de Compostelle 7,1212,Lancy,Genf,022 827 25 25,Hausarztmedizin (Allgemeinmedizin),Unknown,https://www.google.ch/search?q=Centre+Médical+de+La+Chapelle+Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/eqo1/centre-medical-de-la-chapelle
Centre Médical de la Chapelle,"Chemin de Compostelle 7, 1212 Grand-Lancy",Chemin de Compostelle 7,1212,Grand-Lancy,Genf,022 827 25 25,"Homöopathie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+Médical+de+la+Chapelle+Grand-Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/erc/centre-medical-de-la-chapelle
Centre Médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Rue des Deux-Ponts 12,1205,Genf,Genf,022 322 00 33,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Medizinische Analyse, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie",Unknown,https://www.google.ch/search?q=Centre+Médical+de+la+Jonction+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epyg/centre-medical-de-la-jonction
Centre médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Rue des Deux-Ponts 12,1205,Genf,Genf,022 322 00 33,"Allgemeine Innere Medizin, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+médical+de+la+Jonction+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etnx/centre-medical-de-la-jonction
Centre Médical de Lancy,"Route de Chancy 59c, 1213 Onex",Route de Chancy 59c,1213,Onex,Genf,022 709 02 95,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Physiotherapie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Centre+Médical+de+Lancy+Onex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/onex/ees1/centre-medical-de-lancy
Centre Médical de la Rue de Lausanne,"Rue de Lausanne 80, 1202 Genf",Rue de Lausanne 80,1202,Genf,Genf,022 908 33 33,"Hausarztmedizin (Allgemeinmedizin), Neurologie, Orthopädische Chirurgie, Physiotherapie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+Médical+de+la+Rue+de+Lausanne+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy7/centre-medical-de-la-rue-de-lausanne
Centre Médical de la Servette,"Avenue De-Luserna 17, 1203 Genf",Avenue De-Luserna 17,1203,Genf,Genf,022 795 25 28,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Krankenpflege, Orthopädische Chirurgie",Unknown,https://www.google.ch/search?q=Centre+Médical+de+la+Servette+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epv2/centre-medical-de-la-servette
Centre Médical de Meyrin / CMM,"Rue des Lattes 21b, 1217 Meyrin",Rue des Lattes 21b,1217,Meyrin,Genf,022 555 40 00,"Allgemeine Innere Medizin, Grippeimpfung, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Hypnotherapie, Impfung, Infektiologie, Kinder- und Jugendpsychiatrie, Notfallmedizin, Physiotherapie, Pädiatrie, Pädiatrische Physiotherapie, Schmerzmedizin, Atemphysiotherapie, Entwicklungsbegleitung, HIV-Test, Sexuell übertragbare Krankheiten | Sexuell übertragbare Infektionen (STD/STI), Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",Unknown,https://www.google.ch/search?q=Centre+Médical+de+Meyrin+/+CMM+Meyrin,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ezu/centre-medical-de-meyrin-cmm
Centre Médical de Plainpalais,"Rue de Carouge 24, 1205 Genf",Rue de Carouge 24,1205,Genf,Genf,022 339 89 89,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Physiotherapie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+Médical+de+Plainpalais+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ei0z/centre-medical-de-plainpalais
Centre médical de Pont-Rouge,"Place de Pont-Rouge 2, 1212 Lancy",Place de Pont-Rouge 2,1212,Lancy,Genf,022 552 55 44,"Allgemeine Innere Medizin, Klassische Massage, Manuelle Lymphdrainage, Pädiatrie, Reflexologie, Therapeutische Massage",Unknown,https://www.google.ch/search?q=Centre+médical+de+Pont-Rouge+Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e1tw/centre-medical-de-pont-rouge
Centre médical de Rive,"Rue d'Italie 11, 1204 Genf",Rue d'Italie 11,1204,Genf,Genf,022 311 24 20,Gynäkologie und Geburtshilfe,Unknown,https://www.google.ch/search?q=Centre+médical+de+Rive+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eyl/centre-medical-de-rive
Centre Médical des Acacias,"Rue des Epinettes 19, 1227 Carouge",Rue des Epinettes 19,1227,Carouge,Genf,022 342 54 55,"Akupunktur, Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Pädiatrie, Traditionelle Chinesische Medizin (TCM), Geburt, Hausärztlicher Notfall, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Nachtarbeitsuntersuchung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verhütung, Verhütungspille | Antibabypille, Vorsorgeuntersuchung | Check up, Windpocken | Varizellen",Unknown,https://www.google.ch/search?q=Centre+Médical+des+Acacias+Carouge,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ees2/centre-medical-des-acacias
Centre Médical de Satigny,"Route d'Aire-la-Ville 215, 1242 Satigny",Route d'Aire-la-Ville 215,1242,Satigny,Genf,022 753 12 07,Physiotherapie,Unknown,https://www.google.ch/search?q=Centre+Médical+de+Satigny+Satigny,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/satigny/epz4/centre-medical-de-satigny
Centre Médical des Charmilles,"Rue de Lyon 89-91, 1203 Genf",Rue de Lyon 89-91,1203,Genf,Genf,022 319 25 25,"Akupunktur, Diätetik, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Physiotherapie, Psychiatrie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Pädiatrischer Notfall | Kindernotfall",Unknown,https://www.google.ch/search?q=Centre+Médical+des+Charmilles+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy4/centre-medical-des-charmilles
Centre Médical des Charmilles,"Rue de Lyon 91, 1203 Genf",Rue de Lyon 91,1203,Genf,Genf,022 319 25 25,"Allgemeine Innere Medizin, Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Centre+Médical+des+Charmilles+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7h/centre-medical-des-charmilles
"Centre Médical des Charmilles, Pédiatrie","Rue de Lyon 89, 1203 Genf",Rue de Lyon 89,1203,Genf,Genf,022 319 25 29,Pädiatrie,Unknown,"https://www.google.ch/search?q=Centre+Médical+des+Charmilles,+Pédiatrie+Genf",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ete1/centre-medical-des-charmilles-pediatrie
Centre médical de Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Route de Thonon 42,1222,Vésenaz,Genf,022 716 16 16,"Allergologie und Immunologie, Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Kardiologie, Neurologie, Pneumologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+médical+de+Vésenaz+Vésenaz,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/es5x/centre-medical-de-vesenaz
Centre Médical du Grand-Lancy,"Avenue des Communes-Réunies 16, 1212 Grand-Lancy",Avenue des Communes-Réunies 16,1212,Grand-Lancy,Genf,022 884 34 10,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+Médical+du+Grand-Lancy+Grand-Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/es4r/centre-medical-du-grand-lancy
Centre Médical du Grand-Saconnex,"Rue Sonnex 23, 1218 Le Grand-Saconnex",Rue Sonnex 23,1218,Le Grand-Saconnex,Genf,022 319 18 18,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Physiotherapie, Pädiatrie",Unknown,https://www.google.ch/search?q=Centre+Médical+du+Grand-Saconnex+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/epy5/centre-medical-du-grand-saconnex
Centre Médical du Léman,"Rue Docteur-Alfred-Vincent 17, 1201 Genf",Rue Docteur-Alfred-Vincent 17,1201,Genf,Genf,022 716 06 60,"Hausarztmedizin (Allgemeinmedizin), HIV-Test",Unknown,https://www.google.ch/search?q=Centre+Médical+du+Léman+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebbzm/centre-medical-du-leman
Centre Médical du Léman,"Rue Alfred-Vincent 17, 1201 Genf",Rue Alfred-Vincent 17,1201,Genf,Genf,022 716 06 60,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie, Pädiatrie, Radiologie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+Médical+du+Léman+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ez1/centre-medical-du-leman
Centre Médical du Lignon,"Place du Lignon 2, 1219 Vernier",Place du Lignon 2,1219,Vernier,Genf,022 796 25 25,"Chirurgie, Gynäkologie und Geburtshilfe",Unknown,https://www.google.ch/search?q=Centre+Médical+du+Lignon+Vernier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep2g/centre-medical-du-lignon
Centre médical du Lignon,"Place du Lignon 2, 1219 Le Lignon",Place du Lignon 2,1219,Le Lignon,Genf,022 796 25 25,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie, Rheumatologie",Unknown,https://www.google.ch/search?q=Centre+médical+du+Lignon+Le+Lignon,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-lignon/es40/centre-medical-du-lignon
Centre Médical et Sportif de Peillonnex,"Rue de Genève 67, 1225 Chêne-Bourg",Rue de Genève 67,1225,Chêne-Bourg,Genf,022 860 06 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+Médical+et+Sportif+de+Peillonnex+Chêne-Bourg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etce/centre-medical-et-sportif-de-peillonnex
Centre Médical Florissant,"Route de Florissant 70, 1206 Genf",Route de Florissant 70,1206,Genf,Genf,022 347 39 11,Unknown,Unknown,https://www.google.ch/search?q=Centre+Médical+Florissant+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etl0/centre-medical-florissant
Centre Médical Meyrin Village - 2ème étage,"Chemin Antoine-Verchère 6, 1217 Meyrin",Chemin Antoine-Verchère 6,1217,Meyrin,Genf,022 303 38 38,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hausärztlicher Notfall, Vorsorgeuntersuchung | Check up",Unknown,https://www.google.ch/search?q=Centre+Médical+Meyrin+Village+-+2ème+étage+Meyrin,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e88k/centre-medical-meyrin-village-2eme-etage
Centre médical Opale,"Chemin de la Gravière 3, 1225 Chêne-Bourg",Chemin de la Gravière 3,1225,Chêne-Bourg,Genf,022 869 00 70,"Akupunktur, Allgemeine Innere Medizin, Endokrinologie und Diabetologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Hausarztmedizin (Allgemeinmedizin), Nephrologie, Pädiatrie, Diabetes, Diabetes mellitus Typ 1, Diabetes mellitus Typ 2, Gestationsdiabetes | Schwangerschaftsdiabetes, Insulinpumpe",Unknown,https://www.google.ch/search?q=Centre+médical+Opale+Chêne-Bourg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/e23w/centre-medical-opale
Centre médical Qorpus-Hirslanden,"Avenue de la Gare des Eaux-Vives 28, 1208 Genf",Avenue de la Gare des Eaux-Vives 28,1208,Genf,Genf,022 566 66 00,"Allgemeine Innere Medizin, Augenchirurgie, Augenheilkunde, Endokrinologie und Diabetologie, Gynäkologie und Geburtshilfe, Hämatologie, Infektiologie, Kinderpneumologie, Pädiatrie, Pädiatrische Rheumatologie, Glaukom | Grüner Star, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Katarakt | Grauer Star, Pädiatrischer Notfall | Kindernotfall, Tränenwegchirurgie, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",Unknown,https://www.google.ch/search?q=Centre+médical+Qorpus-Hirslanden+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e1ac/centre-medical-qorpus-hirslanden
Centre Médical TEOMERA,"Route de Ferney 194, 1218 Le Grand-Saconnex",Route de Ferney 194,1218,Le Grand-Saconnex,Genf,022 312 08 08,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+Médical+TEOMERA+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/es41/centre-medical-teomera
Centre médical Teomera | Grand-Saconnex,"Route de Ferney 194a, 1218 Le Grand-Saconnex",Route de Ferney 194a,1218,Le Grand-Saconnex,Genf,022 312 08 08,"Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde), Hals- und Gesichtschirurgie, Hausarztmedizin (Allgemeinmedizin), Osteopathie, Pneumologie, Aktualisierung des Impfbuchs, Hausärztlicher Notfall, Vorsorgeuntersuchung | Check up",Unknown,https://www.google.ch/search?q=Centre+médical+Teomera+|+Grand-Saconnex+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/ep8x/centre-medical-teomera-grand-saconnex
Centre Médical Tranchées Florissant / Centre Médical Terrassière,"Route de Florissant 1, 1206 Genf",Route de Florissant 1,1206,Genf,Genf,022 347 40 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+Médical+Tranchées+Florissant+/+Centre+Médical+Terrassière+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep1o/centre-medical-tranchees-florissant-centre-medical-terrassiere
Centre Médico-Chirurgical,"Rue de Vermont 9A, 1202 Genf",Rue de Vermont 9A,1202,Genf,Genf,022 734 51 50,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",Unknown,https://www.google.ch/search?q=Centre+Médico-Chirurgical+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es8m/centre-medico-chirurgical
Centre Médico-Chirurgical de Cornavin,"Rue du Jura 1, 1201 Genf",Rue du Jura 1,1201,Genf,Genf,022 595 11 11,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",Unknown,https://www.google.ch/search?q=Centre+Médico-Chirurgical+de+Cornavin+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw6/centre-medico-chirurgical-de-cornavin
Centre médico-chirurgical des Eaux-Vives,"Avenue de la Gare-des- Eaux-Vives 3, 1207 Genf",Avenue de la Gare-des- Eaux-Vives 3,1207,Genf,Genf,022 737 47 47,"Allgemeine Innere Medizin, Pneumologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",Unknown,https://www.google.ch/search?q=Centre+médico-chirurgical+des+Eaux-Vives+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezy/centre-medico-chirurgical-des-eaux-vives
Centre Ophtalmologique Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Place de Cornavin 7,1201,Genf,Genf,022 959 75 74,"Augenheilkunde, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Katarakt-Chirurgie | Grauer Star-Operation, Konjunktivitis | Bindehautentzündung, Kurzsichtigkeit | Myopie, Sehstörung, Sehtest für den Führerschein",Unknown,https://www.google.ch/search?q=Centre+Ophtalmologique+Gare+Cornavin+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e19j/centre-ophtalmologique-gare-cornavin
"Centre Ophtalmologique, Lancy Pont-Rouge","Place de Pont-Rouge 5, 1212 Lancy",Place de Pont-Rouge 5,1212,Lancy,Genf,022 959 75 76,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Brille, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Keratokonus | Hornhautkegel, Konjunktivitis | Bindehautentzündung, Pädiatrische Ophthalmologie, Sehstörung, Sehtest für den Führerschein",Unknown,"https://www.google.ch/search?q=Centre+Ophtalmologique,+Lancy+Pont-Rouge+Lancy",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e19l/centre-ophtalmologique-lancy-pont-rouge
