name,address,canton,url
Cabinet de groupe Dr. Schils / Dr. Tochon,"Chemin de Beau-Soleil 12, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezrd/cabinet-de-groupe-dr-schils-dr-tochon
Cabinet de groupe Rue des Deux-Ponts 20 Genève,"Rue des Deux-Ponts 20, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es71/cabinet-de-groupe-rue-des-deux-ponts-20-geneve
Cabinet de Rive,"Boulevard Helvétique 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqdv/cabinet-de-rive
Cabinet Dr. Liengme Nicolas,"Avenue Blanc 49, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxq/cabinet-dr-liengme-nicolas
Cabinet Dr. Robyr Susini Romaine,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ebxa/cabinet-dr-robyr-susini-romaine
Cabinet Dr Valérie Uldry et Dr Muriel Candolfi,"Boulevard de Saint-Georges 72, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/emw/cabinet-dr-valerie-uldry-et-dr-muriel-candolfi
Cabinet Médical de l'Amandolier,"Route de Chêne 34, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7n/cabinet-medical-de-l-amandolier
Cabinet Médical du Corbusier,"Rue Le-Corbusier 18, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezmq/cabinet-medical-du-corbusier
Centre de l'Oeil Acacias,"Rue des Epinettes 19, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ep38/centre-de-l-oeil-acacias
Centre de l'Oeil Carouge,"Rue Ancienne 45, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ep4c/centre-de-l-oeil-carouge
Centre de l'Oeil Chantepoulet,"Rue de Chantepoulet 10, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ei0y/centre-de-l-oeil-chantepoulet
Centre de l'Oeil Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep39/centre-de-l-oeil-jonction
Centre de l'Oeil Malagnou,"Rue Adrien-Lachenal 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep9s/centre-de-l-oeil-malagnou
Centre de l'Oeil Plainpalais,"Rue de Carouge 24, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep35/centre-de-l-oeil-plainpalais
Centre de l'Oeil Servette,"Rue de la Servette 61, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep4b/centre-de-l-oeil-servette
Centre de l'Oeil Vernier,"Route de Montfleury 3, 1214 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep4a/centre-de-l-oeil-vernier
Centre de l'Oeil Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ep34/centre-de-l-oeil-vesenaz
Centre de Médecine Interne et ses Spécialités - CMIS,"Avenue de la Roseraie 76A, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqht/centre-de-medecine-interne-et-ses-specialites-cmis
Centre de pédiatrie Eaux-Vives Gare,"Avenue de la Gare des Eaux-Vives 33, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eba93/centre-de-pediatrie-eaux-vives-gare
Centre de Psychothérapie de Varembé,"Rue de Vermont 37, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e3z/centre-de-psychotherapie-de-varembe
Centre d'oncologie des Eaux-Vives,"Rue Maunoir 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es59/centre-d-oncologie-des-eaux-vives
Centre d' oncologie et d'hématologie (Bâtiment E),"Route de Chêne 110, 1224 Chêne-Bougeries",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/es9p/centre-d-oncologie-et-d-hematologie-batiment-e
Centre médical 21,"Rue de Chantepoulet 21, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es9v/centre-medical-21
Centre Médical ARCHIMED NATIONS,"La Voie-Creuse 16, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e70q/centre-medical-archimed-nations
Centre médical Carteret,"Rue Antoine-Carteret 6, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es92/centre-medical-carteret
Centre médical Chêne-Bourg,"Rue de Genève 20, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etfx/centre-medical-chene-bourg
Centre Médical Croix d'Or,"Rue de la Croix-d'Or 7, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebae1/centre-medical-croix-d-or
Centre médical de Bernex,"Rue de Bernex 266, 1233 Bernex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/bernex/ekx/centre-medical-de-bernex
Centre Médical de Cressy,"Route de Loëx 99, 1232 Confignon",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/confignon/ed81/centre-medical-de-cressy
Centre Médical de La Chapelle,"Chemin de Compostelle 7, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/eqo1/centre-medical-de-la-chapelle
Centre Médical de la Chapelle,"Chemin de Compostelle 7, 1212 Grand-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/erc/centre-medical-de-la-chapelle
Centre Médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epyg/centre-medical-de-la-jonction
Centre médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etnx/centre-medical-de-la-jonction
Centre Médical de Lancy,"Route de Chancy 59c, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/ees1/centre-medical-de-lancy
Centre Médical de la Rue de Lausanne,"Rue de Lausanne 80, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy7/centre-medical-de-la-rue-de-lausanne
Centre Médical de la Servette,"Avenue De-Luserna 17, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epv2/centre-medical-de-la-servette
Centre Médical de Meyrin / CMM,"Rue des Lattes 21b, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ezu/centre-medical-de-meyrin-cmm
Centre Médical de Plainpalais,"Rue de Carouge 24, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ei0z/centre-medical-de-plainpalais
Centre médical de Pont-Rouge,"Place de Pont-Rouge 2, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e1tw/centre-medical-de-pont-rouge
Centre médical de Rive,"Rue d'Italie 11, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eyl/centre-medical-de-rive
Centre Médical des Acacias,"Rue des Epinettes 19, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ees2/centre-medical-des-acacias
Centre Médical de Satigny,"Route d'Aire-la-Ville 215, 1242 Satigny",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/satigny/epz4/centre-medical-de-satigny
Centre Médical des Charmilles,"Rue de Lyon 89-91, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy4/centre-medical-des-charmilles
Centre Médical des Charmilles,"Rue de Lyon 91, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7h/centre-medical-des-charmilles
"Centre Médical des Charmilles, Pédiatrie","Rue de Lyon 89, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ete1/centre-medical-des-charmilles-pediatrie
Centre médical de Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/es5x/centre-medical-de-vesenaz
Centre Médical du Grand-Lancy,"Avenue des Communes-Réunies 16, 1212 Grand-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/es4r/centre-medical-du-grand-lancy
Centre Médical du Grand-Saconnex,"Rue Sonnex 23, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/epy5/centre-medical-du-grand-saconnex
Centre Médical du Léman,"Rue Docteur-Alfred-Vincent 17, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebbzm/centre-medical-du-leman
Centre Médical du Léman,"Rue Alfred-Vincent 17, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ez1/centre-medical-du-leman
Centre Médical du Lignon,"Place du Lignon 2, 1219 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep2g/centre-medical-du-lignon
Centre médical du Lignon,"Place du Lignon 2, 1219 Le Lignon",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-lignon/es40/centre-medical-du-lignon
Centre Médical et Sportif de Peillonnex,"Rue de Genève 67, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etce/centre-medical-et-sportif-de-peillonnex
Centre Médical Florissant,"Route de Florissant 70, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etl0/centre-medical-florissant
Centre Médical Meyrin Village - 2ème étage,"Chemin Antoine-Verchère 6, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e88k/centre-medical-meyrin-village-2eme-etage
Centre médical Opale,"Chemin de la Gravière 3, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/e23w/centre-medical-opale
Centre médical Qorpus-Hirslanden,"Avenue de la Gare des Eaux-Vives 28, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e1ac/centre-medical-qorpus-hirslanden
Centre Médical TEOMERA,"Route de Ferney 194, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/es41/centre-medical-teomera
Centre médical Teomera | Grand-Saconnex,"Route de Ferney 194a, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/ep8x/centre-medical-teomera-grand-saconnex
Centre Médical Tranchées Florissant / Centre Médical Terrassière,"Route de Florissant 1, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep1o/centre-medical-tranchees-florissant-centre-medical-terrassiere
Centre Médico-Chirurgical,"Rue de Vermont 9A, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es8m/centre-medico-chirurgical
Centre Médico-Chirurgical de Cornavin,"Rue du Jura 1, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw6/centre-medico-chirurgical-de-cornavin
Centre médico-chirurgical des Eaux-Vives,"Avenue de la Gare-des- Eaux-Vives 3, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezy/centre-medico-chirurgical-des-eaux-vives
Centre Ophtalmologique Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e19j/centre-ophtalmologique-gare-cornavin
"Centre Ophtalmologique, Lancy Pont-Rouge","Place de Pont-Rouge 5, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e19l/centre-ophtalmologique-lancy-pont-rouge
Centre Ophtalmologique Meyrin Vergers,"Chemin de la Planche, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e19k/centre-ophtalmologique-meyrin-vergers
"Centre Ophtalmologique, Rive","Rue Pierre-Fatio 15, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebde/centre-ophtalmologique-rive
Centre Phénix Chêne,"Route de Chêne 100, 1224 Chêne-Bougeries",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/ebxx/centre-phenix-chene
Cité Générations,"Route de Chancy 98, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/e1e2/cite-generations
Clinique de Carouge,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ezw/clinique-de-carouge
Clinique de la Main - Genève,"Rue des Bains 35, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqjt/clinique-de-la-main-geneve
Clinique de l'Oeil Genève,"Route de Chancy 59a, 1213 Petit-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/ep4d/clinique-de-l-oeil-geneve
Clinique du Seujet - Dermatologie,"Quai du Seujet 14, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxo/clinique-du-seujet-dermatologie
Clinique et Permanence d'Onex,"Route de Chancy 98, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/eznv/clinique-et-permanence-d-onex
Clinique Générale Beaulieu - Oncologie,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezm6/clinique-generale-beaulieu-oncologie
CMMA Centre Médical Multidisciplinaire,"Route de Pré-Bois 20, 1215 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/es9i/cmma-centre-medical-multidisciplinaire
CrosMed,"Avenue Jules-Crosnier 6, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezqo/crosmed
DIP Office médico-pédagogique,"Rue David-Dufour 1, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxu/dip-office-medico-pedagogique
ECO Audition,"Rue de Lyon 89, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebej/eco-audition
Espace Périnatalité et Famille,"Chemin Edouard-Tavan 5, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxk/espace-perinatalite-et-famille
GENEVA MEDERI CLINIC,"Avenue de Champel 81, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxi/geneva-mederi-clinic
Genève-Médecins,"Avenue du Cardinal-Mermillod 36, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/es8i/geneve-medecins
GPL Garde Pédiatrique Lancy,"Route du Pont Butin 70, 1213 Petit-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/eqcb/gpl-garde-pediatrique-lancy
Groupe Médical Avanchet-Parc Pédiatrie,"Rue du Grand Bay 15, 1220 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/etbm/groupe-medical-avanchet-parc-pediatrie
Groupe Médical de Champel SA,"Avenue de Miremont 39, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxf/groupe-medical-de-champel-sa
Groupe Médical des Avanchets,"Rue du Grand Bay 15, 1220 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ebw9/groupe-medical-des-avanchets
Groupe médical du Petit Saconnex SA,"Chemin Moïse-Duboule 55, 1209 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/erv/groupe-medical-du-petit-saconnex-sa
Groupe Médico Chirurgical,"Rue de Genève 97-99, 1226 Thônex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/thonex/es45/groupe-medico-chirurgical
Helvetic Care Champel-Malagnou,"Avenue Calas 1, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etad/helvetic-care-champel-malagnou
Laserdermato,"Route de Saint-Julien 118, 1228 Plan-les-Ouates",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/plan-les-ouates/ebbn9/laserdermato
Les Psy Réunis,"Route d'Hermance 2, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ebxg/les-psy-reunis
Medbase Genève Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ece/medbase-geneve-gare-cornavin
Medical Center Notre Dame,"Rue Rousseau 38, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e8n5/medical-center-notre-dame
Médicentre Balexert - Centre commercial de Balexert,"Avenue Louis-Casaï 27, 1209 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ec0u/medicentre-balexert-centre-commercial-de-balexert
MEDISYN Genève Plainpalais,"Rond-Point de Plainpalais 5, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e2iv/medisyn-geneve-plainpalais
MV SANTE Clinique champel SA,"Avenue de Champel 42, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxs/mv-sante-clinique-champel-sa
MV Santé Vision Genève,"Avenue de Champel 42, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eyox/mv-sante-vision-geneve
OfficeMed | Centre Médical Georges-Favon,"Rue des Marbriers 4, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqi9/officemed-centre-medical-georges-favon
PhysioReflex Carouge,"Avenue de la Praille 37, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/e78z/physioreflex-carouge
Pôle Santé - Centre Médical de l’Étang,"Allée des Roseaux 6, 1219 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/e81c/pole-sante-centre-medical-de-l-etang
SamK NurseCare,"Place de Cornavin, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebb0h/samk-nursecare
Skinpulse Dermatology Center,"Rond-Point de Plainpalais 5, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxt/skinpulse-dermatology-center
SOS Médecins Cité Calvin,"Rue Louis-Favre 43, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7a/sos-medecins-cite-calvin
Swiss International Health Center SA,"Rue de Chantepoulet 25, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep8b/swiss-international-health-center-sa
Urocentre,"Rue de Rive 3, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebarn/urocentre
Vein Clinic,"Avenue de Champel 24, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebbzz/vein-clinic
Vision Laser,"Place de la Gare 1, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/ebxh/vision-laser
Adobes,"Chemin du Centenaire 5, 1008 Prilly",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/prilly/e0kk/adobes
AVENTIMED - Centre médical Avenchois,"Route d'Oleyres 2, 1580 Avenches",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/avenches/eeoh/aventimed-centre-medical-avenchois
Aventimed – Centre médical Avenchois,"Route du Pré-Vert 5b, 1580 Avenches",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/avenches/e7pe/aventimed-centre-medical-avenchois
Cabinet de groupe Avenue du Théâtre 7,"Avenue du Théâtre 7, 1005 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/evls/cabinet-de-groupe-avenue-du-theatre-7
Cabinet de groupe Dr. Bernard-Bagattini / Dr. Medinger / Dr. Tanner-Sahli,"Rue des Remparts 18, 1400 Yverdon-les-Bains",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/yverdon-les-bains/ecxf/cabinet-de-groupe-dr-bernard-bagattini-dr-medinger-dr-tanner-sahli
Cabinet de groupe Dr. Birchmeier / Dr. Widmer,"Avenue Juste-Olivier 2, 1006 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e0ns/cabinet-de-groupe-dr-birchmeier-dr-widmer
Cabinet de groupe Dr. Favre / Dr. Mizan,"Route de Lausanne 16, 1052 Le Mont-sur-Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/le-mont-sur-lausanne/e0l3/cabinet-de-groupe-dr-favre-dr-mizan
Cabinet de groupe Dr. Francillon / Dr. Gaillard / Dr. Hungerbühler,"Rue d'Orbe 27, 1400 Yverdon-les-Bains",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/yverdon-les-bains/eb4z/cabinet-de-groupe-dr-francillon-dr-gaillard-dr-hungerbuhler
Cabinet de groupe Dr. Jolidon / Dr. Schlaefli,"Rue des Remparts 18, 1400 Yverdon-les-Bains",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/yverdon-les-bains/e0or/cabinet-de-groupe-dr-jolidon-dr-schlaefli
Cabinet de groupe Dr. Lapointe / Dr. Liardet,"Avenue du Théâtre 7, 1005 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e0lv/cabinet-de-groupe-dr-lapointe-dr-liardet
Cabinet de groupe Dr. Mialon / Dr. Reinhardt Owlya,"Rue du Grand-Pont 10, 1003 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e0l1/cabinet-de-groupe-dr-mialon-dr-reinhardt-owlya
Cabinet de gynécologie et obstétrique - Drs Taramarcaz,"Chemin de la Batelière 4, 1007 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e0mt/cabinet-de-gynecologie-et-obstetrique-drs-taramarcaz
Cabinet de la Dre Yanka Kostova,"Chemin des Chézeaux 14, 1424 Champagne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/champagne/ebapm/cabinet-de-la-dre-yanka-kostova
Cabinet de Massothérapie St-Livres,"Rue Saint-Laurent 3, 1176 Saint-Livres",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/saint-livres/ep3f/cabinet-de-massotherapie-st-livres
Cabinet de Neurologie - Dr. med. Lettry Trouillat Renée et Dr. med. Bill Olivier,"Chemin du Joran 8b , 1260 Nyon",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/nyon/e0lw/cabinet-de-neurologie-dr-med-lettry-trouillat-renee-et-dr-med-bill-olivier
Cabinet Dr. Loiret-Bernal Cédric,"Avenue Centrale 104, 1885 Chesières",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/chesieres/ev13/cabinet-dr-loiret-bernal-cedric
Cabinet Dr. med. Gropetti Gwénaël + Dr. med. Atrash Sylvain,"Grand' Rue 62, 1820 Montreux",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/montreux/e0on/cabinet-dr-med-gropetti-gwenael-dr-med-atrash-sylvain
Cabinet Dr. med. Inoubli Le Roy Sarra et Dr. med. Vuadens-Lehmann Alyssa,"Rue Neuve 6, 1260 Nyon",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/nyon/e0lp/cabinet-dr-med-inoubli-le-roy-sarra-et-dr-med-vuadens-lehmann-alyssa
Cabinet Dr med. Nicod Laurent + Dr. med. Pérez Valdés Carlos,"Chemin des Croix-Rouges 5, 1007 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e0o8/cabinet-dr-med-nicod-laurent-dr-med-perez-valdes-carlos
Cabinet Dr. Moeri Roland,"Route de Chavannes 11, 1007 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/ev2w/cabinet-dr-moeri-roland
Cabinet du Dr Gilles Herren,"Route du Muids 3, 1272 Genolier",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/genolier/ebaqd/cabinet-du-dr-gilles-herren
Cabinet du Dr. Mivelaz - Centre médical d'Epalinges,"Route de la Corniche 1, 1066 Epalinges",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/epalinges/eqa3/cabinet-du-dr-mivelaz-centre-medical-d-epalinges
Cabinet médical de Cugy,"Route de Lausanne 13, 1053 Cugy VD",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/cugy/eb8z/cabinet-medical-de-cugy
Cabinet Médical du Chêne,"Rue du Collège 16, 1410 Thierrens",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/thierrens/evlv/cabinet-medical-du-chene
Centre Ados Riviera,"Rue de la Gare 13, 1820 Montreux",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/montreux/efv1/centre-ados-riviera
Centre Clinimed Lausanne | Médecine générale,"Rue Marterey 7, 1005 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e81z/centre-clinimed-lausanne-medecine-generale
Centre de l'Oeil - Aigle,"Rue du Bourg 11, 1860 Aigle",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/aigle/e5g8/centre-de-l-oeil-aigle
Centre de l'Oeil - Cheseaux,"Route de Lausanne 9, 1033 Cheseaux-sur-Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/cheseaux-sur-lausanne/e5g6/centre-de-l-oeil-cheseaux
Centre de l'Oeil - Lausanne,"Place de la Gare 4, 1003 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/e5g5/centre-de-l-oeil-lausanne
Centre de l'Oeil - Montreux,"Rue du Quai 1, 1820 Montreux",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/montreux/e5g9/centre-de-l-oeil-montreux
Centre de l'Oeil - Renens,"Rue du Midi 15, 1020 Renens",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/renens/e5g7/centre-de-l-oeil-renens
Centre de neurologie,"Chemin de la Brume 2, 1110 Morges",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/morges/ebb05/centre-de-neurologie
Centre de soins ambulatoires pédiatriques - USAP,"Route de Chavannes 9, 1007 Lausanne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/lausanne/ebbic/centre-de-soins-ambulatoires-pediatriques-usap
Centre des Pâquis,"Rue Henry-Dunant 20, 1110 Morges",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/morges/ebaz2/centre-des-paquis
Centre de vaccination itinérant,"Chemin du Crêt 2, 1110 Morges",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/morges/e7oa/centre-de-vaccination-itinerant
Centre La Lignière - Crissier,"Chemin des Lentillières 1a, 1023 Crissier",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/crissier/e7fd/centre-la-ligniere-crissier
Centre médical Arcades EPFL,"Route Louis-Favre 6a, 1024 Ecublens VD",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/ecublens/evmp/centre-medical-arcades-epfl
Centre Médical Aubonne,"Rue de Trévelin 67, 1170 Aubonne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/aubonne/evn6/centre-medical-aubonne
Centre médical Charpentiers,"Rue Centrale 24, 1110 Morges",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/morges/evja/centre-medical-charpentiers
Centre médical d'Aubonne,"Rue de Trévelin 67, 1170 Aubonne",Waadt,https://www.onedoc.ch/de/medizinisches-zentrum/aubonne/ebaz0/centre-medical-d-aubonne
