name,address,street,postal_code,city,canton,phone,professions,official_website,google_search_url,type,url,Zuweisung,Triggered_Keywords
Centre Médical des Charmilles,"Rue de Lyon 91, 1203 Genf",Rue de Lyon 91,1203,Genf,Genf,022 319 25 25,"Allgemeine Innere Medizin, Kinder- und Jugendpsychiatrie, Psychiatrie, Psychotherapie",https://www.magellan.ch/centre/centre-medical-charmilles/,https://www.google.ch/search?q=Centre+Médical+des+Charmilles+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7h/centre-medical-des-charmilles,0,
"Centre Médical des Charmilles, Pédiatrie","Rue de Lyon 89, 1203 Genf",Rue de Lyon 89,1203,Genf,Genf,022 319 25 29,Pädiatrie,https://www.magellan.ch/centre/centre-medical-charmilles/,"https://www.google.ch/search?q=Centre+Médical+des+Charmilles,+Pédiatrie+Genf",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ete1/centre-medical-des-charmilles-pediatrie,0,
Centre médical de Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Route de Thonon 42,1222,Vésenaz,Genf,022 716 16 16,"Allergologie und Immunologie, Allgemeine Innere Medizin, Anästhesiologie, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Kardiologie, Neurologie, Pneumologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.cmvesenaz.ch/,https://www.google.ch/search?q=Centre+médical+de+Vésenaz+Vésenaz,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/es5x/centre-medical-de-vesenaz,1,référence
Centre Médical du Grand-Lancy,"Avenue des Communes-Réunies 16, 1212 Grand-Lancy",Avenue des Communes-Réunies 16,1212,Grand-Lancy,Genf,022 884 34 10,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://cmgl.ch/,https://www.google.ch/search?q=Centre+Médical+du+Grand-Lancy+Grand-Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/es4r/centre-medical-du-grand-lancy,0,
Centre Médical du Grand-Saconnex,"Rue Sonnex 23, 1218 Le Grand-Saconnex",Rue Sonnex 23,1218,Le Grand-Saconnex,Genf,022 319 18 18,"Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Physiotherapie, Pädiatrie",https://www.magellan.ch/centre/centre-medical-grand-saconnex/,https://www.google.ch/search?q=Centre+Médical+du+Grand-Saconnex+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/epy5/centre-medical-du-grand-saconnex,0,
Centre Médical du Léman,"Rue Docteur-Alfred-Vincent 17, 1201 Genf",Rue Docteur-Alfred-Vincent 17,1201,Genf,Genf,022 716 06 60,"Hausarztmedizin (Allgemeinmedizin), HIV-Test",https://www.cmleman.ch/,https://www.google.ch/search?q=Centre+Médical+du+Léman+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebbzm/centre-medical-du-leman,0,
Centre Médical du Léman,"Rue Alfred-Vincent 17, 1201 Genf",Rue Alfred-Vincent 17,1201,Genf,Genf,022 716 06 60,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie, Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie, Pädiatrie, Radiologie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.cmleman.ch/,https://www.google.ch/search?q=Centre+Médical+du+Léman+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ez1/centre-medical-du-leman,0,
Centre Médical du Lignon,"Place du Lignon 2, 1219 Vernier",Place du Lignon 2,1219,Vernier,Genf,022 796 25 25,"Chirurgie, Gynäkologie und Geburtshilfe",https://www.cmlignon.ch/,https://www.google.ch/search?q=Centre+Médical+du+Lignon+Vernier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep2g/centre-medical-du-lignon,0,
Centre médical du Lignon,"Place du Lignon 2, 1219 Le Lignon",Place du Lignon 2,1219,Le Lignon,Genf,022 796 25 25,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Psychiatrie, Psychotherapie, Rheumatologie",https://www.cmlignon.ch/,https://www.google.ch/search?q=Centre+médical+du+Lignon+Le+Lignon,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-lignon/es40/centre-medical-du-lignon,0,
Centre Médical et Sportif de Peillonnex,"Rue de Genève 67, 1225 Chêne-Bourg",Rue de Genève 67,1225,Chêne-Bourg,Genf,022 860 06 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://cmsp.ch/,https://www.google.ch/search?q=Centre+Médical+et+Sportif+de+Peillonnex+Chêne-Bourg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etce/centre-medical-et-sportif-de-peillonnex,0,
Centre Médical Florissant,"Route de Florissant 70, 1206 Genf",Route de Florissant 70,1206,Genf,Genf,022 347 39 11,Unknown,,https://www.google.ch/search?q=Centre+Médical+Florissant+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etl0/centre-medical-florissant,0,
Centre Médical Meyrin Village - 2ème étage,"Chemin Antoine-Verchère 6, 1217 Meyrin",Chemin Antoine-Verchère 6,1217,Meyrin,Genf,022 303 38 38,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hausärztlicher Notfall, Vorsorgeuntersuchung | Check up",https://cmmv.ch/,https://www.google.ch/search?q=Centre+Médical+Meyrin+Village+-+2ème+étage+Meyrin,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e88k/centre-medical-meyrin-village-2eme-etage,0,
Centre médical Opale,"Chemin de la Gravière 3, 1225 Chêne-Bourg",Chemin de la Gravière 3,1225,Chêne-Bourg,Genf,022 869 00 70,"Akupunktur, Allgemeine Innere Medizin, Endokrinologie und Diabetologie, HNO (Hals-, Nasen-, Ohrenheilkunde), Hausarztmedizin (Allgemeinmedizin), Nephrologie, Pädiatrie, Diabetes, Diabetes mellitus Typ 1, Diabetes mellitus Typ 2, Gestationsdiabetes | Schwangerschaftsdiabetes, Insulinpumpe",https://www.magellan.ch/centre/centre-medical-opale/,https://www.google.ch/search?q=Centre+médical+Opale+Chêne-Bourg,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/e23w/centre-medical-opale,0,
Centre médical Qorpus-Hirslanden,"Avenue de la Gare des Eaux-Vives 28, 1208 Genf",Avenue de la Gare des Eaux-Vives 28,1208,Genf,Genf,022 566 66 00,"Allgemeine Innere Medizin, Augenchirurgie, Augenheilkunde, Endokrinologie und Diabetologie, Gynäkologie und Geburtshilfe, Hämatologie, Infektiologie, Kinderpneumologie, Pädiatrie, Pädiatrische Rheumatologie, Glaukom | Grüner Star, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Katarakt | Grauer Star, Pädiatrischer Notfall | Kindernotfall, Tränenwegchirurgie, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",https://www.hirslanden.ch/en/clinique-des-grangettes/centres-et-instituts/qorpus-medical-center.html,https://www.google.ch/search?q=Centre+médical+Qorpus-Hirslanden+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e1ac/centre-medical-qorpus-hirslanden,0,
Centre Médical TEOMERA,"Route de Ferney 194, 1218 Le Grand-Saconnex",Route de Ferney 194,1218,Le Grand-Saconnex,Genf,022 312 08 08,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin)",https://teomera.ch/,https://www.google.ch/search?q=Centre+Médical+TEOMERA+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/es41/centre-medical-teomera,1,référence
Centre médical Teomera | Grand-Saconnex,"Route de Ferney 194a, 1218 Le Grand-Saconnex",Route de Ferney 194a,1218,Le Grand-Saconnex,Genf,022 312 08 08,"Allgemeine Innere Medizin, HNO (Hals-, Nasen-, Ohrenheilkunde), Hals- und Gesichtschirurgie, Hausarztmedizin (Allgemeinmedizin), Osteopathie, Pneumologie, Aktualisierung des Impfbuchs, Hausärztlicher Notfall, Vorsorgeuntersuchung | Check up",https://teomera.ch/,https://www.google.ch/search?q=Centre+médical+Teomera+|+Grand-Saconnex+Le+Grand-Saconnex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/ep8x/centre-medical-teomera-grand-saconnex,1,référence
Centre Médical Tranchées Florissant / Centre Médical Terrassière,"Route de Florissant 1, 1206 Genf",Route de Florissant 1,1206,Genf,Genf,022 347 40 00,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",https://cmtf.ch/,https://www.google.ch/search?q=Centre+Médical+Tranchées+Florissant+/+Centre+Médical+Terrassière+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep1o/centre-medical-tranchees-florissant-centre-medical-terrassiere,0,
Centre Médico-Chirurgical,"Rue de Vermont 9A, 1202 Genf",Rue de Vermont 9A,1202,Genf,Genf,022 734 51 50,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin)",,https://www.google.ch/search?q=Centre+Médico-Chirurgical+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es8m/centre-medico-chirurgical,0,
Centre Médico-Chirurgical de Cornavin,"Rue du Jura 1, 1201 Genf",Rue du Jura 1,1201,Genf,Genf,022 595 11 11,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://cmccornavin.ch/,https://www.google.ch/search?q=Centre+Médico-Chirurgical+de+Cornavin+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw6/centre-medico-chirurgical-de-cornavin,0,
Centre médico-chirurgical des Eaux-Vives,"Avenue de la Gare-des- Eaux-Vives 3, 1207 Genf",Avenue de la Gare-des- Eaux-Vives 3,1207,Genf,Genf,022 737 47 47,"Allgemeine Innere Medizin, Pneumologie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",,https://www.google.ch/search?q=Centre+médico-chirurgical+des+Eaux-Vives+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezy/centre-medico-chirurgical-des-eaux-vives,0,
Centre Ophtalmologique Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Place de Cornavin 7,1201,Genf,Genf,022 959 75 74,"Augenheilkunde, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Katarakt-Chirurgie | Grauer Star-Operation, Konjunktivitis | Bindehautentzündung, Kurzsichtigkeit | Myopie, Sehstörung, Sehtest für den Führerschein",,https://www.google.ch/search?q=Centre+Ophtalmologique+Gare+Cornavin+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e19j/centre-ophtalmologique-gare-cornavin,0,
"Centre Ophtalmologique, Lancy Pont-Rouge","Place de Pont-Rouge 5, 1212 Lancy",Place de Pont-Rouge 5,1212,Lancy,Genf,022 959 75 76,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Brille, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Keratokonus | Hornhautkegel, Konjunktivitis | Bindehautentzündung, Pädiatrische Ophthalmologie, Sehstörung, Sehtest für den Führerschein",,"https://www.google.ch/search?q=Centre+Ophtalmologique,+Lancy+Pont-Rouge+Lancy",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e19l/centre-ophtalmologique-lancy-pont-rouge,0,
Centre Ophtalmologique Meyrin Vergers,"Chemin de la Planche, 1217 Meyrin",Chemin de la Planche,1217,Meyrin,Genf,022 959 75 77,"Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Blepharoplastik | Augenlidchirurgie, Glaukom | Grüner Star, Katarakt-Chirurgie | Grauer Star-Operation, Keratokonus | Hornhautkegel, Konjunktivitis | Bindehautentzündung, Pädiatrische Ophthalmologie, Sehstörung, Sehtest für den Führerschein",,https://www.google.ch/search?q=Centre+Ophtalmologique+Meyrin+Vergers+Meyrin,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e19k/centre-ophtalmologique-meyrin-vergers,0,
"Centre Ophtalmologique, Rive","Rue Pierre-Fatio 15, 1204 Genf",Rue Pierre-Fatio 15,1204,Genf,Genf,022 959 75 75,"Augenheilkunde, Orthoptik, Altersbedingte Makuladegeneration | AMD, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Funduskopie | Ophthalmoskopie | Augenspiegelung | Spaltlampenuntersuchung, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Konjunktivitis | Bindehautentzündung, Kontaktlinsen, Kurzsichtigkeit | Myopie, Pädiatrische Ophthalmologie, Sehtest für den Führerschein, Trockene Augen, Uveitis, Vorsorgeuntersuchung Diabetische Retinopathie",https://www.ophtarive.ch/nos_centres_en,"https://www.google.ch/search?q=Centre+Ophtalmologique,+Rive+Genf",Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebde/centre-ophtalmologique-rive,0,
Centre Phénix Chêne,"Route de Chêne 100, 1224 Chêne-Bougeries",Route de Chêne 100,1224,Chêne-Bougeries,Genf,022 404 02 10,"Allgemeine Innere Medizin, Psychiatrie, Psychotherapie",https://www.phenix.ch/centre/chene/,https://www.google.ch/search?q=Centre+Phénix+Chêne+Chêne-Bougeries,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/ebxx/centre-phenix-chene,0,
Cité Générations,"Route de Chancy 98, 1213 Onex",Route de Chancy 98,1213,Onex,Genf,022 709 00 23,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.cite-generations.ch/,https://www.google.ch/search?q=Cité+Générations+Onex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/onex/e1e2/cite-generations,0,
Clinique de Carouge,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Avenue Cardinal-Mermillod 1,1227,Carouge,Genf,022 309 45 45,"Allgemeine Innere Medizin, COVID-19 Test, Chirurgie, Dermatologie und Venerologie, Geburtsbegleitung, Grippeimpfung, Gynäkologie und Geburtshilfe, HNO (Hals-, Nasen-, Ohrenheilkunde), Hebammen, Hypnotherapie, Hämatologie, Kardiologie, Medizinische Hypnose, Notfallmedizin, Orthopädische Chirurgie, Proktologie, Psychiatrie, Psychotherapie, Pädiatrie, Urologie, Arterielle Hypertonie, Blasenkrebs | Blasenkarzinom, Blasenspiegelung | Urethrozystoskopie, Echokardiografie | Herzultraschall, Erektile Dysfunktion (ED) | Potenzstörung | Erektionsstörung | Impotenz, Ergometrie | Belastungstest | Leistungstest, Harninkontinenz | Blasenschwäche, Hausärztlicher Notfall, Herz-Kreislauf-Prävention | CardioCheck, Hodenbiopsie (TESE), Hodentumor | Hodenkrebs | Hodenkarzinom, Holter EKG | Langzeit-EKG, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung, Nierenkrebs | Nierenkarzinom, Nierensteine, Prostata-Biopsie, Prostatakrebs | Prostatakarzinom, Vorsorgeuntersuchung Harnwegsinfektionen",https://www.cliniquedecarouge.ch/,https://www.google.ch/search?q=Clinique+de+Carouge+Carouge,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ezw/clinique-de-carouge,0,
Clinique de la Main - Genève,"Rue des Bains 35, 1205 Genf",Rue des Bains 35,1205,Genf,Genf,022 595 08 08,"Handchirurgie, Orthopädische Chirurgie, Plastische, rekonstruktive und ästhetische Chirurgie, Handspezialist",https://cliniquemain-geneve.ch/,https://www.google.ch/search?q=Clinique+de+la+Main+-+Genève+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqjt/clinique-de-la-main-geneve,1,référence
Clinique de l'Oeil Genève,"Route de Chancy 59a, 1213 Petit-Lancy",Route de Chancy 59a,1213,Petit-Lancy,Genf,022 879 12 34,"Augenchirurgie, Augenheilkunde, Optometrie, Orthoptik, Altersbedingte Makuladegeneration | AMD, Astigmatismus-Chirurgie, Augencheck | Untersuchung der Sehkraft | Visustest, Brille, Chirurgie der Hypermetropie | Chirurgie der Weitsichtigkeit, Chirurgie der Myopie | Chirurgie der Kurzsichtigkeit, Chirurgie der Presbyopie | Chirurgie der Alterssichtigkeit, Gesichtsfeld, Glaukom | Grüner Star, Katarakt | Grauer Star, Katarakt-Chirurgie | Grauer Star-Operation, Konjunktivitis | Bindehautentzündung, Kontaktlinsen, Kurzsichtigkeit | Myopie, Lasik | Augenlaserbehandlung, Netzhautchirurgie, Ophthalmo-Diabetologie, Pädiatrische Ophthalmologie, Refraktive Chirurgie, Sehstörung, Sehtest für den Führerschein, Trockene Augen",https://www.cliniqueoeil-ono.ch/centre/clinique-geneve/,https://www.google.ch/search?q=Clinique+de+l'Oeil+Genève+Petit-Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/ep4d/clinique-de-l-oeil-geneve,0,
Clinique du Seujet - Dermatologie,"Quai du Seujet 14, 1201 Genf",Quai du Seujet 14,1201,Genf,Genf,022 888 14 14,"Dermatologie und Venerologie, Homöopathie, Akne, Ekzem, Hautcheck, Hautkrebs, Injektion von Botulinumtoxin, Injektion von Hyaluronsäure, Melanom, Muttermalkontrolle, Psoriasis | Schuppenflechte, Pädiatrische Dermatologie, Sexuell übertragbare Krankheiten | Sexuell übertragbare Infektionen (STD/STI)",,https://www.google.ch/search?q=Clinique+du+Seujet+-+Dermatologie+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxo/clinique-du-seujet-dermatologie,0,
Clinique et Permanence d'Onex,"Route de Chancy 98, 1213 Onex",Route de Chancy 98,1213,Onex,Genf,022 709 00 00,"Allgemeine Innere Medizin, Hämatologie, Medizinische Onkologie",https://www.cite-generations.ch/,https://www.google.ch/search?q=Clinique+et+Permanence+d'Onex+Onex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/onex/eznv/clinique-et-permanence-d-onex,0,
Clinique Générale Beaulieu - Oncologie,"Chemin de Beau-Soleil 22, 1206 Genf",Chemin de Beau-Soleil 22,1206,Genf,Genf,022 789 34 14,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Hämatologie, Medizinische Onkologie",https://www.swissmedical.net/en/hospitals/generale-beaulieu/centres/oncology,https://www.google.ch/search?q=Clinique+Générale+Beaulieu+-+Oncologie+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezm6/clinique-generale-beaulieu-oncologie,0,
CMMA Centre Médical Multidisciplinaire,"Route de Pré-Bois 20, 1215 Meyrin",Route de Pré-Bois 20,1215,Meyrin,Genf,022 788 35 50,Allgemeine Innere Medizin,https://www.cmma.ch/,https://www.google.ch/search?q=CMMA+Centre+Médical+Multidisciplinaire+Meyrin,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/es9i/cmma-centre-medical-multidisciplinaire,0,
CrosMed,"Avenue Jules-Crosnier 6, 1206 Genf",Avenue Jules-Crosnier 6,1206,Genf,Genf,022 789 66 66,Allgemeine Innere Medizin,,https://www.google.ch/search?q=CrosMed+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezqo/crosmed,0,
DIP Office médico-pédagogique,"Rue David-Dufour 1, 1205 Genf",Rue David-Dufour 1,1205,Genf,Genf,022 388 67 00,"Hausarztmedizin (Allgemeinmedizin), Kinder- und Jugendpsychiatrie, Kinderpsychotherapie, Psychiatrie, Psychotherapie",https://www.ge.ch/organisation/direction-generale-office-medico-pedagogique,https://www.google.ch/search?q=DIP+Office+médico-pédagogique+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxu/dip-office-medico-pedagogique,0,
ECO Audition,"Rue de Lyon 89, 1203 Genf",Rue de Lyon 89,1203,Genf,Genf,022 547 42 14,Hörberatung,https://www.eco-audition.ch/,https://www.google.ch/search?q=ECO+Audition+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebej/eco-audition,0,
Espace Périnatalité et Famille,"Chemin Edouard-Tavan 5, 1206 Genf",Chemin Edouard-Tavan 5,1206,Genf,Genf,022 346 32 30,Unknown,http://epfa.ch/,https://www.google.ch/search?q=Espace+Périnatalité+et+Famille+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxk/espace-perinatalite-et-famille,0,
GENEVA MEDERI CLINIC,"Avenue de Champel 81, 1206 Genf",Avenue de Champel 81,1206,Genf,Genf,022 347 44 22,"Allgemeine Innere Medizin, Chirurgie, Hausarztmedizin (Allgemeinmedizin), Kardiologie, Urologie",https://gm-clinic.ch/,https://www.google.ch/search?q=GENEVA+MEDERI+CLINIC+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxi/geneva-mederi-clinic,0,
Genève-Médecins,"Avenue du Cardinal-Mermillod 36, 1227 Carouge",Avenue du Cardinal-Mermillod 36,1227,Carouge,Genf,022 754 54 54,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Kardiologie",,https://www.google.ch/search?q=Genève-Médecins+Carouge,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/es8i/geneve-medecins,0,
GPL Garde Pédiatrique Lancy,"Route du Pont Butin 70, 1213 Petit-Lancy",Route du Pont Butin 70,1213,Petit-Lancy,Genf,022 879 57 00,"COVID-19 Test, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.gplancy.ch/,https://www.google.ch/search?q=GPL+Garde+Pédiatrique+Lancy+Petit-Lancy,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/eqcb/gpl-garde-pediatrique-lancy,0,
Groupe Médical Avanchet-Parc Pédiatrie,"Rue du Grand Bay 15, 1220 Vernier",Rue du Grand Bay 15,1220,Vernier,Genf,022 979 09 10,"Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.gmav.ch/,https://www.google.ch/search?q=Groupe+Médical+Avanchet-Parc+Pédiatrie+Vernier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/etbm/groupe-medical-avanchet-parc-pediatrie,0,
Groupe Médical de Champel SA,"Avenue de Miremont 39, 1206 Genf",Avenue de Miremont 39,1206,Genf,Genf,022 888 44 00,"Allgemeine Innere Medizin, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Reproduktionsmedizin, Bauchspiegelung | Laparoskopie, Endometriose, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Verkehrsmedizinische Kontrolluntersuchung STUFE 1",https://www.gmch.ch/,https://www.google.ch/search?q=Groupe+Médical+de+Champel+SA+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxf/groupe-medical-de-champel-sa,0,
Groupe Médical des Avanchets,"Rue du Grand Bay 15, 1220 Vernier",Rue du Grand Bay 15,1220,Vernier,Genf,022 979 09 20,Unknown,https://www.gmav.ch/,https://www.google.ch/search?q=Groupe+Médical+des+Avanchets+Vernier,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ebw9/groupe-medical-des-avanchets,0,
Groupe médical du Petit Saconnex SA,"Chemin Moïse-Duboule 55, 1209 Genf",Chemin Moïse-Duboule 55,1209,Genf,Genf,022 791 76 11,"Pädiatrie, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Pädiatrischer Notfall | Kindernotfall, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",,https://www.google.ch/search?q=Groupe+médical+du+Petit+Saconnex+SA+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/erv/groupe-medical-du-petit-saconnex-sa,0,
Groupe Médico Chirurgical,"Rue de Genève 97-99, 1226 Thônex",Rue de Genève 97-99,1226,Thônex,Genf,022 348 88 88,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Orthopädische Chirurgie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",,https://www.google.ch/search?q=Groupe+Médico+Chirurgical+Thônex,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/thonex/es45/groupe-medico-chirurgical,0,
Helvetic Care Champel-Malagnou,"Avenue Calas 1, 1206 Genf",Avenue Calas 1,1206,Genf,Genf,022 788 11 11,"Allgemeine Innere Medizin, Intensivmedizin, Plastische, rekonstruktive und ästhetische Chirurgie, Pädiatrie, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",,https://www.google.ch/search?q=Helvetic+Care+Champel-Malagnou+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etad/helvetic-care-champel-malagnou,0,
Laserdermato,"Route de Saint-Julien 118, 1228 Plan-les-Ouates",Route de Saint-Julien 118,1228,Plan-les-Ouates,Genf,022 566 70 90,"Allgemeine Innere Medizin, Ausmessen von Kompressionsstrümpfen, Blutentnahme | Blutprobe, Durchblutungsstörung, Elektrokardiogramm (EKG), Fadenentfernung | Klammerentfernung, Grippe | Influenza | Grippesymptome | Schnupfen, Harnwegsinfektion | Zystitis | Blasenentzündung, Hausärztlicher Notfall, Nagelbettentzündung | Panaritium, Pflege von Wunden | Wundbehandlung, Streptokokken-Test, Vorsorgeuntersuchung | Check up",https://laserdermato.ch/,https://www.google.ch/search?q=Laserdermato+Plan-les-Ouates,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/plan-les-ouates/ebbn9/laserdermato,1,référence
Les Psy Réunis,"Route d'Hermance 2, 1222 Vésenaz",Route d'Hermance 2,1222,Vésenaz,Genf,022 772 17 17,"Psychiatrie, Psychotherapie",https://lespsyreunis.ch/,https://www.google.ch/search?q=Les+Psy+Réunis+Vésenaz,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ebxg/les-psy-reunis,0,
Medbase Genève Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Place de Cornavin 7,1201,Genf,Genf,022 870 95 95,"Akupunktur, Allgemeine Innere Medizin, Angiologie, Hausarztmedizin (Allgemeinmedizin), Kardiologie, Manuelle Lymphdrainage, Orthopädie, Physikalische und Rehabilitative Medizin, Physiotherapie, Pneumologie, Psychologie, Sportmedizin, Traditionelle Chinesische Medizin (TCM), Elektrokardiogramm (EKG), Ergometrie | Belastungstest | Leistungstest, Holter EKG | Langzeit-EKG, Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.medbase.ch/fr/les-centres/detail/medbase-geneve-gare-cornavin,https://www.google.ch/search?q=Medbase+Genève+Gare+Cornavin+Genf,Gruppenpraxis,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ece/medbase-geneve-gare-cornavin,0,
