name,address,canton,url,Street / Number,ZIP Code,City
Stroke Center Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ew43/stroke-center-hirslanden,Witellikerstrasse 40,8008,Zürich
Swiss Augenzentrum - Dr. Schramm und Partner,"Schaffhauserstrasse 347, 8050 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewjs/swiss-augenzentrum-dr-schramm-und-partner,Schaffhauserstrasse 347,8050,Zürich
Swiss Medi Kids Winterthur,"Archplatz 2, 3. Etage, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/etzn/swiss-medi-kids-winterthur,Archplatz 2,8400,Winterthur
Swiss Medi Kids Winterthur,"Archplatz 2, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/e4x7/swiss-medi-kids-winterthur,Archplatz 2,8400,Winterthur
Swiss Medi Kids Zürich,"Bahnhofplatz 9, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/e2mp/swiss-medi-kids-zurich,Bahnhofplatz 9,8001,Zürich
Swiss Medi Kids Zürich,"Bahnhofplatz 9, 4. Etage, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/etzm/swiss-medi-kids-zurich,Bahnhofplatz 9,8001,Zürich
Swiss Neuro Institute Neurochirurgie,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq4y/swiss-neuro-institute-neurochirurgie,Witellikerstrasse 40,8032,Zürich
Talacker Augen Zentrum Zürich,"Pelikanstrasse 18, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/esdw/talacker-augen-zentrum-zurich,Pelikanstrasse 18,8001,Zürich
Uroviva Praxis Bulach,"Zürichstrasse 5, 8180 Bülach",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/bulach/ewl6/uroviva-praxis-bulach,Zürichstrasse 5,8180,Bülach
Vista Augenklinik Zürich,"Sihlstrasse 37, 8001 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ergd/vista-augenklinik-zurich,Sihlstrasse 37,8001,Zürich
VIVA Hausärzte,"Zürichstrasse 5 , 8180 Bülach",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/bulach/e00w/viva-hausarzte,Zürichstrasse 5,8180,Bülach
Winti Vision,"Stadthausstrasse 71, 8400 Winterthur",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/winterthur/ewzs/winti-vision,Stadthausstrasse 71,8400,Winterthur
Wirbelsäulen- und Schmerz-Clinic Zürich Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ermb/wirbelsaulen-und-schmerz-clinic-zurich-klinik-hirslanden,Witellikerstrasse 40,8032,Zürich
wollimed ag,"Tannenrauchstrasse 88/90, 8038 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/etxx/wollimed-ag,Tannenrauchstrasse 88/90,8038,Zürich
ZADZ Zentrum für Angst- und Depressionsbehandlung Zürich,"Riesbachstrasse 61, 8008 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewqy/zadz-zentrum-fur-angst-und-depressionsbehandlung-zurich,Riesbachstrasse 61,8008,Zürich
Zentrum für Integrative Onkologie (ZIO) - Paracelsus-Spital Richterswil,"Bergstrasse 16, 8805 Richterswil",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/richterswil/exdj/zentrum-fur-integrative-onkologie-zio-paracelsus-spital-richterswil,Bergstrasse 16,8805,Richterswil
Zentrum für integrative Psychiatrie und,"Weinbergstrasse 29, 8006 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/ewk8/zentrum-fur-integrative-psychiatrie-und,Weinbergstrasse 29,8006,Zürich
Zentrum für Urologie Zürich - Klinik Hirslanden,"Witellikerstrasse 40, 8032 Zürich",Zürich,https://www.onedoc.ch/de/medizinisches-zentrum/zurich/eq50/zentrum-fur-urologie-zurich-klinik-hirslanden,Witellikerstrasse 40,8032,Zürich
AESTHETICS CLINIC - Centre de Chirurgie Plastique & Médecine Esthétique,"Rue du Rhône 17, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep7l/aesthetics-clinic-centre-de-chirurgie-plastique-medecine-esthetique,Rue du Rhône 17,1204,Genf
Cabinet daccueil périnatal,"Route de Chêne 11, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw8/cabinet-d-accueil-perinatal,Route de Chêne 11,1207,Genf
Cabinet de groupe des Dr. de Senarclens,"Avenue Jacob-Daniel Maillard 11, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ezp2/cabinet-de-groupe-des-dr-de-senarclens,Avenue Jacob-Daniel Maillard 11,1217,Meyrin
Cabinet de groupe Dr. Brunelli / Dr. Fournet Irion,"Avenue de Champel 24, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezmk/cabinet-de-groupe-dr-brunelli-dr-fournet-irion,Avenue de Champel 24,1206,Genf
Cabinet de groupe Dr. Cantero Pérez / Dr. Miserez Zaugg,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es6i/cabinet-de-groupe-dr-cantero-perez-dr-miserez-zaugg,Chemin de Beau-Soleil 22,1206,Genf
Cabinet de groupe Dr. Mossaz / Dr. Ricou,"Chemin de Beau-Soleil 12, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etk8/cabinet-de-groupe-dr-mossaz-dr-ricou,Chemin de Beau-Soleil 12,1206,Genf
Cabinet de groupe Dr. Munier / Dr. Weber,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezqw/cabinet-de-groupe-dr-munier-dr-weber,Chemin de Beau-Soleil 22,1206,Genf
Cabinet de groupe Dr. Schils / Dr. Tochon,"Chemin de Beau-Soleil 12, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezrd/cabinet-de-groupe-dr-schils-dr-tochon,Chemin de Beau-Soleil 12,1206,Genf
Cabinet de groupe Rue des Deux-Ponts 20 Genève,"Rue des Deux-Ponts 20, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es71/cabinet-de-groupe-rue-des-deux-ponts-20-geneve,Rue des Deux-Ponts 20,1205,Genf
Cabinet de Rive,"Boulevard Helvétique 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqdv/cabinet-de-rive,Boulevard Helvétique 26,1207,Genf
Cabinet Dr. Liengme Nicolas,"Avenue Blanc 49, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxq/cabinet-dr-liengme-nicolas,Avenue Blanc 49,1202,Genf
Cabinet Dr. Robyr Susini Romaine,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ebxa/cabinet-dr-robyr-susini-romaine,Avenue Jacob-Daniel Maillard 3,1217,Meyrin
Cabinet Dr Valérie Uldry et Dr Muriel Candolfi,"Boulevard de Saint-Georges 72, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/emw/cabinet-dr-valerie-uldry-et-dr-muriel-candolfi,Boulevard de Saint-Georges 72,1205,Genf
Cabinet Médical de l'Amandolier,"Route de Chêne 34, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7n/cabinet-medical-de-l-amandolier,Route de Chêne 34,1208,Genf
Cabinet Médical du Corbusier,"Rue Le-Corbusier 18, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezmq/cabinet-medical-du-corbusier,Rue Le-Corbusier 18,1208,Genf
Centre de l'Oeil Acacias,"Rue des Epinettes 19, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ep38/centre-de-l-oeil-acacias,Rue des Epinettes 19,1227,Carouge
Centre de l'Oeil Carouge,"Rue Ancienne 45, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ep4c/centre-de-l-oeil-carouge,Rue Ancienne 45,1227,Carouge
Centre de l'Oeil Chantepoulet,"Rue de Chantepoulet 10, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ei0y/centre-de-l-oeil-chantepoulet,Rue de Chantepoulet 10,1201,Genf
Centre de l'Oeil Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep39/centre-de-l-oeil-jonction,Rue des Deux-Ponts 12,1205,Genf
Centre de l'Oeil Malagnou,"Rue Adrien-Lachenal 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep9s/centre-de-l-oeil-malagnou,Rue Adrien-Lachenal 26,1207,Genf
Centre de l'Oeil Plainpalais,"Rue de Carouge 24, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep35/centre-de-l-oeil-plainpalais,Rue de Carouge 24,1205,Genf
Centre de l'Oeil Servette,"Rue de la Servette 61, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep4b/centre-de-l-oeil-servette,Rue de la Servette 61,1202,Genf
Centre de l'Oeil Vernier,"Route de Montfleury 3, 1214 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep4a/centre-de-l-oeil-vernier,Route de Montfleury 3,1214,Vernier
Centre de l'Oeil Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ep34/centre-de-l-oeil-vesenaz,Route de Thonon 42,1222,Vésenaz
Centre de Médecine Interne et ses Spécialités - CMIS,"Avenue de la Roseraie 76A, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqht/centre-de-medecine-interne-et-ses-specialites-cmis,Avenue de la Roseraie 76A,1205,Genf
Centre de pédiatrie Eaux-Vives Gare,"Avenue de la Gare des Eaux-Vives 33, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eba93/centre-de-pediatrie-eaux-vives-gare,Avenue de la Gare des Eaux-Vives 33,1207,Genf
Centre de Psychothérapie de Varembé,"Rue de Vermont 37, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e3z/centre-de-psychotherapie-de-varembe,Rue de Vermont 37,1202,Genf
Centre d'oncologie des Eaux-Vives,"Rue Maunoir 26, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es59/centre-d-oncologie-des-eaux-vives,Rue Maunoir 26,1207,Genf
Centre d' oncologie et d'hématologie (Bâtiment E),"Route de Chêne 110, 1224 Chêne-Bougeries",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/es9p/centre-d-oncologie-et-d-hematologie-batiment-e,Route de Chêne 110,1224,Chêne-Bougeries
Centre médical 21,"Rue de Chantepoulet 21, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es9v/centre-medical-21,Rue de Chantepoulet 21,1201,Genf
Centre Médical ARCHIMED NATIONS,"La Voie-Creuse 16, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e70q/centre-medical-archimed-nations,La Voie-Creuse 16,1202,Genf
Centre médical Carteret,"Rue Antoine-Carteret 6, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es92/centre-medical-carteret,Rue Antoine-Carteret 6,1202,Genf
Centre médical Chêne-Bourg,"Rue de Genève 20, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etfx/centre-medical-chene-bourg,Rue de Genève 20,1225,Chêne-Bourg
Centre Médical Croix d'Or,"Rue de la Croix-d'Or 7, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebae1/centre-medical-croix-d-or,Rue de la Croix-d'Or 7,1204,Genf
Centre médical de Bernex,"Rue de Bernex 266, 1233 Bernex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/bernex/ekx/centre-medical-de-bernex,Rue de Bernex 266,1233,Bernex
Centre Médical de Cressy,"Route de Loëx 99, 1232 Confignon",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/confignon/ed81/centre-medical-de-cressy,Route de Loëx 99,1232,Confignon
Centre Médical de La Chapelle,"Chemin de Compostelle 7, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/eqo1/centre-medical-de-la-chapelle,Chemin de Compostelle 7,1212,Lancy
Centre Médical de la Chapelle,"Chemin de Compostelle 7, 1212 Grand-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/erc/centre-medical-de-la-chapelle,Chemin de Compostelle 7,1212,Grand-Lancy
Centre Médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epyg/centre-medical-de-la-jonction,Rue des Deux-Ponts 12,1205,Genf
Centre médical de la Jonction,"Rue des Deux-Ponts 12, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etnx/centre-medical-de-la-jonction,Rue des Deux-Ponts 12,1205,Genf
Centre Médical de Lancy,"Route de Chancy 59c, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/ees1/centre-medical-de-lancy,Route de Chancy 59c,1213,Onex
Centre Médical de la Rue de Lausanne,"Rue de Lausanne 80, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy7/centre-medical-de-la-rue-de-lausanne,Rue de Lausanne 80,1202,Genf
Centre Médical de la Servette,"Avenue De-Luserna 17, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epv2/centre-medical-de-la-servette,Avenue De-Luserna 17,1203,Genf
Centre Médical de Meyrin / CMM,"Rue des Lattes 21b, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/ezu/centre-medical-de-meyrin-cmm,Rue des Lattes 21b,1217,Meyrin
Centre Médical de Plainpalais,"Rue de Carouge 24, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ei0z/centre-medical-de-plainpalais,Rue de Carouge 24,1205,Genf
Centre médical de Pont-Rouge,"Place de Pont-Rouge 2, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e1tw/centre-medical-de-pont-rouge,Place de Pont-Rouge 2,1212,Lancy
Centre médical de Rive,"Rue d'Italie 11, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eyl/centre-medical-de-rive,Rue d'Italie 11,1204,Genf
Centre Médical des Acacias,"Rue des Epinettes 19, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ees2/centre-medical-des-acacias,Rue des Epinettes 19,1227,Carouge
Centre Médical de Satigny,"Route d'Aire-la-Ville 215, 1242 Satigny",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/satigny/epz4/centre-medical-de-satigny,Route d'Aire-la-Ville 215,1242,Satigny
Centre Médical des Charmilles,"Rue de Lyon 89-91, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/epy4/centre-medical-des-charmilles,Rue de Lyon 89-91,1203,Genf
Centre Médical des Charmilles,"Rue de Lyon 91, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es7h/centre-medical-des-charmilles,Rue de Lyon 91,1203,Genf
"Centre Médical des Charmilles, Pédiatrie","Rue de Lyon 89, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ete1/centre-medical-des-charmilles-pediatrie,Rue de Lyon 89,1203,Genf
Centre médical de Vésenaz,"Route de Thonon 42, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/es5x/centre-medical-de-vesenaz,Route de Thonon 42,1222,Vésenaz
Centre Médical du Grand-Lancy,"Avenue des Communes-Réunies 16, 1212 Grand-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/grand-lancy/es4r/centre-medical-du-grand-lancy,Avenue des Communes-Réunies 16,1212,Grand-Lancy
Centre Médical du Grand-Saconnex,"Rue Sonnex 23, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/epy5/centre-medical-du-grand-saconnex,Rue Sonnex 23,1218,Le Grand-Saconnex
Centre Médical du Léman,"Rue Docteur-Alfred-Vincent 17, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebbzm/centre-medical-du-leman,Rue Docteur-Alfred-Vincent 17,1201,Genf
Centre Médical du Léman,"Rue Alfred-Vincent 17, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ez1/centre-medical-du-leman,Rue Alfred-Vincent 17,1201,Genf
Centre Médical du Lignon,"Place du Lignon 2, 1219 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ep2g/centre-medical-du-lignon,Place du Lignon 2,1219,Vernier
Centre médical du Lignon,"Place du Lignon 2, 1219 Le Lignon",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-lignon/es40/centre-medical-du-lignon,Place du Lignon 2,1219,Le Lignon
Centre Médical et Sportif de Peillonnex,"Rue de Genève 67, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/etce/centre-medical-et-sportif-de-peillonnex,Rue de Genève 67,1225,Chêne-Bourg
Centre Médical Florissant,"Route de Florissant 70, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etl0/centre-medical-florissant,Route de Florissant 70,1206,Genf
Centre Médical Meyrin Village - 2ème étage,"Chemin Antoine-Verchère 6, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e88k/centre-medical-meyrin-village-2eme-etage,Chemin Antoine-Verchère 6,1217,Meyrin
Centre médical Opale,"Chemin de la Gravière 3, 1225 Chêne-Bourg",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bourg/e23w/centre-medical-opale,Chemin de la Gravière 3,1225,Chêne-Bourg
Centre médical Qorpus-Hirslanden,"Avenue de la Gare des Eaux-Vives 28, 1208 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e1ac/centre-medical-qorpus-hirslanden,Avenue de la Gare des Eaux-Vives 28,1208,Genf
Centre Médical TEOMERA,"Route de Ferney 194, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/es41/centre-medical-teomera,Route de Ferney 194,1218,Le Grand-Saconnex
Centre médical Teomera | Grand-Saconnex,"Route de Ferney 194a, 1218 Le Grand-Saconnex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/le-grand-saconnex/ep8x/centre-medical-teomera-grand-saconnex,Route de Ferney 194a,1218,Le Grand-Saconnex
Centre Médical Tranchées Florissant / Centre Médical Terrassière,"Route de Florissant 1, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ep1o/centre-medical-tranchees-florissant-centre-medical-terrassiere,Route de Florissant 1,1206,Genf
Centre Médico-Chirurgical,"Rue de Vermont 9A, 1202 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/es8m/centre-medico-chirurgical,Rue de Vermont 9A,1202,Genf
Centre Médico-Chirurgical de Cornavin,"Rue du Jura 1, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebw6/centre-medico-chirurgical-de-cornavin,Rue du Jura 1,1201,Genf
Centre médico-chirurgical des Eaux-Vives,"Avenue de la Gare-des- Eaux-Vives 3, 1207 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezy/centre-medico-chirurgical-des-eaux-vives,Avenue de la Gare-des- Eaux-Vives 3,1207,Genf
Centre Ophtalmologique Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e19j/centre-ophtalmologique-gare-cornavin,Place de Cornavin 7,1201,Genf
"Centre Ophtalmologique, Lancy Pont-Rouge","Place de Pont-Rouge 5, 1212 Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/lancy/e19l/centre-ophtalmologique-lancy-pont-rouge,Place de Pont-Rouge 5,1212,Lancy
Centre Ophtalmologique Meyrin Vergers,"Chemin de la Planche, 1217 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/e19k/centre-ophtalmologique-meyrin-vergers,Chemin de la Planche,1217,Meyrin
"Centre Ophtalmologique, Rive","Rue Pierre-Fatio 15, 1204 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebde/centre-ophtalmologique-rive,Rue Pierre-Fatio 15,1204,Genf
Centre Phénix Chêne,"Route de Chêne 100, 1224 Chêne-Bougeries",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/chene-bougeries/ebxx/centre-phenix-chene,Route de Chêne 100,1224,Chêne-Bougeries
Cité Générations,"Route de Chancy 98, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/e1e2/cite-generations,Route de Chancy 98,1213,Onex
Clinique de Carouge,"Avenue Cardinal-Mermillod 1, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/ezw/clinique-de-carouge,Avenue Cardinal-Mermillod 1,1227,Carouge
Clinique de la Main - Genève,"Rue des Bains 35, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/eqjt/clinique-de-la-main-geneve,Rue des Bains 35,1205,Genf
Clinique de l'Oeil Genève,"Route de Chancy 59a, 1213 Petit-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/ep4d/clinique-de-l-oeil-geneve,Route de Chancy 59a,1213,Petit-Lancy
Clinique du Seujet - Dermatologie,"Quai du Seujet 14, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxo/clinique-du-seujet-dermatologie,Quai du Seujet 14,1201,Genf
Clinique et Permanence d'Onex,"Route de Chancy 98, 1213 Onex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/onex/eznv/clinique-et-permanence-d-onex,Route de Chancy 98,1213,Onex
Clinique Générale Beaulieu - Oncologie,"Chemin de Beau-Soleil 22, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezm6/clinique-generale-beaulieu-oncologie,Chemin de Beau-Soleil 22,1206,Genf
CMMA Centre Médical Multidisciplinaire,"Route de Pré-Bois 20, 1215 Meyrin",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/meyrin/es9i/cmma-centre-medical-multidisciplinaire,Route de Pré-Bois 20,1215,Meyrin
CrosMed,"Avenue Jules-Crosnier 6, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ezqo/crosmed,Avenue Jules-Crosnier 6,1206,Genf
DIP Office médico-pédagogique,"Rue David-Dufour 1, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxu/dip-office-medico-pedagogique,Rue David-Dufour 1,1205,Genf
ECO Audition,"Rue de Lyon 89, 1203 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebej/eco-audition,Rue de Lyon 89,1203,Genf
Espace Périnatalité et Famille,"Chemin Edouard-Tavan 5, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxk/espace-perinatalite-et-famille,Chemin Edouard-Tavan 5,1206,Genf
GENEVA MEDERI CLINIC,"Avenue de Champel 81, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxi/geneva-mederi-clinic,Avenue de Champel 81,1206,Genf
Genève-Médecins,"Avenue du Cardinal-Mermillod 36, 1227 Carouge",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/carouge/es8i/geneve-medecins,Avenue du Cardinal-Mermillod 36,1227,Carouge
GPL Garde Pédiatrique Lancy,"Route du Pont Butin 70, 1213 Petit-Lancy",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/petit-lancy/eqcb/gpl-garde-pediatrique-lancy,Route du Pont Butin 70,1213,Petit-Lancy
Groupe Médical Avanchet-Parc Pédiatrie,"Rue du Grand Bay 15, 1220 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/etbm/groupe-medical-avanchet-parc-pediatrie,Rue du Grand Bay 15,1220,Vernier
Groupe Médical de Champel SA,"Avenue de Miremont 39, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxf/groupe-medical-de-champel-sa,Avenue de Miremont 39,1206,Genf
Groupe Médical des Avanchets,"Rue du Grand Bay 15, 1220 Vernier",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vernier/ebw9/groupe-medical-des-avanchets,Rue du Grand Bay 15,1220,Vernier
Groupe médical du Petit Saconnex SA,"Chemin Moïse-Duboule 55, 1209 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/erv/groupe-medical-du-petit-saconnex-sa,Chemin Moïse-Duboule 55,1209,Genf
Groupe Médico Chirurgical,"Rue de Genève 97-99, 1226 Thônex",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/thonex/es45/groupe-medico-chirurgical,Rue de Genève 97-99,1226,Thônex
Helvetic Care Champel-Malagnou,"Avenue Calas 1, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/etad/helvetic-care-champel-malagnou,Avenue Calas 1,1206,Genf
Laserdermato,"Route de Saint-Julien 118, 1228 Plan-les-Ouates",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/plan-les-ouates/ebbn9/laserdermato,Route de Saint-Julien 118,1228,Plan-les-Ouates
Les Psy Réunis,"Route d'Hermance 2, 1222 Vésenaz",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/vesenaz/ebxg/les-psy-reunis,Route d'Hermance 2,1222,Vésenaz
Medbase Genève Gare Cornavin,"Place de Cornavin 7, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ece/medbase-geneve-gare-cornavin,Place de Cornavin 7,1201,Genf
Medical Center Notre Dame,"Rue Rousseau 38, 1201 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e8n5/medical-center-notre-dame,Rue Rousseau 38,1201,Genf
Médicentre Balexert - Centre commercial de Balexert,"Avenue Louis-Casaï 27, 1209 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ec0u/medicentre-balexert-centre-commercial-de-balexert,Avenue Louis-Casaï 27,1209,Genf
MEDISYN Genève Plainpalais,"Rond-Point de Plainpalais 5, 1205 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/e2iv/medisyn-geneve-plainpalais,Rond-Point de Plainpalais 5,1205,Genf
MV SANTE Clinique champel SA,"Avenue de Champel 42, 1206 Genf",Genf,https://www.onedoc.ch/de/medizinisches-zentrum/genf/ebxs/mv-sante-clinique-champel-sa,Avenue de Champel 42,1206,Genf
