name,address,street,postal_code,city,canton,type,url
Psychiatrische Praxis,"Kasernenstrasse 24, 8180 Bülach",Kasernenstrasse 24,8180,Bülach,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bulach/exct/psychiatrische-praxis
Psychiatrisch-psychotherapeutische Praxisgemeinschaft,"Gubelstrasse 2, 8050 Zürich",Gubelstrasse 2,8050,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew6b/psychiatrisch-psychotherapeutische-praxisgemeinschaft
Psychotherapeutische Praxis am Hegibach,"Hegibachstrasse 32/34, 8032 Zürich",Hegibachstrasse 32/34,8032,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew57/psychotherapeutische-praxis-am-hegibach
Psychotherapeutische Praxisgemeinschaft,"Seemattstrasse 2, 8180 Bülach",Seemattstrasse 2,8180,Bülach,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bulach/ewqt/psychotherapeutische-praxisgemeinschaft
Quellenpraxis,"Loren-Allee 22, 8610 Uster",Loren-Allee 22,8610,Uster,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uster/ew5s/quellenpraxis
RheumaClinic Bethanien,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exv6/rheumaclinic-bethanien
"RheumaMeilen, Dr.med. Rindova Petra","Dorfstrasse 94, 8706 Meilen",Dorfstrasse 94,8706,Meilen,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/meilen/ewmx/rheumameilen-dr-med-rindova-petra
Rheumapraxis Delfin,"Stadthausstrasse 12, 8400 Winterthur",Stadthausstrasse 12,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/exgg/rheumapraxis-delfin
Rheumapraxis Männedorf,"Asylstrasse 84, 8708 Männedorf",Asylstrasse 84,8708,Männedorf,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/mannedorf/exto/rheumapraxis-mannedorf
Rheumapraxis und Hausarztpraxis,"Alte Landstrasse 130, 8800 Thalwil",Alte Landstrasse 130,8800,Thalwil,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thalwil/ew46/rheumapraxis-und-hausarztpraxis
RheumaZentrum Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew48/rheumazentrum-hirslanden
Rheumazentrum Winterthur,"Theaterstrasse 1, 8400 Winterthur",Theaterstrasse 1,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ewk1/rheumazentrum-winterthur
Riedsteg Arztpraxis,"Bergstrasse 101, 8707 Uetikon",Bergstrasse 101,8707,Uetikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uetikon/exp0/riedsteg-arztpraxis
"Rigidocs, Jugendpsychologie Krone","Stampfenbachstrasse 151, 8006 Zürich",Stampfenbachstrasse 151,8006,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exu7/rigidocs-jugendpsychologie-krone
rivr,"Hardturmstrasse 161, 8005 Zürich",Hardturmstrasse 161,8005,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewy4/rivr
RZO - Rheumatologie im Zürcher Oberland,"Uster West 11, 8610 Uster",Uster West 11,8610,Uster,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uster/euto/rzo-rheumatologie-im-zurcher-oberland
Sanamea Zollhaus,"Zollstrasse 121, 8005 Zürich",Zollstrasse 121,8005,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e364/sanamea-zollhaus
Schlieren Medical,"Pflugstrasse 18, 8952 Schlieren",Pflugstrasse 18,8952,Schlieren,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/schlieren/ebazt/schlieren-medical
Schmerzklinik Zürich,"Wallisellenstrasse 301A, 8050 Zürich",Wallisellenstrasse 301A,8050,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exo6/schmerzklinik-zurich
Schmid Arztpraxis,"Bahnhofplatz 14, 8400 Winterthur",Bahnhofplatz 14,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/ewwe/schmid-arztpraxis
Service Sans Soucis,"Bachmattstrasse 53, 8048 Zürich",Bachmattstrasse 53,8048,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ext0/service-sans-soucis
SIHLMED Integrative Medizin,"Badenerstrasse 333, 8003 Zürich",Badenerstrasse 333,8003,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewhf/sihlmed-integrative-medizin
SIHLMED Integrative Therapie,"Friedaustrasse 17, 8003 Zürich",Friedaustrasse 17,8003,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e8sp/sihlmed-integrative-therapie
SIHLMED Kinder- und Jugendmedizin,"Albisriederplatz 10, 8004 Zürich",Albisriederplatz 10,8004,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e9sp/sihlmed-kinder-und-jugendmedizin
Sinomedica Zürich,"Bahnhofstrasse 81, 8001 Zürich",Bahnhofstrasse 81,8001,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e60i/sinomedica-zurich
SOS Ärzte Turicum,"Weinbergstrasse 68, 8006 Zürich",Weinbergstrasse 68,8006,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exfp/sos-arzte-turicum
Spitalinternist.ch,"Niederfelbenweg 9, 8702 Zollikon",Niederfelbenweg 9,8702,Zollikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zollikon/ew56/spitalinternist-ch
SportClinic Zurich Tödistrasse,"Tödistrasse 49, 8002 Zürich",Tödistrasse 49,8002,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewhd/sportclinic-zurich-todistrasse
ST-Med Zürich-Oerlikon,"Tramstrasse 4, 8050 Zürich",Tramstrasse 4,8050,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e60b/st-med-zurich-oerlikon
Swiss Arthros Clinic Zürich,"Zollikerstrasse 37, 8008 Zürich",Zollikerstrasse 37,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/et1x/swiss-arthros-clinic-zurich
Swiss Breast Care,"Toblerstrasse 51, 8044 Zürich",Toblerstrasse 51,8044,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewjq/swiss-breast-care
Swiss Cardio Medic Altstetten AG,"Hohlstrasse 511, 8048 Zürich",Hohlstrasse 511,8048,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/elk1/swiss-cardio-medic-altstetten-ag
Swiss Day Clinic,"Unterdorfstrasse 3, 8117 Fällanden",Unterdorfstrasse 3,8117,Fällanden,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/fallanden/eq1r/swiss-day-clinic
Swiss Med Team,"Untertor 33, 8400 Winterthur",Untertor 33,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/e33p/swiss-med-team
swiss smile Schweiz - Standort Winterthur,"Untertor 34, 8400 Winterthur",Untertor 34,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/exlx/swiss-smile-schweiz-standort-winterthur
TCM Hausärzte Wetzikon,"Eichstrasse 2, 8620 Wetzikon",Eichstrasse 2,8620,Wetzikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wetzikon/epnn/tcm-hausarzte-wetzikon
Tokterhuus,"Dübendorfstrasse 20, 8117 Fällanden",Dübendorfstrasse 20,8117,Fällanden,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/fallanden/ew19/tokterhuus
Tösstal-Praxis,"Tösstalstrasse 24, 8483 Kollbrunn",Tösstalstrasse 24,8483,Kollbrunn,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/kollbrunn/ex18/tosstal-praxis
Tösstal-Praxis,"Bahnhofstrasse 6, 8488 Turbenthal",Bahnhofstrasse 6,8488,Turbenthal,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/turbenthal/ewi5/tosstal-praxis
Trauma Zentrum Hirslanden,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/essq/trauma-zentrum-hirslanden
Travel Clinic Zürich,"Forchstrasse 92, 8008 Zürich",Forchstrasse 92,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew4z/travel-clinic-zurich
Tucare Bülach,"Bannhaldenstrasse 7, 8180 Bülach",Bannhaldenstrasse 7,8180,Bülach,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bulach/ew0f/tucare-bulach
TUCARE Dietikon,"Heimstrasse 1, 8953 Dietikon",Heimstrasse 1,8953,Dietikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/dietikon/eqz1/tucare-dietikon
Urocare,"Seestrasse 57a, 8700 Küsnacht",Seestrasse 57a,8700,Küsnacht,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/kusnacht/exhb/urocare
Uroclinic Wetzikon,"Kirchgasse 4, 8620 Wetzikon",Kirchgasse 4,8620,Wetzikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wetzikon/eov6/uroclinic-wetzikon
Uroclinic Winterthur,"Kirchplatz 1, 8400 Winterthur",Kirchplatz 1,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/evgt/uroclinic-winterthur
Urologie Bellevue,"Goethestrasse 16, 8001 Zürich",Goethestrasse 16,8001,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewzm/urologie-bellevue
UroPoint Affoltern,"Untere Bahnhofstrasse 1B, 8910 Affoltern am Albis",Untere Bahnhofstrasse 1B,8910,Affoltern am Albis,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/affoltern-am-albis/e8d4/uropoint-affoltern
UroPoint im Aurum Thalwil,"Zürcherstrasse 59, 8800 Thalwil",Zürcherstrasse 59,8800,Thalwil,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thalwil/e8d3/uropoint-im-aurum-thalwil
UroPoint im Bahnhof Schlieren,"Güterstrasse 2, 8952 Schlieren",Güterstrasse 2,8952,Schlieren,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/schlieren/e8d5/uropoint-im-bahnhof-schlieren
Uroviva - Andrologiezentrum Zürich,"Stadelhoferstrasse 22, 8001 Zürich",Stadelhoferstrasse 22,8001,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exa6/uroviva-andrologiezentrum-zurich
Uroviva Meilen,"Obere Kirchgasse 18 , 8706 Meilen",Obere Kirchgasse 18 ,8706,Meilen,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/meilen/exp5/uroviva-meilen
Uroviva - Urologie Horgen,"Seestrasse 262, 8810 Horgen",Seestrasse 262,8810,Horgen,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/horgen/eptj/uroviva-urologie-horgen
UroWest,"Hardturmstrasse 127, 8005 Zürich",Hardturmstrasse 127,8005,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e8xs/urowest
UroZentrum Zürich,"Forchstrasse 424, 8702 Zollikon",Forchstrasse 424,8702,Zollikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zollikon/epq9/urozentrum-zurich
usterMed hno,"Poststrasse 1, 8610 Uster",Poststrasse 1,8610,Uster,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uster/ewq6/ustermed-hno
Vista Augenklinik Seefeld,"Holbeinstrasse 25, 8008 Zürich",Holbeinstrasse 25,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exom/vista-augenklinik-seefeld
Vital & Lifestyle,"Franklinstrasse 31, 8050 Zürich",Franklinstrasse 31,8050,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/euba/vital-lifestyle
vivévis - Hirslanden Klinik,"Witellikerstrasse 40, 8032 Zürich",Witellikerstrasse 40,8032,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e77i/vivevis-hirslanden-klinik
vivévis - Hirslanden Klinik im Park,"Kappelistrasse 7, 8002 Zürich",Kappelistrasse 7,8002,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/e7q4/vivevis-hirslanden-klinik-im-park
WIDLER ÄRZTE,"Altstetterstrasse 142, 8048 Zürich",Altstetterstrasse 142,8048,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewle/widler-arzte
Windisch & Windisch Augenärzte,"General-Guisan-Strasse 47, 8400 Winterthur",General-Guisan-Strasse 47,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/eww1/windisch-windisch-augenarzte
Yderis,"General-Wille-Strasse 15, 8002 Zürich",General-Wille-Strasse 15,8002,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew1v/yderis
Zahnärzte Hasenberg,"Hasenbergstrasse 2, 8953 Dietikon",Hasenbergstrasse 2,8953,Dietikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/dietikon/ekqz/zahnarzte-hasenberg
ZAK Zentrum für Augen Küsnacht,"Obere Heslibachstrasse 6, 8700 Küsnacht",Obere Heslibachstrasse 6,8700,Küsnacht,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/kusnacht/ew3v/zak-zentrum-fur-augen-kusnacht
Zelgwiespraxis,"Zelgwiesstrasse 6, 8608 Bubikon",Zelgwiesstrasse 6,8608,Bubikon,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bubikon/ew0b/zelgwiespraxis
Zentralpraxis Wallisellen,"Zentralstrasse 6, 8304 Wallisellen",Zentralstrasse 6,8304,Wallisellen,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/wallisellen/ew0c/zentralpraxis-wallisellen
Zentrum für Gastroenterologie,"Vulkanplatz 8, 8048 Zürich",Vulkanplatz 8,8048,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exs0/zentrum-fur-gastroenterologie
Zentrum für Gefässkrankheiten,"Stadelhoferstrasse 8, 8001 Zürich",Stadelhoferstrasse 8,8001,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/expn/zentrum-fur-gefasskrankheiten
Zentrum für Handchirurgie,"Seestrasse 247, 8038 Zürich",Seestrasse 247,8038,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exdf/zentrum-fur-handchirurgie
Zentrum für Integrative Onkologie ZIO,"Hardturmstrasse 133, 8005 Zürich",Hardturmstrasse 133,8005,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/etpb/zentrum-fur-integrative-onkologie-zio
"Zentrum für Integrative Onkologie (ZIO) - Winterthur, ZIO","Brunngasse 6, 8400 Winterthur",Brunngasse 6,8400,Winterthur,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/winterthur/etpa/zentrum-fur-integrative-onkologie-zio-winterthur-zio
Zentrum für Orthopädie und Sport,"Albisriederstrasse 243a, 8047 Zürich",Albisriederstrasse 243a,8047,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/excw/zentrum-fur-orthopadie-und-sport
Zentrum für Unfallchirurgie,"Seestrasse 220, 8002 Zürich",Seestrasse 220,8002,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ew82/zentrum-fur-unfallchirurgie
Zentrumspraxis,"Im Zentrum 1, 8105 Regensdorf",Im Zentrum 1,8105,Regensdorf,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/regensdorf/ewrh/zentrumspraxis
Zentrum Wüeri,"Zürcherstrasse 9, 8903 Birmensdorf",Zürcherstrasse 9,8903,Birmensdorf,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/birmensdorf/ew2j/zentrum-wueri
ZEPT-Zentrum für Psychotherapie,"Scheuchzerstrasse 8, 8006 Zürich",Scheuchzerstrasse 8,8006,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/ewyp/zept-zentrum-fur-psychotherapie
Zürcher Viszeralchirurgie,"Witellikerstrasse 40, 8008 Zürich",Witellikerstrasse 40,8008,Zürich,Zürich,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/zurich/exll/zurcher-viszeralchirurgie
AareMedizin,"Kyburgstrasse 5a, 3600 Thun",Kyburgstrasse 5a,3600,Thun,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thun/erwg/aaremedizin
Aerztegemeinschaftspraxis Dorfmärit,"Dorfmärit 16, 3065 Bolligen",Dorfmärit 16,3065,Bolligen,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bolligen/er8i/aerztegemeinschaftspraxis-dorfmarit
Aerztezentrum Brienz,"Hauptstrasse 61, 3855 Brienz",Hauptstrasse 61,3855,Brienz,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/brienz/esri/aerztezentrum-brienz
Aerztezentrum Lyss,"Bahnhofstrasse 15a, 3250 Lyss",Bahnhofstrasse 15a,3250,Lyss,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lyss/esgs/aerztezentrum-lyss
Akupunktur-Zentrum Biel,"Bahnhofstrasse 16, 2502 Biel",Bahnhofstrasse 16,2502,Biel,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/biel/er7p/akupunktur-zentrum-biel
articon,"Schänzlistrasse 39, 3013 Bern",Schänzlistrasse 39,3013,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/eslk/articon
Ärztegemeinschaft für Anästhesie + Schmerztherapie,"Bümplizstrasse 77, 3018 Bern",Bümplizstrasse 77,3018,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/er71/arztegemeinschaft-fur-anasthesie-schmerztherapie
Ärztehaus der Klinik Beau-Site,"Schänzlihalde 1, 3013 Bern",Schänzlihalde 1,3013,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/eset/arztehaus-der-klinik-beau-site
Ärztehaus im Allmen,"Allmengasse 15, 4900 Langenthal",Allmengasse 15,4900,Langenthal,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/langenthal/ers2/arztehaus-im-allmen
Ärztehaus LEE,"Solothurnstrasse 43, 3322 Urtenen-Schönbühl",Solothurnstrasse 43,3322,Urtenen-Schönbühl,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/urtenen-schonbuhl/er29/arztehaus-lee
Ärztehuus Buchsi,"Bernstrasse 28, 3360 Herzogenbuchsee",Bernstrasse 28,3360,Herzogenbuchsee,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/herzogenbuchsee/erwd/arztehuus-buchsi
Ärztepraxis Gartenstrasse,"Gartenstrasse 16, 3066 Stettlen",Gartenstrasse 16,3066,Stettlen,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/stettlen/er0p/arztepraxis-gartenstrasse
Ärztepraxis im Zentrum,"Dorfstrasse 44, 3661 Uetendorf",Dorfstrasse 44,3661,Uetendorf,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/uetendorf/er3z/arztepraxis-im-zentrum
Arztpraxis Am Bach,"Schönbergstrasse 5, 3654 Gunten",Schönbergstrasse 5,3654,Gunten,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/gunten/er2l/arztpraxis-am-bach
Arztpraxis Bälliz,"Bälliz 39, 3600 Thun",Bälliz 39,3600,Thun,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thun/esaw/arztpraxis-balliz
Arztpraxis Eggiwil,"Schulstrasse 515L, 3537 Eggiwil",Schulstrasse 515L,3537,Eggiwil,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/eggiwil/er9y/arztpraxis-eggiwil
Arztpraxis Kandersteg,"Aeussere Dorfstrasse 39, 3718 Kandersteg",Aeussere Dorfstrasse 39,3718,Kandersteg,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/kandersteg/erxo/arztpraxis-kandersteg
ASBO Ambulante Suchtbehandlung,"Allmendstrasse 10, 3600 Thun",Allmendstrasse 10,3600,Thun,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thun/esai/asbo-ambulante-suchtbehandlung
Augenärzte Biel/Bienne,"Unterer Quai 92, 2502 Biel",Unterer Quai 92,2502,Biel,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/biel/esjh/augenarzte-biel-bienne
Augenärzte Gurtengasse,"Gurtengasse 2, 3011 Bern",Gurtengasse 2,3011,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/erz6/augenarzte-gurtengasse
Augenärzte Lyss,"Bielstrasse 29, 3250 Lyss",Bielstrasse 29,3250,Lyss,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lyss/erub/augenarzte-lyss
Augenärzte Spiez,"Oberlandstrasse 14, 3700 Spiez",Oberlandstrasse 14,3700,Spiez,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/spiez/esed/augenarzte-spiez
Augenarztpraxis Aare Medizin Optometrie,"Panoramastrasse 1, 3600 Thun",Panoramastrasse 1,3600,Thun,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thun/ery2/augenarztpraxis-aare-medizin-optometrie
Augenarztpraxis Dres. med. Meier & Schürch,"Hirschengraben 10, 3011 Bern",Hirschengraben 10,3011,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/e8nb/augenarztpraxis-dres-med-meier-schurch
Augenarztpraxis Marktgasse,"Neuengass-Passage 2, 3011 Bern",Neuengass-Passage 2,3011,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/en9y/augenarztpraxis-marktgasse
Augenpraxis Langnau & Augenärzte,"Oberstrasse 9, 3550 Langnau im Emmental",Oberstrasse 9,3550,Langnau im Emmental,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/langnau-im-emmental/er3s/augenpraxis-langnau-augenarzte
Bahnhof-Praxis Aaberg,"Bahnhofstrasse 6, 3270 Aarberg",Bahnhofstrasse 6,3270,Aarberg,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/aarberg/erpv/bahnhof-praxis-aaberg
Bahnhofpraxis Langenthal,"Jurastrasse 41, 4900 Langenthal",Jurastrasse 41,4900,Langenthal,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/langenthal/err6/bahnhofpraxis-langenthal
Bälliz 75 Arztpraxis,"Bälliz 75, 3600 Thun",Bälliz 75,3600,Thun,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/thun/esl0/balliz-75-arztpraxis
Banic Plastische Chirurgie,"Bundesgasse 26, 3011 Bern",Bundesgasse 26,3011,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/esd6/banic-plastische-chirurgie
Bärenpraxis,"Weltpoststrasse 16, 3015 Bern",Weltpoststrasse 16,3015,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/eoan/barenpraxis
BIENNE RUE DE L'UNION 14,"Rue de l'Union 14, 2502 Biel",Rue de l'Union 14,2502,Biel,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/biel/e8jg/bienne-rue-de-l-union-14
Breitepraxis,"Breite 2, 3800 Unterseen",Breite 2,3800,Unterseen,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/unterseen/eryv/breitepraxis
Buchsi-Praxis,"Weissensteinstrasse 31, 3360 Herzogenbuchsee",Weissensteinstrasse 31,3360,Herzogenbuchsee,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/herzogenbuchsee/esrf/buchsi-praxis
Bundesamt für Sport BASPO,"Hauptstrasse 247, 2532 Magglingen",Hauptstrasse 247,2532,Magglingen,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/magglingen/erv7/bundesamt-fur-sport-baspo
Cabinet de groupe Dr. Graden / Dr. Lampérth-Hounnou,"Ruelle du Printemps 33, 2720 Tramelan",Ruelle du Printemps 33,2720,Tramelan,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/tramelan/er00/cabinet-de-groupe-dr-graden-dr-lamperth-hounnou
Cabinet de la Forge,"La Forge 9, 2608 Courtelary",La Forge 9,2608,Courtelary,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/courtelary/esns/cabinet-de-la-forge
Cabinet Dr. Linh Quang Chinh + Dr. Radomski Patryk,"Place du Marché 5 , 2610 Saint-Imier",Place du Marché 5 ,2610,Saint-Imier,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/saint-imier/esab/cabinet-dr-linh-quang-chinh-dr-radomski-patryk
Cabinet Médical de Prêles,"Route de la Neuveville 13, 2515 Prägelz",Route de la Neuveville 13,2515,Prägelz,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/pragelz/er1x/cabinet-medical-de-preles
Caremed Praxis,"Dokterhuus, 3822 Lauterbrunnen",Dokterhuus,3822,Lauterbrunnen,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/lauterbrunnen/erqg/caremed-praxis
Center of Excellence für,"Seilerstrasse 8, 3011 Bern",Seilerstrasse 8,3011,Bern,Bern,Gruppenpraxis,https://www.onedoc.ch/de/gruppenpraxis/bern/eru2/center-of-excellence-fur
