name,address,street,postal_code,city,canton,phone_number,professions,url,official_website,Zuweisung,Keywords,google_search_url
Cabinet médical du Cheval-Blanc,"Quai du Cheval-Blanc 2, 1227 Carouge",Quai du Cheval-Blanc 2,1227,Carouge,Genf,022 342 02 12,"Hausarztmedizin (Allgemeinmedizin), Kinesiologie, Naturheilkunde (TCM), Pflanzenheilkunde (TCM), Sportmedizin, Ästhetische Medizin, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Laser Haarentfernung, Morphologische und Anti-Aging-Medizin, Peeling, Wechseljahre | Menopause, Ästhetischer Laser",https://www.onedoc.ch/de/medizinische-praxis/carouge/e81i/cabinet-medical-du-cheval-blanc,https://www.cmduchevalblanc.ch/,0,,https://www.google.ch/search?q=Cabinet+médical+du+Cheval-Blanc+Carouge
Cabinet Médical du docteur Zotter,"Chemin Bizot 4, 1208 Genf",Chemin Bizot 4,1208,Genf,Genf,022 704 30 40,"Aromatherapie, Hausarztmedizin (Allgemeinmedizin), Mikronährstoffmedizin, Physikalische und Rehabilitative Medizin, Physiotherapie, Psychiatrie, Psychotherapie, WAM Pflanzenheilkunde, Burnout, Eheberatung | Familienberatung, Haltungsuntersuchung, Lyme-Krankheit | Lyme-Borreliose, Nackenschmerzen, Paartherapie, Physiotherapie bei neurologischen Erkrankungen, Psychologische Begleitung bei Stressmanagement, Rehabilitation des Bewegungsapparates | Muskuloskelettale Rehabilitation, Verkehrsmedizinische Kontrolluntersuchung STUFE 1, Verkehrsmedizinische Kontrolluntersuchung STUFE 2, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/genf/e822/cabinet-medical-du-docteur-zotter,,0,,https://www.google.ch/search?q=Cabinet+Médical+du+docteur+Zotter+Genf
Cabinet médical Frontenex,"Route de Frontenex 100, 1208 Genf",Route de Frontenex 100,1208,Genf,Genf,022 786 22 44,"Allgemeine Innere Medizin, Hausarztmedizin (Allgemeinmedizin), Humane Papillomaviren Impfung (HPV) | Gebärmutterhalskrebsimpfung",https://www.onedoc.ch/de/medizinische-praxis/genf/et8/cabinet-medical-frontenex,https://cabinet-frontenex.ch/,0,,https://www.google.ch/search?q=Cabinet+médical+Frontenex+Genf
Cabinet Médical K-Rouge,"Rue Jacques-Grosselin 25, 1227 Carouge",Rue Jacques-Grosselin 25,1227,Carouge,Genf,022 301 64 70,"Akupunktur, Dermatologie und Venerologie, Hausarztmedizin (Allgemeinmedizin), Homöopathie",https://www.onedoc.ch/de/medizinische-praxis/carouge/eqke/cabinet-medical-k-rouge,,0,,https://www.google.ch/search?q=Cabinet+Médical+K-Rouge+Carouge
Cabinet médical MEDIMEYRIN,"Rue des Lattes 57, 1217 Meyrin",Rue des Lattes 57,1217,Meyrin,Genf,022 785 34 00,,https://www.onedoc.ch/de/medizinische-praxis/meyrin/e6ei/cabinet-medical-medimeyrin,https://medimeyrin.ch/,0,,https://www.google.ch/search?q=Cabinet+médical+MEDIMEYRIN
"Cabinet Nami thérapie, massages thérapeutiques","Avenue du Lignon 40, 1219 Vernier",Avenue du Lignon 40,1219,Vernier,Genf,076 228 07 87,"Akupunkturmassage (APM), Energie rebalancing, Energietherapie, Klassische Massage, Relaxation, Shiatsu, Therapeutische Massage",https://www.onedoc.ch/de/medizinische-praxis/vernier/e7sy/cabinet-nami-therapie-massages-therapeutiques,,0,,"https://www.google.ch/search?q=Cabinet+Nami+thérapie,+massages+thérapeutiques+Vernier"
Cabinet PD Docteur Ambrosetti Patrick,"Rue Emile-Yung 4, 1205 Genf",Rue Emile-Yung 4,1205,Genf,Genf,022 830 05 20,Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/genf/ex9/cabinet-pd-docteur-ambrosetti-patrick,,0,,https://www.google.ch/search?q=Cabinet+PD+Docteur+Ambrosetti+Patrick+Genf
Cabinet PD Docteur Bongard Olivier,"Place Cornavin 18, 1201 Genf",Place Cornavin 18,1201,Genf,Genf,022 741 14 44,"Allgemeine Innere Medizin, Angiologie",https://www.onedoc.ch/de/medizinische-praxis/genf/enm/cabinet-pd-docteur-bongard-olivier,,0,,https://www.google.ch/search?q=Cabinet+PD+Docteur+Bongard+Olivier+Genf
Cabinet PD Docteur Huber Olivier,"Rue de Montbrillant 5, 1201 Genf",Rue de Montbrillant 5,1201,Genf,Genf,022 910 48 96,"Chirurgie, Viszeralchirurgie",https://www.onedoc.ch/de/medizinische-praxis/genf/ebaz/cabinet-pd-docteur-huber-olivier,,0,,https://www.google.ch/search?q=Cabinet+PD+Docteur+Huber+Olivier+Genf
Cabinet PD Docteur Lädermann Alexandre,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 75 55,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/meyrin/e9m/cabinet-pd-docteur-ladermann-alexandre,,0,,https://www.google.ch/search?q=Cabinet+PD+Docteur+Lädermann+Alexandre+Meyrin
Cabinet Prof. Ammann Patrick,"Chemin du Pont-Bochet 3, 1226 Thônex",Chemin du Pont-Bochet 3,1226,Thônex,Genf,022 305 65 34,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/thonex/etie/cabinet-prof-ammann-patrick,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Ammann+Patrick+Thônex
Cabinet Prof. Beris Photis,"Avenue Blanc 51, 1202 Genf",Avenue Blanc 51,1202,Genf,Genf,022 716 20 81,"Allgemeine Innere Medizin, Hämatologie",https://www.onedoc.ch/de/medizinische-praxis/genf/eteg/cabinet-prof-beris-photis,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Beris+Photis+Genf
Cabinet Prof. Dr. med. Philippe Jacques,"Chemin de Beau-Soleil 22, 1206 Genf",Chemin de Beau-Soleil 22,1206,Genf,Genf,022 404 41 69,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/medizinische-praxis/genf/etmd/cabinet-prof-dr-med-philippe-jacques,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Dr.+med.+Philippe+Jacques+Genf
Cabinet Prof. Dulguerov Pavel,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 78 78,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/meyrin/etg5/cabinet-prof-dulguerov-pavel,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Dulguerov+Pavel+Meyrin
Cabinet Professeur Andreoli Antonio,"Boulevard des Philosophes 23, 1205 Genf",Boulevard des Philosophes 23,1205,Genf,Genf,022 321 46 10,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/genf/etd/cabinet-professeur-andreoli-antonio,,0,,https://www.google.ch/search?q=Cabinet+Professeur+Andreoli+Antonio+Genf
Cabinet Professeur Ménétrey Jacques,"Chemin Thury 7A, 1206 Genf",Chemin Thury 7A,1206,Genf,Genf,022 702 25 41,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/genf/e11/cabinet-professeur-menetrey-jacques,https://www.hirslanden.ch/fr/corporate/doctors/2/professeur-jacques-menetrey.html,1,pour médecins,https://www.google.ch/search?q=Cabinet+Professeur+Ménétrey+Jacques+Genf
Cabinet Professeur Schmid Hermann,"Boulevard de Saint-Georges 72, 1205 Genf",Boulevard de Saint-Georges 72,1205,Genf,Genf,022 732 68 56,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/genf/eo3c/cabinet-professeur-schmid-hermann,,0,,https://www.google.ch/search?q=Cabinet+Professeur+Schmid+Hermann+Genf
Cabinet Prof. Fritschy Daniel,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 75 90,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/meyrin/es4n/cabinet-prof-fritschy-daniel,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Fritschy+Daniel+Meyrin
Cabinet Prof. Gaspoz Jean-Michel,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 07 29,"Allgemeine Innere Medizin, Kardiologie",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/eth3/cabinet-prof-gaspoz-jean-michel,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Gaspoz+Jean-Michel+Chêne-Bougeries
Cabinet Prof. Genton Laurence,"Boulevard de la Cluse 87, 1205 Genf",Boulevard de la Cluse 87,1205,Genf,Genf,022 372 33 11,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/medizinische-praxis/genf/es7t/cabinet-prof-genton-laurence,https://www.hug.ch/en/endocrinologie-diabetologie-nutrition-enseignement/pre-laurence-genton-graf,0,,https://www.google.ch/search?q=Cabinet+Prof.+Genton+Laurence+Genf
Cabinet Prof. Hoffmeyer Pierre,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 01 50,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/eti0/cabinet-prof-hoffmeyer-pierre,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Hoffmeyer+Pierre+Chêne-Bougeries
Cabinet Prof. Kaelin André,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 06 17,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/eyk0/cabinet-prof-kaelin-andre,https://www.hirslanden.ch/fr/corporate/doctors/2/professeur-andre-kaelin.html,1,pour médecins,https://www.google.ch/search?q=Cabinet+Prof.+Kaelin+André+Chêne-Bougeries
Cabinet Prof. Lacroix Jean-Silvain,"Route de Chêne 110, 1224 Chêne-Bougeries",Route de Chêne 110,1224,Chêne-Bougeries,Genf,022 305 05 83,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/etj0/cabinet-prof-lacroix-jean-silvain,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Lacroix+Jean-Silvain+Chêne-Bougeries
Cabinet Prof. Merlo Marco,"Boulevard des Philosophes 3, 1205 Genf",Boulevard des Philosophes 3,1205,Genf,Genf,022 808 00 43,"Psychiatrie, Psychotherapie",https://www.onedoc.ch/de/medizinische-praxis/genf/eynt/cabinet-prof-merlo-marco,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Merlo+Marco+Genf
Cabinet Prof. Panos Aristotelis,"Avenue de la Roseraie 76A, 1205 Genf",Avenue de la Roseraie 76A,1205,Genf,Genf,022 347 64 20,"Gefässchirurgie, Herzchirurgie",https://www.onedoc.ch/de/medizinische-praxis/genf/etlx/cabinet-prof-panos-aristotelis,https://www.la-tour.ch/en/physicians-and-practitioners/aristotelis-panos,0,,https://www.google.ch/search?q=Cabinet+Prof.+Panos+Aristotelis+Genf
Cabinet Prof. Peter Robin,"Avenue Eugène-Pittard 34, 1206 Genf",Avenue Eugène-Pittard 34,1206,Genf,Genf,022 839 76 76,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/genf/etma/cabinet-prof-peter-robin,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Peter+Robin+Genf
Cabinet Prof. Pournaras Constantin,"Avenue de la Roseraie 76B, 1205 Genf",Avenue de la Roseraie 76B,1205,Genf,Genf,022 347 46 81,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/genf/eyk6/cabinet-prof-pournaras-constantin,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Pournaras+Constantin+Genf
Cabinet Prof. Pralong François,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 76 96,"Allgemeine Innere Medizin, Endokrinologie und Diabetologie",https://www.onedoc.ch/de/medizinische-praxis/meyrin/etmg/cabinet-prof-pralong-francois,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Pralong+François+Meyrin
Cabinet Prof. Robert John,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 07 32,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/eyk7/cabinet-prof-robert-john,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Robert+John+Chêne-Bougeries
Cabinet Prof. Roche Bruno,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 07 60,"Chirurgie, Hausarztmedizin (Allgemeinmedizin)",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/eyk8/cabinet-prof-roche-bruno,https://www.hirslanden.ch/fr/corporate/doctors/2/professeur-bruno-roche.html,1,pour médecins,https://www.google.ch/search?q=Cabinet+Prof.+Roche+Bruno+Chêne-Bougeries
Cabinet Prof. Spiliopoulos Anastase,"Chemin des Grangettes 7, 1224 Chêne-Bougeries",Chemin des Grangettes 7,1224,Chêne-Bougeries,Genf,022 305 07 37,"Chirurgie, Herzchirurgie",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/etnn/cabinet-prof-spiliopoulos-anastase,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Spiliopoulos+Anastase+Chêne-Bougeries
Cabinet Prof. Sztajzel Roman,"Avenue Jacob-Daniel Maillard 3, 1217 Meyrin",Avenue Jacob-Daniel Maillard 3,1217,Meyrin,Genf,022 719 76 70,Neurologie,https://www.onedoc.ch/de/medizinische-praxis/meyrin/etnv/cabinet-prof-sztajzel-roman,,0,,https://www.google.ch/search?q=Cabinet+Prof.+Sztajzel+Roman+Meyrin
Capital Care,"Place Jean-Marteau 3, 1201 Genf",Place Jean-Marteau 3,1201,Genf,Genf,022 716 27 27,"Ernährungsberatung, Etiopathie, Klassische Massage, Kosmetik, Manuelle Lymphdrainage, Plastische, rekonstruktive und ästhetische Chirurgie, Brustimplantat | Brustvergrösserung, Brustverkleinerung, Facelifting, Fettabsaugung | Liposuktion, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Laser Haarentfernung, Lipofilling | | Lipostruktur",https://www.onedoc.ch/de/medizinische-praxis/genf/e8od/capital-care,,0,,https://www.google.ch/search?q=Capital+Care+Genf
Cenas Centre de médecine du sommeil,"Chemin de la Gravière 3, 1225 Chêne-Bourg",Chemin de la Gravière 3,1225,Chêne-Bourg,Genf,022 307 10 95,"Neurologie, Psychiatrie, Psychotherapie, Schlafmedizin",https://www.onedoc.ch/de/medizinische-praxis/chene-bourg/es66/cenas-centre-de-medecine-du-sommeil,https://www.cenas.ch/,0,,https://www.google.ch/search?q=Cenas+Centre+de+médecine+du+sommeil+Chêne-Bourg
Centre AGeIR (Centre commercial de Balexert),"Avenue Louis-Casaï 27, 1211 Genf",Avenue Louis-Casaï 27,1211,Genf,Genf,022 500 70 70,"Diätetik, Geriatrie, HNO (Hals-, Nasen-, Ohrenheilkunde), Hausarztmedizin (Allgemeinmedizin), Hypnotherapie, Kosmetik, Körperliche Vorbereitung, Manuelle Lymphdrainage, Naturheilkunde (WAM/TEN), Urologie, Ästhetische Medizin, Anti-Falten-Behandlung, Behandlung von Pigmentflecken, Benigne Prostatahyperplasie (BPH) | Prostatavergrösserung, Beschneidung, Blasenkrebs | Blasenkarzinom, Erektile Dysfunktion (ED) | Potenzstörung | Erektionsstörung | Impotenz, Harninkontinenz | Blasenschwäche, Hodenbiopsie (TESE), Injektion von Botulinumtoxin | Botox, Laser Haarentfernung, Microneedling, Nierensteine, Peeling, Prostata-Biopsie, Prostatakrebs | Prostatakarzinom, Tattooentfernung, Vorsorgeuntersuchung Harnwegsinfektionen",https://www.onedoc.ch/de/medizinische-praxis/genf/ebbfc/centre-ageir-centre-commercial-de-balexert,https://balexert.ch/boutiques/beaute-et-sante/centre-ageir/,0,,https://www.google.ch/search?q=Centre+AGeIR+(Centre+commercial+de+Balexert)+Genf
Centre ASSAL de rééducation et médecine du sport,"Avenue de la Roseraie 76 A, 1205 Genf",Avenue de la Roseraie 76 A,1205,Genf,Genf,022 577 69 69,Orthopädische Chirurgie,https://www.onedoc.ch/de/medizinische-praxis/genf/etke/centre-assal-de-reeducation-et-medecine-du-sport,https://centre-assal.ch/,0,,https://www.google.ch/search?q=Centre+ASSAL+de+rééducation+et+médecine+du+sport+Genf
Centre chirurgical de Grange-Canal | Dr. Amico Andrea,"Chemin Frank-Thomas 80, 1208 Genf",Chemin Frank-Thomas 80,1208,Genf,Genf,022 700 77 70,"Plastische, rekonstruktive und ästhetische Chirurgie",https://www.onedoc.ch/de/medizinische-praxis/genf/esx/centre-chirurgical-de-grange-canal-dr-amico-andrea,,0,,https://www.google.ch/search?q=Centre+chirurgical+de+Grange-Canal+|+Dr.+Amico+Andrea+Genf
Centre de Chirurgie Orale et Maxillo-Faciale de Genève,"Rue Guillaume-de-Marcossay 15, 1205 Genf",Rue Guillaume-de-Marcossay 15,1205,Genf,Genf,022 322 56 10,"Mund-, Kiefer- und Gesichtschirurgie, Oralchirurgie, Craniomandibuläre Dysfunktion (CMD) | Kiefergelenkserkrankungen | Funktionsstörung des Kausystems, Kieferzysten, Knochentransplantate, Knochentransplantation für Zahnimplantate, Zahnextraktion | Weisheitszähne, Zahnimplantat",https://www.onedoc.ch/de/medizinische-praxis/genf/etls/centre-de-chirurgie-orale-et-maxillo-faciale-de-geneve,https://www.maxillofacial-geneve.ch/,0,,https://www.google.ch/search?q=Centre+de+Chirurgie+Orale+et+Maxillo-Faciale+de+Genève+Genf
Centre de Gynécologie et Obstétrique de Rive,"Rue d'Italie 11, 1204 Genf",Rue d'Italie 11,1204,Genf,Genf,022 311 24 20,"Gynäkologie und Geburtshilfe, Brustkrebs | Mammakarzinom, Funktionelle Medizin, Geburt, Harnwegsinfektion | Zystitis | Blasenentzündung, Intrauterine Insemination (IUI) | Samenübertragung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Sexuell übertragbare Krankheiten | Sexuell übertragbare Infektionen (STD/STI), Unfruchtbarkeit, Verhütung",https://www.onedoc.ch/de/medizinische-praxis/genf/e169/centre-de-gynecologie-et-obstetrique-de-rive,https://www.centregynecologierive.ch/,0,,https://www.google.ch/search?q=Centre+de+Gynécologie+et+Obstétrique+de+Rive+Genf
Centre de L'Oeil Servette,"Rue de la Servette 89, 1202 Genf",Rue de la Servette 89,1202,Genf,Genf,022 919 21 00,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/genf/es8b/centre-de-l-oeil-servette,https://www.cliniqueoeil-ono.ch/centre/servette/,0,,https://www.google.ch/search?q=Centre+de+L'Oeil+Servette+Genf
Centre de l'Oeil Versoix,"Route de Sauverny 10, 1290 Versoix",Route de Sauverny 10,1290,Versoix,Genf,022 950 92 92,"Augenchirurgie, Augenheilkunde, Altersbedingte Makuladegeneration | AMD, Astigmatismus, Augencheck | Untersuchung der Sehkraft | Visustest, Gesichtsfeld, Glaukom | Grüner Star, Konjunktivitis | Bindehautentzündung, Presbyopie | Alterssichtigkeit, Sehstörung, Sehtest für den Führerschein",https://www.onedoc.ch/de/medizinische-praxis/versoix/e65w/centre-de-l-oeil-versoix,https://www.cliniqueoeil-ono.ch/centre/versoix/,0,,https://www.google.ch/search?q=Centre+de+l'Oeil+Versoix
Centre de Médecine Préventive et Intégrative,"Route de Chêne 123, 1224 Chêne-Bougeries",Route de Chêne 123,1224,Chêne-Bougeries,Genf,022 777 09 09,"Allergologie und Immunologie, Allgemeine Innere Medizin",https://www.onedoc.ch/de/medizinische-praxis/chene-bougeries/etnq/centre-de-medecine-preventive-et-integrative,https://preventive-integrative.ch/,0,,https://www.google.ch/search?q=Centre+de+Médecine+Préventive+et+Intégrative+Chêne-Bougeries
Centre de pédiatrie Lancy - Les Esserts,"Route de Chancy 59d, 1213 Onex",Route de Chancy 59d,1213,Onex,Genf,022 709 00 83,Pädiatrie,https://www.onedoc.ch/de/medizinische-praxis/onex/e535/centre-de-pediatrie-lancy-les-esserts,https://www.cpesserts.ch/,0,,https://www.google.ch/search?q=Centre+de+pédiatrie+Lancy+-+Les+Esserts+Onex
Centre de santé Belle-Terre,"Place du Traité-de-Turin, 1226 Thônex",Place du Traité-de-Turin,1226,Thônex,Genf,022 512 13 40,"Allgemeine Innere Medizin, Grippeimpfung, Kinder- und Jugendpsychiatrie, Podologie, Pädiatrie, Entwicklungsbegleitung, Impfungen bei Kindern | Impfungen bei Säuglingen | Impfberatung Pädiatrie, Vorsorgeuntersuchung bei Kindern | Pädiatrische Vorsorgeuntersuchung | Entwicklungskontrolle",https://www.onedoc.ch/de/medizinische-praxis/thonex/e8gh/centre-de-sante-belle-terre,https://www.cmbelleterre.ch/,0,,https://www.google.ch/search?q=Centre+de+santé+Belle-Terre+Thônex
Centre d’Imagerie Médicale de Cornavin,"Place de Cornavin 18, 1201 Genf",Place de Cornavin 18,1201,Genf,Genf,022 738 02 01,"Neuroradiologie, Radiologie",https://www.onedoc.ch/de/medizinische-praxis/genf/ezi4/centre-d-imagerie-medicale-de-cornavin,https://cimc-ge.ch/,1,référence,https://www.google.ch/search?q=Centre+d’Imagerie+Médicale+de+Cornavin+Genf
Centre Florimed,"Route de Florissant 4, 1206 Genf",Route de Florissant 4,1206,Genf,Genf,022 512 62 90,"Endokrinologie und Diabetologie, Diabetes, Diabetes mellitus Typ 1, Diabetes mellitus Typ 2, Gestationsdiabetes | Schwangerschaftsdiabetes, Insulinpumpe, Langzeitblutzuckermessung | Langzeitglukose | HbA1c, Schilddrüsenknoten, Schilddrüsenunterfunktion | Hypothyreose, Schilddrüsenüberfunktion | Hyperthyreose",https://www.onedoc.ch/de/medizinische-praxis/genf/e9ee/centre-florimed,,0,,https://www.google.ch/search?q=Centre+Florimed+Genf
Centre Gynécologie Endométriose & Fertilité,"Rue de Veyrot 39, 1217 Meyrin",Rue de Veyrot 39,1217,Meyrin,Genf,022 719 79 44,"Gynäkologie und Geburtshilfe, Die Pille danach, Endometriose, Harnwegsinfektion | Zystitis | Blasenentzündung, Schwangerschaftsvorsorge | Schwangerschaftsuntersuchung, Sexuell übertragbare Krankheiten | Sexuell übertragbare Infektionen (STD/STI), Vaginalpilz, Verhütung, Wechseljahre | Menopause",https://www.onedoc.ch/de/medizinische-praxis/meyrin/e7rf/centre-gynecologie-endometriose-fertilite,https://www.la-tour.ch/fr/offre-de-soins/centre-de-gynecologie-endometriose-fertilite,1,pour médecins,https://www.google.ch/search?q=Centre+Gynécologie+Endométriose+&+Fertilité+Meyrin
Centre Médical Claparède,"Avenue de Champel 4, 1206 Genf",Avenue de Champel 4,1206,Genf,Genf,022 570 11 57,"Chiropraktik, Ernährungsberatung, Manuelle Lymphdrainage, Therapeutische Massage",https://www.onedoc.ch/de/medizinische-praxis/genf/e052/centre-medical-claparede,,0,,https://www.google.ch/search?q=Centre+Médical+Claparède+Genf
Centre Médical de Carouge Centre,"Rue Jacques-Dalphin 15, 1227 Carouge",Rue Jacques-Dalphin 15,1227,Carouge,Genf,022 301 17 18,Allgemeine Innere Medizin,https://www.onedoc.ch/de/medizinische-praxis/carouge/e75n/centre-medical-de-carouge-centre,https://cmcc.ch/,0,,https://www.google.ch/search?q=Centre+Médical+de+Carouge+Centre
Centre médical de Montbrillant - Atlantic Santé,"Rue des Gares 12, 1201 Genf",Rue des Gares 12,1201,Genf,Genf,022 345 01 34,"Allgemeine Innere Medizin, Physiotherapie, Psychiatrie, Psychologie, Psychologie/Alternative medizinische Psychotherapie, Psychotherapie, Arthrose, Athletenüberwachung, Autismus, Babymassage, Beckenbodenrehabilitation | Postpartale Rehabilitation | Urogenitale Rehabilitation, Bipolare Störung, Burnout, Eheberatung | Familienberatung, Essstörungen, Gleichgewichtstraining, Haltungsuntersuchung, Hausärztlicher Notfall, Meniskusriss | Meniskusruptur | Meniskusläsion, Nackenschmerzen, Psychologische Begleitung bei Burnout, Psychologische Begleitung bei Depressionen, Psychologische Begleitung bei Persönlichkeitsstörungen, Psychologische Begleitung bei Stimmungsstörungen, Psychologische Begleitung bei Stressmanagement, Psychologische Begleitung in der Suchtmedizin, Rehabilitation des Bewegungsapparates | Muskuloskelettale Rehabilitation, Schwangerschafts Physiotherapie | Physiotherapie in der Schwangerschaft, Skoliose, Triggerpunkttherapie, Unterstützung bei der beruflichen Entwicklung | Berufliche Eingliederung, Vorsorgeuntersuchung | Check up",https://www.onedoc.ch/de/medizinische-praxis/genf/e1z4/centre-medical-de-montbrillant-atlantic-sante,https://www.centremedicaldemontbrillant.ch/,0,,https://www.google.ch/search?q=Centre+médical+de+Montbrillant+-+Atlantic+Santé+Genf
Centre Médical des Bains,"Rue du Vieux-Billard 3, 1205 Genf",Rue du Vieux-Billard 3,1205,Genf,Genf,022 809 66 88,"Akupunktur, Diätetik, Endokrinologie und Diabetologie, Energietherapie, Ernährungsberatung, Gynäkologie und Geburtshilfe, Hausarztmedizin (Allgemeinmedizin), Hypnotherapie, Klassische Massage, Manuelle Lymphdrainage, Mikronährstoffmedizin, Pflanzenheilkunde (TCM), Physiotherapie, Plastische, rekonstruktive und ästhetische Chirurgie, Psychologie, Reflexologie, Reproduktionsmedizin, Thai-Massage, Therapeutische Massage, Traditionelle Chinesische Medizin (TCM), Urologie, Ästhetische Medizin, Abdominoplastik | Bauchdeckenstraffung | Bauchchirurgie, Adipositas, Anti-Falten-Behandlung, Brustimplantat | Brustvergrösserung, Brustrekonstruktion, Fettabsaugung | Liposuktion, Injektion von Botulinumtoxin | Botox, Injektion von Hyaluronsäure, Injektion von plättchenreichem Plasma | PRP | Vampire Lift, Lipofilling | | Lipostruktur, Morphologische und Anti-Aging-Medizin, Schilddrüsenknoten, Schilddrüsenunterfunktion | Hypothyreose, Schilddrüsenüberfunktion | Hyperthyreose, Struma | Kropf",https://www.onedoc.ch/de/medizinische-praxis/genf/e8yn/centre-medical-des-bains,https://lesbains.ch/,1,référence,https://www.google.ch/search?q=Centre+Médical+des+Bains+Genf
Centre Médico-Chirurgical SA,"Rue de Chantepoulet 10, 1201 Genf",Rue de Chantepoulet 10,1201,Genf,Genf,022 741 03 00,"Allgemeine Innere Medizin, Chirurgie, Gefässchirurgie, HNO (Hals-, Nasen-, Ohrenheilkunde), Hausarztmedizin (Allgemeinmedizin), Herzchirurgie, Kardiologie, Orthopädische Chirurgie, Radiologie",https://www.onedoc.ch/de/medizinische-praxis/genf/ez2/centre-medico-chirurgical-sa,,0,,https://www.google.ch/search?q=Centre+Médico-Chirurgical+SA+Genf
Centre ophtalmologique et ORL,"Chemin Jean-Baptiste Vandelle 8, 1290 Versoix",Chemin Jean-Baptiste Vandelle 8,1290,Versoix,Genf,022 755 02 25,"HNO (Hals-, Nasen-, Ohrenheilkunde)",https://www.onedoc.ch/de/medizinische-praxis/versoix/eqm3/centre-ophtalmologique-et-orl,,0,,https://www.google.ch/search?q=Centre+ophtalmologique+et+ORL+Versoix
Centre Ophtalmologique et ORL de Versoix,"Chemin Jean-Baptiste Vandelle 8, 1290 Versoix",Chemin Jean-Baptiste Vandelle 8,1290,Versoix,Genf,022 755 02 25,Augenheilkunde,https://www.onedoc.ch/de/medizinische-praxis/versoix/ebdb/centre-ophtalmologique-et-orl-de-versoix,,0,,https://www.google.ch/search?q=Centre+Ophtalmologique+et+ORL+de+Versoix
